Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,8738,4469,2562.42,1973.22
"Revenue 8738 4469 2562.42 1973.22  Other Revenue, Total - - - -","Revenue 8738 4469 2562.42 1973.22  Other Revenue, Total - - - -","Revenue 8738 4469 2562.42 1973.22  Other Revenue, Total - - - -","Revenue 8738 4469 2562.42 1973.22  Other Revenue, Total - - - -","Revenue 8738 4469 2562.42 1973.22  Other Revenue, Total - - - -"
Revenue,8738,4469,2562.42,1973.22
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3142,916,805.08,629.35
Gross Profit,5596,3553,1757.34,1343.87
Total Operating Expenses,5760,3202,2298.06,1774.99
"Selling/General/Admin. Expenses, Total 2436 1948 1338.12 989.31  Research & Development - - - -  Depreciation / Amortization 184 179 154.3 107.83  Interest Expense (Income) - Net Operating -11 -12 - -  Unusual Expense (Income) - 169.26 - -  Other Operating Expenses, Total 9 171 0.57 48.5","Selling/General/Admin. Expenses, Total 2436 1948 1338.12 989.31  Research & Development - - - -  Depreciation / Amortization 184 179 154.3 107.83  Interest Expense (Income) - Net Operating -11 -12 - -  Unusual Expense (Income) - 169.26 - -  Other Operating Expenses, Total 9 171 0.57 48.5","Selling/General/Admin. Expenses, Total 2436 1948 1338.12 989.31  Research & Development - - - -  Depreciation / Amortization 184 179 154.3 107.83  Interest Expense (Income) - Net Operating -11 -12 - -  Unusual Expense (Income) - 169.26 - -  Other Operating Expenses, Total 9 171 0.57 48.5","Selling/General/Admin. Expenses, Total 2436 1948 1338.12 989.31  Research & Development - - - -  Depreciation / Amortization 184 179 154.3 107.83  Interest Expense (Income) - Net Operating -11 -12 - -  Unusual Expense (Income) - 169.26 - -  Other Operating Expenses, Total 9 171 0.57 48.5","Selling/General/Admin. Expenses, Total 2436 1948 1338.12 989.31  Research & Development - - - -  Depreciation / Amortization 184 179 154.3 107.83  Interest Expense (Income) - Net Operating -11 -12 - -  Unusual Expense (Income) - 169.26 - -  Other Operating Expenses, Total 9 171 0.57 48.5"
"Selling/General/Admin. Expenses, Total",2436,1948,1338.12,989.31
Research & Development,-,-,-,-
Depreciation / Amortization,184,179,154.3,107.83
Interest Expense (Income) - Net Operating,-11,-12,-,-
Unusual Expense (Income),-,169.26,-,-
"Other Operating Expenses, Total",9,171,0.57,48.5
Operating Income,2978,1267,264.36,198.23
"Interest Income (Expense), Net Non-Operating",-,-12.09,-24.76,-11.29
Gain (Loss) on Sale of Assets,-30,-,-,-
"Other, Net",73,13,-,-0
Net Income Before Taxes,2935,1254,239.6,186.94
Provision for Income Taxes,754,451,80.66,68.56
Net Income After Taxes,2181,803,158.95,118.38
Minority Interest,93,70,-27.14,-9.78
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2159,774,131.81,108.6
Total Extraordinary Items,-,-,-,-
Net Income,2159,774,131.81,108.6
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,2159,774,131.81,108.6
Dilution Adjustment,-0.984,-0.489,-,-
Diluted Net Income,2159.98,774.49,131.81,108.6
Diluted Weighted Average Shares,5.58,5.58,5.58,5.67
Diluted EPS Excluding Extraordinary Items,387.21,138.79,23.62,19.16
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,328.26,135.25,23.62,19.16
