Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1018751,926054,836512,853746
"Revenue 1018751 926054 836512 853746  Other Revenue, Total - - - -","Revenue 1018751 926054 836512 853746  Other Revenue, Total - - - -","Revenue 1018751 926054 836512 853746  Other Revenue, Total - - - -","Revenue 1018751 926054 836512 853746  Other Revenue, Total - - - -","Revenue 1018751 926054 836512 853746  Other Revenue, Total - - - -"
Revenue,1018751,926054,836512,853746
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",770615,655033,581515,590321
Gross Profit,248136,271021,254997,263425
Total Operating Expenses,1005888,881846,825867,815962
"Selling/General/Admin. Expenses, Total 235273 163721 153683 158505  Research & Development - 33341 32719 34482  Depreciation / Amortization 74918 68816 13664 14232  Interest Expense (Income) - Net Operating -7084 -3252 - -  Unusual Expense (Income) - 3155 44286 18421  Other Operating Expenses, Total -38462 -35813 - 1","Selling/General/Admin. Expenses, Total 235273 163721 153683 158505  Research & Development - 33341 32719 34482  Depreciation / Amortization 74918 68816 13664 14232  Interest Expense (Income) - Net Operating -7084 -3252 - -  Unusual Expense (Income) - 3155 44286 18421  Other Operating Expenses, Total -38462 -35813 - 1","Selling/General/Admin. Expenses, Total 235273 163721 153683 158505  Research & Development - 33341 32719 34482  Depreciation / Amortization 74918 68816 13664 14232  Interest Expense (Income) - Net Operating -7084 -3252 - -  Unusual Expense (Income) - 3155 44286 18421  Other Operating Expenses, Total -38462 -35813 - 1","Selling/General/Admin. Expenses, Total 235273 163721 153683 158505  Research & Development - 33341 32719 34482  Depreciation / Amortization 74918 68816 13664 14232  Interest Expense (Income) - Net Operating -7084 -3252 - -  Unusual Expense (Income) - 3155 44286 18421  Other Operating Expenses, Total -38462 -35813 - 1","Selling/General/Admin. Expenses, Total 235273 163721 153683 158505  Research & Development - 33341 32719 34482  Depreciation / Amortization 74918 68816 13664 14232  Interest Expense (Income) - Net Operating -7084 -3252 - -  Unusual Expense (Income) - 3155 44286 18421  Other Operating Expenses, Total -38462 -35813 - 1"
"Selling/General/Admin. Expenses, Total",235273,163721,153683,158505
Research & Development,-,33341,32719,34482
Depreciation / Amortization,74918,68816,13664,14232
Interest Expense (Income) - Net Operating,-7084,-3252,-,-
Unusual Expense (Income),-,3155,44286,18421
"Other Operating Expenses, Total",-38462,-35813,-,1
Operating Income,12863,44208,10645,37784
"Interest Income (Expense), Net Non-Operating",-,6002,-268,7795
Gain (Loss) on Sale of Assets,5809,3199,-371,-2517
"Other, Net",8544,-3056,-655,-1505
Net Income Before Taxes,-1490,44065,9351,41557
Provision for Income Taxes,14337,18099,13565,14578
Net Income After Taxes,-15827,25966,-4214,26979
Minority Interest,25420,24429,-2448,-1727
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-17695,23158,-6662,25252
Total Extraordinary Items,-,-,-,-
Net Income,-17695,23158,-6662,25252
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-17695,23158,-6662,25252
Dilution Adjustment,-,7,-,-11
Diluted Net Income,-17695,23151,-6662,25241
Diluted Weighted Average Shares,192.24,200.07,191.96,202.85
Diluted EPS Excluding Extraordinary Items,-92.05,115.72,-34.71,124.43
DPS - Common Stock Primary Issue,40,55,50,60
Diluted Normalized EPS,19.87,121.88,140.41,191.44
