Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,17130,14131,15845.2,13760.83
"Revenue 17130 14131.59 15845.2 13760.83  Other Revenue, Total - - - -","Revenue 17130 14131.59 15845.2 13760.83  Other Revenue, Total - - - -","Revenue 17130 14131.59 15845.2 13760.83  Other Revenue, Total - - - -","Revenue 17130 14131.59 15845.2 13760.83  Other Revenue, Total - - - -","Revenue 17130 14131.59 15845.2 13760.83  Other Revenue, Total - - - -"
Revenue,17130,14131.59,15845.2,13760.83
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11773,9052.3,10230.25,9005.89
Gross Profit,5357,5079.3,5614.95,4754.95
Total Operating Expenses,16339,13306.26,15203.95,13129.33
"Selling/General/Admin. Expenses, Total 4566 4237.88 4216.63 3735.39  Research & Development - - 197.81 215.08  Depreciation / Amortization 345 11.87 192.04 160.31  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - 4.21 367.22 12.66  Other Operating Expenses, Total -325 - - -","Selling/General/Admin. Expenses, Total 4566 4237.88 4216.63 3735.39  Research & Development - - 197.81 215.08  Depreciation / Amortization 345 11.87 192.04 160.31  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - 4.21 367.22 12.66  Other Operating Expenses, Total -325 - - -","Selling/General/Admin. Expenses, Total 4566 4237.88 4216.63 3735.39  Research & Development - - 197.81 215.08  Depreciation / Amortization 345 11.87 192.04 160.31  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - 4.21 367.22 12.66  Other Operating Expenses, Total -325 - - -","Selling/General/Admin. Expenses, Total 4566 4237.88 4216.63 3735.39  Research & Development - - 197.81 215.08  Depreciation / Amortization 345 11.87 192.04 160.31  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - 4.21 367.22 12.66  Other Operating Expenses, Total -325 - - -","Selling/General/Admin. Expenses, Total 4566 4237.88 4216.63 3735.39  Research & Development - - 197.81 215.08  Depreciation / Amortization 345 11.87 192.04 160.31  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - 4.21 367.22 12.66  Other Operating Expenses, Total -325 - - -"
"Selling/General/Admin. Expenses, Total",4566,4237.88,4216.63,3735.39
Research & Development,-,-,197.81,215.08
Depreciation / Amortization,345,11.87,192.04,160.31
Interest Expense (Income) - Net Operating,-20,-,-,-
Unusual Expense (Income),-,4.21,367.22,12.66
"Other Operating Expenses, Total",-325,-,-,-
Operating Income,791,825.33,641.26,631.5
"Interest Income (Expense), Net Non-Operating",-,82.44,104.22,99.97
Gain (Loss) on Sale of Assets,89,113.13,-,-
"Other, Net",-377,84.77,30.27,40.33
Net Income Before Taxes,1079,1105.68,775.74,771.79
Provision for Income Taxes,426,101.82,142.45,246.61
Net Income After Taxes,653,1003.86,633.3,525.18
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,653,1003.86,633.3,525.18
Total Extraordinary Items,-,-,-,-
Net Income,653,1003.86,633.3,525.18
Total Adjustments to Net Income,-,-0,-,-0
Income Available to Common Excluding Extraordinary Items,653,1003.86,633.3,525.18
Dilution Adjustment,-,-,-,-
Diluted Net Income,653,1003.86,633.3,525.18
Diluted Weighted Average Shares,3.72,3.86,4.02,4.18
Diluted EPS Excluding Extraordinary Items,175.36,260.37,157.69,125.61
DPS - Common Stock Primary Issue,-,55,55,55
Diluted Normalized EPS,166.66,234.72,232.34,127.67
