Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,97383,94451,118443,117551
"Revenue - 94451 118443 117551  Other Revenue, Total - - - -","Revenue - 94451 118443 117551  Other Revenue, Total - - - -","Revenue - 94451 118443 117551  Other Revenue, Total - - - -","Revenue - 94451 118443 117551  Other Revenue, Total - - - -","Revenue - 94451 118443 117551  Other Revenue, Total - - - -"
Revenue,-,94451,118443,117551
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",75420,70448,68156,69011
Gross Profit,-,24003,50287,48540
Total Operating Expenses,95796,90356,114740,114735
"Selling/General/Admin. Expenses, Total 20349 19885 46107 45620  Research & Development - 1207 - -  Depreciation / Amortization 4545 4404 28 17  Interest Expense (Income) - Net Operating -8 -4 - -  Unusual Expense (Income) - 14 448 86  Other Operating Expenses, Total -4510 -5584 1 1","Selling/General/Admin. Expenses, Total 20349 19885 46107 45620  Research & Development - 1207 - -  Depreciation / Amortization 4545 4404 28 17  Interest Expense (Income) - Net Operating -8 -4 - -  Unusual Expense (Income) - 14 448 86  Other Operating Expenses, Total -4510 -5584 1 1","Selling/General/Admin. Expenses, Total 20349 19885 46107 45620  Research & Development - 1207 - -  Depreciation / Amortization 4545 4404 28 17  Interest Expense (Income) - Net Operating -8 -4 - -  Unusual Expense (Income) - 14 448 86  Other Operating Expenses, Total -4510 -5584 1 1","Selling/General/Admin. Expenses, Total 20349 19885 46107 45620  Research & Development - 1207 - -  Depreciation / Amortization 4545 4404 28 17  Interest Expense (Income) - Net Operating -8 -4 - -  Unusual Expense (Income) - 14 448 86  Other Operating Expenses, Total -4510 -5584 1 1","Selling/General/Admin. Expenses, Total 20349 19885 46107 45620  Research & Development - 1207 - -  Depreciation / Amortization 4545 4404 28 17  Interest Expense (Income) - Net Operating -8 -4 - -  Unusual Expense (Income) - 14 448 86  Other Operating Expenses, Total -4510 -5584 1 1"
"Selling/General/Admin. Expenses, Total",20349,19885,46107,45620
Research & Development,-,1207,-,-
Depreciation / Amortization,4545,4404,28,17
Interest Expense (Income) - Net Operating,-8,-4,-,-
Unusual Expense (Income),-,14,448,86
"Other Operating Expenses, Total",-4510,-5584,1,1
Operating Income,1587,4095,3703,2816
"Interest Income (Expense), Net Non-Operating",-,488,436,-94
Gain (Loss) on Sale of Assets,53,-16,-17,-79
"Other, Net",-243,-609,255,90
Net Income Before Taxes,1777,4720,4377,2733
Provision for Income Taxes,681,1346,1210,858
Net Income After Taxes,-,3374,3167,1875
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,3374,3167,1875
Total Extraordinary Items,-,-,-,-
Net Income,-,3374,3167,1875
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-,3374,3167,1875
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,3374,3167,1875
Diluted Weighted Average Shares,-,24.02,24.02,24.02
Diluted EPS Excluding Extraordinary Items,-,140.44,131.83,78.05
DPS - Common Stock Primary Issue,26,25,24,22
Diluted Normalized EPS,47.79,123.44,150.54,87.46
