Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,149413,133581,113046,130524
"Revenue 149413 133581 113046 130524  Other Revenue, Total - - - -","Revenue 149413 133581 113046 130524  Other Revenue, Total - - - -","Revenue 149413 133581 113046 130524  Other Revenue, Total - - - -","Revenue 149413 133581 113046 130524  Other Revenue, Total - - - -","Revenue 149413 133581 113046 130524  Other Revenue, Total - - - -"
Revenue,149413,133581,113046,130524
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",137558,118478,102205,117051
Gross Profit,11855,15103,10841,13473
Total Operating Expenses,148363,128539,113281,128059
"Selling/General/Admin. Expenses, Total 8643 8292 7950 8826  Research & Development 1104 1127 1108 1247  Depreciation / Amortization 6349 5836 518 556  Interest Expense (Income) - Net Operating -363 -235 - -  Unusual Expense (Income) - 144 1499 378  Other Operating Expenses, Total -4928 -4959 1 1","Selling/General/Admin. Expenses, Total 8643 8292 7950 8826  Research & Development 1104 1127 1108 1247  Depreciation / Amortization 6349 5836 518 556  Interest Expense (Income) - Net Operating -363 -235 - -  Unusual Expense (Income) - 144 1499 378  Other Operating Expenses, Total -4928 -4959 1 1","Selling/General/Admin. Expenses, Total 8643 8292 7950 8826  Research & Development 1104 1127 1108 1247  Depreciation / Amortization 6349 5836 518 556  Interest Expense (Income) - Net Operating -363 -235 - -  Unusual Expense (Income) - 144 1499 378  Other Operating Expenses, Total -4928 -4959 1 1","Selling/General/Admin. Expenses, Total 8643 8292 7950 8826  Research & Development 1104 1127 1108 1247  Depreciation / Amortization 6349 5836 518 556  Interest Expense (Income) - Net Operating -363 -235 - -  Unusual Expense (Income) - 144 1499 378  Other Operating Expenses, Total -4928 -4959 1 1","Selling/General/Admin. Expenses, Total 8643 8292 7950 8826  Research & Development 1104 1127 1108 1247  Depreciation / Amortization 6349 5836 518 556  Interest Expense (Income) - Net Operating -363 -235 - -  Unusual Expense (Income) - 144 1499 378  Other Operating Expenses, Total -4928 -4959 1 1"
"Selling/General/Admin. Expenses, Total",8643,8292,7950,8826
Research & Development,1104,1127,1108,1247
Depreciation / Amortization,6349,5836,518,556
Interest Expense (Income) - Net Operating,-363,-235,-,-
Unusual Expense (Income),-,144,1499,378
"Other Operating Expenses, Total",-4928,-4959,1,1
Operating Income,1050,5042,-235,2465
"Interest Income (Expense), Net Non-Operating",-,689,-105,894
Gain (Loss) on Sale of Assets,-406,45,13,126
"Other, Net",3426,-900,378,262
Net Income Before Taxes,-1970,5897,51,3747
Provision for Income Taxes,2038,2258,1012,1969
Net Income After Taxes,-4008,3639,-961,1778
Minority Interest,1589,2228,-278,-341
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-3595,3600,-1239,1437
Total Extraordinary Items,-,-,-,-
Net Income,-3595,3600,-1239,1437
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,-3595,3600,-1239,1435
Dilution Adjustment,-,-,-,-
Diluted Net Income,-3595,3600,-1239,1435
Diluted Weighted Average Shares,6.53,6.98,7.22,7.39
Diluted EPS Excluding Extraordinary Items,-550.75,515.91,-171.54,194.18
DPS - Common Stock Primary Issue,-,160,-,90
Diluted Normalized EPS,262.81,531.46,-24.1,225.92
