Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,10084,9401.58,10032.38,10030.61
"Revenue 10084 9401.58 10032.38 10030.61  Other Revenue, Total - - - -","Revenue 10084 9401.58 10032.38 10030.61  Other Revenue, Total - - - -","Revenue 10084 9401.58 10032.38 10030.61  Other Revenue, Total - - - -","Revenue 10084 9401.58 10032.38 10030.61  Other Revenue, Total - - - -","Revenue 10084 9401.58 10032.38 10030.61  Other Revenue, Total - - - -"
Revenue,10084,9401.58,10032.38,10030.61
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7830,7067.02,7190.94,7855.82
Gross Profit,2254,2334.56,2841.44,2174.79
Total Operating Expenses,9396,8576.98,8699.3,9303.35
"Selling/General/Admin. Expenses, Total 1539 1456.12 1438.6 1397.1  Research & Development 26 26.97 26.72 -  Depreciation / Amortization 336 26.87 25.14 25.03  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 17.9 25.4  Other Operating Expenses, Total -335 - - -","Selling/General/Admin. Expenses, Total 1539 1456.12 1438.6 1397.1  Research & Development 26 26.97 26.72 -  Depreciation / Amortization 336 26.87 25.14 25.03  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 17.9 25.4  Other Operating Expenses, Total -335 - - -","Selling/General/Admin. Expenses, Total 1539 1456.12 1438.6 1397.1  Research & Development 26 26.97 26.72 -  Depreciation / Amortization 336 26.87 25.14 25.03  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 17.9 25.4  Other Operating Expenses, Total -335 - - -","Selling/General/Admin. Expenses, Total 1539 1456.12 1438.6 1397.1  Research & Development 26 26.97 26.72 -  Depreciation / Amortization 336 26.87 25.14 25.03  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 17.9 25.4  Other Operating Expenses, Total -335 - - -","Selling/General/Admin. Expenses, Total 1539 1456.12 1438.6 1397.1  Research & Development 26 26.97 26.72 -  Depreciation / Amortization 336 26.87 25.14 25.03  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 17.9 25.4  Other Operating Expenses, Total -335 - - -"
"Selling/General/Admin. Expenses, Total",1539,1456.12,1438.6,1397.1
Research & Development,26,26.97,26.72,-
Depreciation / Amortization,336,26.87,25.14,25.03
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,17.9,25.4
"Other Operating Expenses, Total",-335,-,-,-
Operating Income,688,824.6,1333.08,727.26
"Interest Income (Expense), Net Non-Operating",-,58.03,57.9,47.21
Gain (Loss) on Sale of Assets,95,-,-1.25,-
"Other, Net",-257,14.72,5.21,4.85
Net Income Before Taxes,850,897.35,1394.93,779.33
Provision for Income Taxes,259,280.53,422.37,246.14
Net Income After Taxes,591,616.82,972.57,533.19
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,591,616.82,972.57,533.19
Total Extraordinary Items,-,-,-,-
Net Income,591,616.82,972.57,533.19
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,591,616.82,972.57,533.19
Dilution Adjustment,-,-,-,-
Diluted Net Income,591,616.82,972.57,533.19
Diluted Weighted Average Shares,4.99,4.98,4.96,4.94
Diluted EPS Excluding Extraordinary Items,118.48,123.97,196.06,107.86
DPS - Common Stock Primary Issue,-,16,15,13
Diluted Normalized EPS,94.6,123.97,198.75,111.37
