Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Revenue,3206,2593,2241.3,3030.86
"Revenue 3206 2593.43 2241.3 3030.86  Other Revenue, Total - - - -","Revenue 3206 2593.43 2241.3 3030.86  Other Revenue, Total - - - -","Revenue 3206 2593.43 2241.3 3030.86  Other Revenue, Total - - - -","Revenue 3206 2593.43 2241.3 3030.86  Other Revenue, Total - - - -","Revenue 3206 2593.43 2241.3 3030.86  Other Revenue, Total - - - -"
Revenue,3206,2593.43,2241.3,3030.86
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",205,158.84,142.7,193.4
Gross Profit,3001,2434.59,2098.61,2837.46
Total Operating Expenses,2991,2502.43,2527.96,2692.54
"Selling/General/Admin. Expenses, Total 2786 2343.46 2380.03 2496.25  Research & Development - - - -  Depreciation / Amortization 78 - - -  Interest Expense (Income) - Net Operating -6 - - -  Unusual Expense (Income) - 0.13 5.23 2.9  Other Operating Expenses, Total -72 - - -","Selling/General/Admin. Expenses, Total 2786 2343.46 2380.03 2496.25  Research & Development - - - -  Depreciation / Amortization 78 - - -  Interest Expense (Income) - Net Operating -6 - - -  Unusual Expense (Income) - 0.13 5.23 2.9  Other Operating Expenses, Total -72 - - -","Selling/General/Admin. Expenses, Total 2786 2343.46 2380.03 2496.25  Research & Development - - - -  Depreciation / Amortization 78 - - -  Interest Expense (Income) - Net Operating -6 - - -  Unusual Expense (Income) - 0.13 5.23 2.9  Other Operating Expenses, Total -72 - - -","Selling/General/Admin. Expenses, Total 2786 2343.46 2380.03 2496.25  Research & Development - - - -  Depreciation / Amortization 78 - - -  Interest Expense (Income) - Net Operating -6 - - -  Unusual Expense (Income) - 0.13 5.23 2.9  Other Operating Expenses, Total -72 - - -","Selling/General/Admin. Expenses, Total 2786 2343.46 2380.03 2496.25  Research & Development - - - -  Depreciation / Amortization 78 - - -  Interest Expense (Income) - Net Operating -6 - - -  Unusual Expense (Income) - 0.13 5.23 2.9  Other Operating Expenses, Total -72 - - -"
"Selling/General/Admin. Expenses, Total",2786,2343.46,2380.03,2496.25
Research & Development,-,-,-,-
Depreciation / Amortization,78,-,-,-
Interest Expense (Income) - Net Operating,-6,-,-,-
Unusual Expense (Income),-,0.13,5.23,2.9
"Other Operating Expenses, Total",-72,-,-,-
Operating Income,215,91,-286.65,338.31
"Interest Income (Expense), Net Non-Operating",-,26.36,-4.55,-3.57
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-10,18.52,8.34,0.82
Net Income Before Taxes,225,135.88,-282.86,335.56
Provision for Income Taxes,86,45.24,-53.58,121.21
Net Income After Taxes,139,90.64,-229.28,214.36
Minority Interest,-9,-,7.44,-0.81
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,140,90.64,-221.83,213.55
Total Extraordinary Items,-,-,-,-
Net Income,140,90.64,-221.83,213.55
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,140,90.64,-221.83,213.55
Dilution Adjustment,-0.511,-,-,-
Diluted Net Income,140.51,90.64,-221.83,213.55
Diluted Weighted Average Shares,0.956,0.95,0.89,0.89
Diluted EPS Excluding Extraordinary Items,147.03,95.21,-249.54,241.24
DPS - Common Stock Primary Issue,47,30,-,72
Diluted Normalized EPS,148.2,95.29,-245.72,243.33
