Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,41894,39800,38812.09,46065.5
"Revenue 41894 39800 38812.09 46065.5  Other Revenue, Total - - - -","Revenue 41894 39800 38812.09 46065.5  Other Revenue, Total - - - -","Revenue 41894 39800 38812.09 46065.5  Other Revenue, Total - - - -","Revenue 41894 39800 38812.09 46065.5  Other Revenue, Total - - - -","Revenue 41894 39800 38812.09 46065.5  Other Revenue, Total - - - -"
Revenue,41894,39800,38812.09,46065.5
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",29307,28619,27815.48,32051.3
Gross Profit,12587,11181,10996.61,14014.2
Total Operating Expenses,39641,38118,37348.27,42420.91
"Selling/General/Admin. Expenses, Total 10334 9499 9410.16 10311.03  Research & Development - 97 - -  Depreciation / Amortization 5140 4784 - -  Interest Expense (Income) - Net Operating -231 -244 - -  Unusual Expense (Income) - 377 122.64 58.58  Other Operating Expenses, Total -4909 -4637 - -","Selling/General/Admin. Expenses, Total 10334 9499 9410.16 10311.03  Research & Development - 97 - -  Depreciation / Amortization 5140 4784 - -  Interest Expense (Income) - Net Operating -231 -244 - -  Unusual Expense (Income) - 377 122.64 58.58  Other Operating Expenses, Total -4909 -4637 - -","Selling/General/Admin. Expenses, Total 10334 9499 9410.16 10311.03  Research & Development - 97 - -  Depreciation / Amortization 5140 4784 - -  Interest Expense (Income) - Net Operating -231 -244 - -  Unusual Expense (Income) - 377 122.64 58.58  Other Operating Expenses, Total -4909 -4637 - -","Selling/General/Admin. Expenses, Total 10334 9499 9410.16 10311.03  Research & Development - 97 - -  Depreciation / Amortization 5140 4784 - -  Interest Expense (Income) - Net Operating -231 -244 - -  Unusual Expense (Income) - 377 122.64 58.58  Other Operating Expenses, Total -4909 -4637 - -","Selling/General/Admin. Expenses, Total 10334 9499 9410.16 10311.03  Research & Development - 97 - -  Depreciation / Amortization 5140 4784 - -  Interest Expense (Income) - Net Operating -231 -244 - -  Unusual Expense (Income) - 377 122.64 58.58  Other Operating Expenses, Total -4909 -4637 - -"
"Selling/General/Admin. Expenses, Total",10334,9499,9410.16,10311.03
Research & Development,-,97,-,-
Depreciation / Amortization,5140,4784,-,-
Interest Expense (Income) - Net Operating,-231,-244,-,-
Unusual Expense (Income),-,377,122.64,58.58
"Other Operating Expenses, Total",-4909,-4637,-,-
Operating Income,2253,1682,1463.82,3644.59
"Interest Income (Expense), Net Non-Operating",-,72,-170.32,-224.16
Gain (Loss) on Sale of Assets,-84,-90,97.35,235.91
"Other, Net",202,107,67.67,-15.62
Net Income Before Taxes,2135,1665,1458.52,3640.72
Provision for Income Taxes,706,678,580.49,1241.2
Net Income After Taxes,1429,987,878.03,2399.52
Minority Interest,194,179,-20.5,-28.58
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1415,965,857.53,2370.94
Total Extraordinary Items,-,-,-,-
Net Income,1415,965,857.53,2370.94
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1415,965,857.53,2370.94
Dilution Adjustment,-0.492,-,-,-
Diluted Net Income,1415.49,965,857.53,2370.94
Diluted Weighted Average Shares,48.23,48.01,47.93,46.23
Diluted EPS Excluding Extraordinary Items,29.35,20.1,17.89,51.28
DPS - Common Stock Primary Issue,14,14,14,12
Diluted Normalized EPS,30.77,23.01,19.33,49.92
