Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,49595,31901,30361.43,21049.22
"Revenue 49595 31901 30361.43 21049.22  Other Revenue, Total - - - -","Revenue 49595 31901 30361.43 21049.22  Other Revenue, Total - - - -","Revenue 49595 31901 30361.43 21049.22  Other Revenue, Total - - - -","Revenue 49595 31901 30361.43 21049.22  Other Revenue, Total - - - -","Revenue 49595 31901 30361.43 21049.22  Other Revenue, Total - - - -"
Revenue,49595,31901,30361.43,21049.22
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",39223,24245,23234.64,16029.95
Gross Profit,10372,7656,7126.79,5019.27
Total Operating Expenses,43045,27468,26416.97,19205.47
"Selling/General/Admin. Expenses, Total 3822 3016 2965.42 2918.96  Research & Development - 207 188.41 254.06  Depreciation / Amortization 191 172 - -  Interest Expense (Income) - Net Operating -57 -31 - -  Unusual Expense (Income) - 4.02 28.5 2.51  Other Operating Expenses, Total -134 -141 - -","Selling/General/Admin. Expenses, Total 3822 3016 2965.42 2918.96  Research & Development - 207 188.41 254.06  Depreciation / Amortization 191 172 - -  Interest Expense (Income) - Net Operating -57 -31 - -  Unusual Expense (Income) - 4.02 28.5 2.51  Other Operating Expenses, Total -134 -141 - -","Selling/General/Admin. Expenses, Total 3822 3016 2965.42 2918.96  Research & Development - 207 188.41 254.06  Depreciation / Amortization 191 172 - -  Interest Expense (Income) - Net Operating -57 -31 - -  Unusual Expense (Income) - 4.02 28.5 2.51  Other Operating Expenses, Total -134 -141 - -","Selling/General/Admin. Expenses, Total 3822 3016 2965.42 2918.96  Research & Development - 207 188.41 254.06  Depreciation / Amortization 191 172 - -  Interest Expense (Income) - Net Operating -57 -31 - -  Unusual Expense (Income) - 4.02 28.5 2.51  Other Operating Expenses, Total -134 -141 - -","Selling/General/Admin. Expenses, Total 3822 3016 2965.42 2918.96  Research & Development - 207 188.41 254.06  Depreciation / Amortization 191 172 - -  Interest Expense (Income) - Net Operating -57 -31 - -  Unusual Expense (Income) - 4.02 28.5 2.51  Other Operating Expenses, Total -134 -141 - -"
"Selling/General/Admin. Expenses, Total",3822,3016,2965.42,2918.96
Research & Development,-,207,188.41,254.06
Depreciation / Amortization,191,172,-,-
Interest Expense (Income) - Net Operating,-57,-31,-,-
Unusual Expense (Income),-,4.02,28.5,2.51
"Other Operating Expenses, Total",-134,-141,-,-
Operating Income,6550,4433,3944.46,1843.74
"Interest Income (Expense), Net Non-Operating",-,109.66,-15.95,-81.94
Gain (Loss) on Sale of Assets,1036,0.58,1.78,0.18
"Other, Net",-1935,-144,-320.91,27.28
Net Income Before Taxes,7449,4577,3609.39,1789.26
Provision for Income Taxes,1643,1286,991,515.88
Net Income After Taxes,5806,3291,2618.38,1273.38
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5806,3291,2618.38,1273.38
Total Extraordinary Items,-,-,-,-
Net Income,5806,3291,2618.38,1273.38
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,5806,3291,2618.38,1273.38
Dilution Adjustment,-0.339,0.128,-0.16,-0.22
Diluted Net Income,5806.34,3290.87,2618.38,1273.38
Diluted Weighted Average Shares,9.33,9.29,9.25,9.17
Diluted EPS Excluding Extraordinary Items,622.13,354.2,283.04,138.92
DPS - Common Stock Primary Issue,150,85,55,33
Diluted Normalized EPS,429.52,308.16,285.13,139.11
