Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Revenue,18202,19057.63,26703.71,23727.96
"Revenue 17075 19057.63 26703.71 23727.96  Other Revenue, Total 1127 - - -","Revenue 17075 19057.63 26703.71 23727.96  Other Revenue, Total 1127 - - -","Revenue 17075 19057.63 26703.71 23727.96  Other Revenue, Total 1127 - - -","Revenue 17075 19057.63 26703.71 23727.96  Other Revenue, Total 1127 - - -","Revenue 17075 19057.63 26703.71 23727.96  Other Revenue, Total 1127 - - -"
Revenue,17075,19057.63,26703.71,23727.96
"Other Revenue, Total",1127,-,-,-
"Cost of Revenue, Total",19505,15210.18,21889.91,18299.42
Gross Profit,-1303,3847.45,4813.8,5428.54
Total Operating Expenses,21435,17835.78,25351.39,21409.37
"Selling/General/Admin. Expenses, Total 1608 2599.24 3005.99 3109.94  Research & Development - - - -  Depreciation / Amortization 101 25.15 27.34 -  Interest Expense (Income) - Net Operating -634 - - -  Unusual Expense (Income) - 1.21 428.14 -  Other Operating Expenses, Total 855 - - -","Selling/General/Admin. Expenses, Total 1608 2599.24 3005.99 3109.94  Research & Development - - - -  Depreciation / Amortization 101 25.15 27.34 -  Interest Expense (Income) - Net Operating -634 - - -  Unusual Expense (Income) - 1.21 428.14 -  Other Operating Expenses, Total 855 - - -","Selling/General/Admin. Expenses, Total 1608 2599.24 3005.99 3109.94  Research & Development - - - -  Depreciation / Amortization 101 25.15 27.34 -  Interest Expense (Income) - Net Operating -634 - - -  Unusual Expense (Income) - 1.21 428.14 -  Other Operating Expenses, Total 855 - - -","Selling/General/Admin. Expenses, Total 1608 2599.24 3005.99 3109.94  Research & Development - - - -  Depreciation / Amortization 101 25.15 27.34 -  Interest Expense (Income) - Net Operating -634 - - -  Unusual Expense (Income) - 1.21 428.14 -  Other Operating Expenses, Total 855 - - -","Selling/General/Admin. Expenses, Total 1608 2599.24 3005.99 3109.94  Research & Development - - - -  Depreciation / Amortization 101 25.15 27.34 -  Interest Expense (Income) - Net Operating -634 - - -  Unusual Expense (Income) - 1.21 428.14 -  Other Operating Expenses, Total 855 - - -"
"Selling/General/Admin. Expenses, Total",1608,2599.24,3005.99,3109.94
Research & Development,-,-,-,-
Depreciation / Amortization,101,25.15,27.34,-
Interest Expense (Income) - Net Operating,-634,-,-,-
Unusual Expense (Income),-,1.21,428.14,-
"Other Operating Expenses, Total",855,-,-,-
Operating Income,-3233,1221.85,1352.32,2318.6
"Interest Income (Expense), Net Non-Operating",-,-855.75,-1096.76,-1051.93
Gain (Loss) on Sale of Assets,30,657.02,-,-
"Other, Net",883,-85.41,-59.36,-147.87
Net Income Before Taxes,-4146,937.72,196.2,1118.8
Provision for Income Taxes,542,328.07,95.72,424.16
Net Income After Taxes,-4688,609.65,100.48,694.64
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-4688,609.65,100.48,694.64
Total Extraordinary Items,-,-,-,-
Net Income,-4688,609.65,100.48,694.64
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,-4688,609.65,100.48,694.64
Dilution Adjustment,-,-,0.01,-
Diluted Net Income,-4688,609.65,100.48,694.64
Diluted Weighted Average Shares,3.19,3.17,3.11,2.79
Diluted EPS Excluding Extraordinary Items,-1470.03,192.32,32.35,249.32
DPS - Common Stock Primary Issue,-,7,6,5
Diluted Normalized EPS,-775.5,57.82,102.93,249.32
