Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,430740,419591,433572,418060
"Revenue 430740 419591 433572 418060  Other Revenue, Total - - - -","Revenue 430740 419591 433572 418060  Other Revenue, Total - - - -","Revenue 430740 419591 433572 418060  Other Revenue, Total - - - -","Revenue 430740 419591 433572 418060  Other Revenue, Total - - - -","Revenue 430740 419591 433572 418060  Other Revenue, Total - - - -"
Revenue,430740,419591,433572,418060
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",382986,367971,360167,351290
Gross Profit,47754,51620,73405,66770
Total Operating Expenses,421058,406624,412096,405375
"Selling/General/Admin. Expenses, Total 38072 38653 51929 50756  Research & Development - 335 381 376  Depreciation / Amortization 10958 10451 9923 -  Interest Expense (Income) - Net Operating -148 -120 -127 -  Unusual Expense (Income) - 141 716 2951  Other Operating Expenses, Total -10810 -10666 -10177 2","Selling/General/Admin. Expenses, Total 38072 38653 51929 50756  Research & Development - 335 381 376  Depreciation / Amortization 10958 10451 9923 -  Interest Expense (Income) - Net Operating -148 -120 -127 -  Unusual Expense (Income) - 141 716 2951  Other Operating Expenses, Total -10810 -10666 -10177 2","Selling/General/Admin. Expenses, Total 38072 38653 51929 50756  Research & Development - 335 381 376  Depreciation / Amortization 10958 10451 9923 -  Interest Expense (Income) - Net Operating -148 -120 -127 -  Unusual Expense (Income) - 141 716 2951  Other Operating Expenses, Total -10810 -10666 -10177 2","Selling/General/Admin. Expenses, Total 38072 38653 51929 50756  Research & Development - 335 381 376  Depreciation / Amortization 10958 10451 9923 -  Interest Expense (Income) - Net Operating -148 -120 -127 -  Unusual Expense (Income) - 141 716 2951  Other Operating Expenses, Total -10810 -10666 -10177 2","Selling/General/Admin. Expenses, Total 38072 38653 51929 50756  Research & Development - 335 381 376  Depreciation / Amortization 10958 10451 9923 -  Interest Expense (Income) - Net Operating -148 -120 -127 -  Unusual Expense (Income) - 141 716 2951  Other Operating Expenses, Total -10810 -10666 -10177 2"
"Selling/General/Admin. Expenses, Total",38072,38653,51929,50756
Research & Development,-,335,381,376
Depreciation / Amortization,10958,10451,9923,-
Interest Expense (Income) - Net Operating,-148,-120,-127,-
Unusual Expense (Income),-,141,716,2951
"Other Operating Expenses, Total",-10810,-10666,-10177,2
Operating Income,9682,12967,21476,12685
"Interest Income (Expense), Net Non-Operating",-,394,367,-257
Gain (Loss) on Sale of Assets,-124,115,-105,2240
"Other, Net",3907,-2252,-334,670
Net Income Before Taxes,5899,15104,21915,15338
Provision for Income Taxes,2056,4234,6187,5461
Net Income After Taxes,3843,10870,15728,9877
Minority Interest,10024,10706,11128,-1054
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4505,9718,14165,8823
Total Extraordinary Items,-,-,-,-
Net Income,4505,9718,14165,8823
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,4505,9718,14165,8823
Dilution Adjustment,-,-,-,-
Diluted Net Income,4505,9718,14165,8823
Diluted Weighted Average Shares,50.25,50.25,50.25,50.25
Diluted EPS Excluding Extraordinary Items,89.65,193.4,281.9,175.58
DPS - Common Stock Primary Issue,65,65,65,60
Diluted Normalized EPS,145.44,163.68,248.88,186.88
