Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,4463,4190,3589,4300.66
"Revenue 4463 4190 3589 4300.66  Other Revenue, Total - - - -","Revenue 4463 4190 3589 4300.66  Other Revenue, Total - - - -","Revenue 4463 4190 3589 4300.66  Other Revenue, Total - - - -","Revenue 4463 4190 3589 4300.66  Other Revenue, Total - - - -","Revenue 4463 4190 3589 4300.66  Other Revenue, Total - - - -"
Revenue,4463,4190,3589,4300.66
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2698,2475,2054,2553.02
Gross Profit,1765,1715,1535,1747.64
Total Operating Expenses,4132,3933,3344,3846.33
"Selling/General/Admin. Expenses, Total 1240 1232 1046 1074.05  Research & Development 194 226 244 191.5  Depreciation / Amortization 205 208 261 -  Interest Expense (Income) - Net Operating -4 -4 -5 -  Unusual Expense (Income) - -17.32 -0 27.76  Other Operating Expenses, Total -201 -204 -256 -","Selling/General/Admin. Expenses, Total 1240 1232 1046 1074.05  Research & Development 194 226 244 191.5  Depreciation / Amortization 205 208 261 -  Interest Expense (Income) - Net Operating -4 -4 -5 -  Unusual Expense (Income) - -17.32 -0 27.76  Other Operating Expenses, Total -201 -204 -256 -","Selling/General/Admin. Expenses, Total 1240 1232 1046 1074.05  Research & Development 194 226 244 191.5  Depreciation / Amortization 205 208 261 -  Interest Expense (Income) - Net Operating -4 -4 -5 -  Unusual Expense (Income) - -17.32 -0 27.76  Other Operating Expenses, Total -201 -204 -256 -","Selling/General/Admin. Expenses, Total 1240 1232 1046 1074.05  Research & Development 194 226 244 191.5  Depreciation / Amortization 205 208 261 -  Interest Expense (Income) - Net Operating -4 -4 -5 -  Unusual Expense (Income) - -17.32 -0 27.76  Other Operating Expenses, Total -201 -204 -256 -","Selling/General/Admin. Expenses, Total 1240 1232 1046 1074.05  Research & Development 194 226 244 191.5  Depreciation / Amortization 205 208 261 -  Interest Expense (Income) - Net Operating -4 -4 -5 -  Unusual Expense (Income) - -17.32 -0 27.76  Other Operating Expenses, Total -201 -204 -256 -"
"Selling/General/Admin. Expenses, Total",1240,1232,1046,1074.05
Research & Development,194,226,244,191.5
Depreciation / Amortization,205,208,261,-
Interest Expense (Income) - Net Operating,-4,-4,-5,-
Unusual Expense (Income),-,-17.32,-0,27.76
"Other Operating Expenses, Total",-201,-204,-256,-
Operating Income,331,257,245,454.33
"Interest Income (Expense), Net Non-Operating",-,-4.12,12.03,-0.57
Gain (Loss) on Sale of Assets,-,17,16,-
"Other, Net",2,-30,-28,16.08
Net Income Before Taxes,329,270,257,469.84
Provision for Income Taxes,91,67,76,136.8
Net Income After Taxes,238,203,181,333.05
Minority Interest,117,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,240,203,181,333.05
Total Extraordinary Items,-,-,-,-
Net Income,240,203,181,333.05
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,240,203,181,333.05
Dilution Adjustment,-,-,-,-
Diluted Net Income,240,203,181,333.05
Diluted Weighted Average Shares,5.44,5.53,5.54,5.54
Diluted EPS Excluding Extraordinary Items,44.13,36.68,32.66,60.09
DPS - Common Stock Primary Issue,15,13,13,16
Diluted Normalized EPS,38.18,28.57,27.18,63.65
