Period Ending:,202320/05,202220/05,202120/05,202020/05
Total Revenue,446713,428517,422151,400376
"Revenue - 428517 422151 400376  Other Revenue, Total - - - -","Revenue - 428517 422151 400376  Other Revenue, Total - - - -","Revenue - 428517 422151 400376  Other Revenue, Total - - - -","Revenue - 428517 422151 400376  Other Revenue, Total - - - -","Revenue - 428517 422151 400376  Other Revenue, Total - - - -"
Revenue,-,428517,422151,400376
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,323444,317769,304692
Gross Profit,-,105073,104382,95684
Total Operating Expenses,-,414207,410774,391750
"Selling/General/Admin. Expenses, Total - 90763 90455 86862  Research & Development - - - -  Depreciation / Amortization - 6446 - -  Interest Expense (Income) - Net Operating - -226 - -  Unusual Expense (Income) - - 2546 195  Other Operating Expenses, Total - -6220 4 1","Selling/General/Admin. Expenses, Total - 90763 90455 86862  Research & Development - - - -  Depreciation / Amortization - 6446 - -  Interest Expense (Income) - Net Operating - -226 - -  Unusual Expense (Income) - - 2546 195  Other Operating Expenses, Total - -6220 4 1","Selling/General/Admin. Expenses, Total - 90763 90455 86862  Research & Development - - - -  Depreciation / Amortization - 6446 - -  Interest Expense (Income) - Net Operating - -226 - -  Unusual Expense (Income) - - 2546 195  Other Operating Expenses, Total - -6220 4 1","Selling/General/Admin. Expenses, Total - 90763 90455 86862  Research & Development - - - -  Depreciation / Amortization - 6446 - -  Interest Expense (Income) - Net Operating - -226 - -  Unusual Expense (Income) - - 2546 195  Other Operating Expenses, Total - -6220 4 1","Selling/General/Admin. Expenses, Total - 90763 90455 86862  Research & Development - - - -  Depreciation / Amortization - 6446 - -  Interest Expense (Income) - Net Operating - -226 - -  Unusual Expense (Income) - - 2546 195  Other Operating Expenses, Total - -6220 4 1"
"Selling/General/Admin. Expenses, Total",-,90763,90455,86862
Research & Development,-,-,-,-
Depreciation / Amortization,-,6446,-,-
Interest Expense (Income) - Net Operating,-,-226,-,-
Unusual Expense (Income),-,-,2546,195
"Other Operating Expenses, Total",-,-6220,4,1
Operating Income,-,14310,11377,8626
"Interest Income (Expense), Net Non-Operating",-,-,-188,-221
Gain (Loss) on Sale of Assets,-,-46,-28,-11
"Other, Net",-,486,116,66
Net Income Before Taxes,-,13870,11277,8460
Provision for Income Taxes,-,4575,3520,2750
Net Income After Taxes,-,9295,7757,5710
Minority Interest,-,514,1,-56
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,9206,7758,5654
Total Extraordinary Items,-,-,-,-
Net Income,-,9206,7758,5654
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,-,9206,7758,5652
Dilution Adjustment,-,5,-10,-22
Diluted Net Income,-,9201,7748,5630
Diluted Weighted Average Shares,-,101.36,102.37,102.1
Diluted EPS Excluding Extraordinary Items,-,90.78,75.69,55.14
DPS - Common Stock Primary Issue,-,31,24.5,19
Diluted Normalized EPS,-,87.11,96.07,60.02
