Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1662,1590,1833.73,2735.33
"Revenue 1662 1590 1833.73 2735.33  Other Revenue, Total - - - -","Revenue 1662 1590 1833.73 2735.33  Other Revenue, Total - - - -","Revenue 1662 1590 1833.73 2735.33  Other Revenue, Total - - - -","Revenue 1662 1590 1833.73 2735.33  Other Revenue, Total - - - -","Revenue 1662 1590 1833.73 2735.33  Other Revenue, Total - - - -"
Revenue,1662,1590,1833.73,2735.33
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1286,960,1341.24,1924.4
Gross Profit,376,630,492.49,810.93
Total Operating Expenses,1915,1467,2244.77,2788.73
"Selling/General/Admin. Expenses, Total 629 503 665.34 775.39  Research & Development - 4 13.94 25.04  Depreciation / Amortization 127 111 - -  Interest Expense (Income) - Net Operating -5 -5 - -  Unusual Expense (Income) - 6.69 224.25 63.9  Other Operating Expenses, Total -122 -106 -0 -","Selling/General/Admin. Expenses, Total 629 503 665.34 775.39  Research & Development - 4 13.94 25.04  Depreciation / Amortization 127 111 - -  Interest Expense (Income) - Net Operating -5 -5 - -  Unusual Expense (Income) - 6.69 224.25 63.9  Other Operating Expenses, Total -122 -106 -0 -","Selling/General/Admin. Expenses, Total 629 503 665.34 775.39  Research & Development - 4 13.94 25.04  Depreciation / Amortization 127 111 - -  Interest Expense (Income) - Net Operating -5 -5 - -  Unusual Expense (Income) - 6.69 224.25 63.9  Other Operating Expenses, Total -122 -106 -0 -","Selling/General/Admin. Expenses, Total 629 503 665.34 775.39  Research & Development - 4 13.94 25.04  Depreciation / Amortization 127 111 - -  Interest Expense (Income) - Net Operating -5 -5 - -  Unusual Expense (Income) - 6.69 224.25 63.9  Other Operating Expenses, Total -122 -106 -0 -","Selling/General/Admin. Expenses, Total 629 503 665.34 775.39  Research & Development - 4 13.94 25.04  Depreciation / Amortization 127 111 - -  Interest Expense (Income) - Net Operating -5 -5 - -  Unusual Expense (Income) - 6.69 224.25 63.9  Other Operating Expenses, Total -122 -106 -0 -"
"Selling/General/Admin. Expenses, Total",629,503,665.34,775.39
Research & Development,-,4,13.94,25.04
Depreciation / Amortization,127,111,-,-
Interest Expense (Income) - Net Operating,-5,-5,-,-
Unusual Expense (Income),-,6.69,224.25,63.9
"Other Operating Expenses, Total",-122,-106,-0,-
Operating Income,-253,123,-411.03,-53.39
"Interest Income (Expense), Net Non-Operating",-,8.97,11.63,56.64
Gain (Loss) on Sale of Assets,-30,16,-,0.06
"Other, Net",442,-25,11.96,3.06
Net Income Before Taxes,-665,132,-387.45,6.37
Provision for Income Taxes,9,1,11.26,44.51
Net Income After Taxes,-674,131,-398.7,-38.14
Minority Interest,181,193,6.85,-11.07
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-663,133,-391.85,-49.22
Total Extraordinary Items,-,-,-,-
Net Income,-663,133,-391.85,-49.22
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-663,133,-391.85,-49.22
Dilution Adjustment,-,-,-,-
Diluted Net Income,-663,133,-391.85,-49.22
Diluted Weighted Average Shares,9.36,9.36,9.36,9.36
Diluted EPS Excluding Extraordinary Items,-70.85,14.21,-41.87,-5.26
DPS - Common Stock Primary Issue,3,4,-,3
Diluted Normalized EPS,-14.52,8.3,-24.63,2.83
