Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,194416,192326,194309,213581
"Revenue 194416 192326 194309 213581  Other Revenue, Total - - - -","Revenue 194416 192326 194309 213581  Other Revenue, Total - - - -","Revenue 194416 192326 194309 213581  Other Revenue, Total - - - -","Revenue 194416 192326 194309 213581  Other Revenue, Total - - - -","Revenue 194416 192326 194309 213581  Other Revenue, Total - - - -"
Revenue,194416,192326,194309,213581
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",160908,160214,162994,181097
Gross Profit,33508,32112,31315,32484
Total Operating Expenses,189430,187884,190976,211927
"Selling/General/Admin. Expenses, Total 28114 27194 27471 29195  Research & Development - - - -  Depreciation / Amortization 4654 5178 4812 567  Interest Expense (Income) - Net Operating -145 -86 -98 -  Unusual Expense (Income) - 74 1857 1067  Other Operating Expenses, Total -4101 -4616 -4203 1","Selling/General/Admin. Expenses, Total 28114 27194 27471 29195  Research & Development - - - -  Depreciation / Amortization 4654 5178 4812 567  Interest Expense (Income) - Net Operating -145 -86 -98 -  Unusual Expense (Income) - 74 1857 1067  Other Operating Expenses, Total -4101 -4616 -4203 1","Selling/General/Admin. Expenses, Total 28114 27194 27471 29195  Research & Development - - - -  Depreciation / Amortization 4654 5178 4812 567  Interest Expense (Income) - Net Operating -145 -86 -98 -  Unusual Expense (Income) - 74 1857 1067  Other Operating Expenses, Total -4101 -4616 -4203 1","Selling/General/Admin. Expenses, Total 28114 27194 27471 29195  Research & Development - - - -  Depreciation / Amortization 4654 5178 4812 567  Interest Expense (Income) - Net Operating -145 -86 -98 -  Unusual Expense (Income) - 74 1857 1067  Other Operating Expenses, Total -4101 -4616 -4203 1","Selling/General/Admin. Expenses, Total 28114 27194 27471 29195  Research & Development - - - -  Depreciation / Amortization 4654 5178 4812 567  Interest Expense (Income) - Net Operating -145 -86 -98 -  Unusual Expense (Income) - 74 1857 1067  Other Operating Expenses, Total -4101 -4616 -4203 1"
"Selling/General/Admin. Expenses, Total",28114,27194,27471,29195
Research & Development,-,-,-,-
Depreciation / Amortization,4654,5178,4812,567
Interest Expense (Income) - Net Operating,-145,-86,-98,-
Unusual Expense (Income),-,74,1857,1067
"Other Operating Expenses, Total",-4101,-4616,-4203,1
Operating Income,4986,4442,3333,1654
"Interest Income (Expense), Net Non-Operating",-,69,341,220
Gain (Loss) on Sale of Assets,-54,-54,6,-52
"Other, Net",851,-234,1327,69
Net Income Before Taxes,4189,4730,2000,1891
Provision for Income Taxes,1251,1329,1241,808
Net Income After Taxes,2938,3401,759,1083
Minority Interest,1031,336,208,-72
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2810,3264,682,1011
Total Extraordinary Items,-,-,-,-
Net Income,2810,3264,682,1011
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,2810,3264,682,1010
Dilution Adjustment,-,-,-,-
Diluted Net Income,2810,3264,682,1010
Diluted Weighted Average Shares,17.46,17.46,17.49,17.55
Diluted EPS Excluding Extraordinary Items,160.9,186.95,39,57.54
DPS - Common Stock Primary Issue,65,50,40,40
Diluted Normalized EPS,160.19,174.26,130.12,94.06
