Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,301500,241896,204714,236355
"Revenue 301500 241896 204714 236355  Other Revenue, Total - - - -","Revenue 301500 241896 204714 236355  Other Revenue, Total - - - -","Revenue 301500 241896 204714 236355  Other Revenue, Total - - - -","Revenue 301500 241896 204714 236355  Other Revenue, Total - - - -","Revenue 301500 241896 204714 236355  Other Revenue, Total - - - -"
Revenue,301500,241896,204714,236355
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",266049,209861,175035,203665
Gross Profit,35451,32035,29679,32690
Total Operating Expenses,293972,233482,195943,246105
"Selling/General/Admin. Expenses, Total 27923 21565 20133 22519  Research & Development - 5439 - -  Depreciation / Amortization 18630 - 2038 2886  Interest Expense (Income) - Net Operating -1377 -648 - -  Unusual Expense (Income) - 860 -1264 17035  Other Operating Expenses, Total -21521 -19421 1 -","Selling/General/Admin. Expenses, Total 27923 21565 20133 22519  Research & Development - 5439 - -  Depreciation / Amortization 18630 - 2038 2886  Interest Expense (Income) - Net Operating -1377 -648 - -  Unusual Expense (Income) - 860 -1264 17035  Other Operating Expenses, Total -21521 -19421 1 -","Selling/General/Admin. Expenses, Total 27923 21565 20133 22519  Research & Development - 5439 - -  Depreciation / Amortization 18630 - 2038 2886  Interest Expense (Income) - Net Operating -1377 -648 - -  Unusual Expense (Income) - 860 -1264 17035  Other Operating Expenses, Total -21521 -19421 1 -","Selling/General/Admin. Expenses, Total 27923 21565 20133 22519  Research & Development - 5439 - -  Depreciation / Amortization 18630 - 2038 2886  Interest Expense (Income) - Net Operating -1377 -648 - -  Unusual Expense (Income) - 860 -1264 17035  Other Operating Expenses, Total -21521 -19421 1 -","Selling/General/Admin. Expenses, Total 27923 21565 20133 22519  Research & Development - 5439 - -  Depreciation / Amortization 18630 - 2038 2886  Interest Expense (Income) - Net Operating -1377 -648 - -  Unusual Expense (Income) - 860 -1264 17035  Other Operating Expenses, Total -21521 -19421 1 -"
"Selling/General/Admin. Expenses, Total",27923,21565,20133,22519
Research & Development,-,5439,-,-
Depreciation / Amortization,18630,-,2038,2886
Interest Expense (Income) - Net Operating,-1377,-648,-,-
Unusual Expense (Income),-,860,-1264,17035
"Other Operating Expenses, Total",-21521,-19421,1,-
Operating Income,7528,8414,8771,-9750
"Interest Income (Expense), Net Non-Operating",-,916,335,-351
Gain (Loss) on Sale of Assets,-522,-350,123,60
"Other, Net",1055,52,515,180
Net Income Before Taxes,6995,8712,9744,-9861
Provision for Income Taxes,4582,3136,2433,818
Net Income After Taxes,2413,5576,7311,-10679
Minority Interest,11697,11681,67,3776
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2436,5429,7378,-6903
Total Extraordinary Items,-,-,-,-
Net Income,2436,5429,7378,-6903
Total Adjustments to Net Income,-,-,-,1
Income Available to Common Excluding Extraordinary Items,2436,5429,7378,-6902
Dilution Adjustment,-,-,-,-
Diluted Net Income,2436,5429,7378,-6902
Diluted Weighted Average Shares,65.29,65.26,65.22,65.15
Diluted EPS Excluding Extraordinary Items,37.31,83.2,113.13,-105.94
DPS - Common Stock Primary Issue,30,45,35,31.5
Diluted Normalized EPS,66.44,89.14,101.44,76.93
