Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3195537,2514291,1908150,2079936
"Revenue 3195537 2514291 1908150 2079936  Other Revenue, Total - - - -","Revenue 3195537 2514291 1908150 2079936  Other Revenue, Total - - - -","Revenue 3195537 2514291 1908150 2079936  Other Revenue, Total - - - -","Revenue 3195537 2514291 1908150 2079936  Other Revenue, Total - - - -","Revenue 3195537 2514291 1908150 2079936  Other Revenue, Total - - - -"
Revenue,3195537,2514291,1908150,2079936
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2620031,2056104,1605111,1730354
Gross Profit,575506,458187,303039,349582
Total Operating Expenses,2941985,2332716,1830575,1945068
"Selling/General/Admin. Expenses, Total 231703 249555 195090 197031  Research & Development - 104700 - -  Depreciation / Amortization 107255 21434 12215 11968  Interest Expense (Income) - Net Operating -2227 -2130 - -  Unusual Expense (Income) - 5622 18157 5714  Other Operating Expenses, Total -14777 -175217 2 1","Selling/General/Admin. Expenses, Total 231703 249555 195090 197031  Research & Development - 104700 - -  Depreciation / Amortization 107255 21434 12215 11968  Interest Expense (Income) - Net Operating -2227 -2130 - -  Unusual Expense (Income) - 5622 18157 5714  Other Operating Expenses, Total -14777 -175217 2 1","Selling/General/Admin. Expenses, Total 231703 249555 195090 197031  Research & Development - 104700 - -  Depreciation / Amortization 107255 21434 12215 11968  Interest Expense (Income) - Net Operating -2227 -2130 - -  Unusual Expense (Income) - 5622 18157 5714  Other Operating Expenses, Total -14777 -175217 2 1","Selling/General/Admin. Expenses, Total 231703 249555 195090 197031  Research & Development - 104700 - -  Depreciation / Amortization 107255 21434 12215 11968  Interest Expense (Income) - Net Operating -2227 -2130 - -  Unusual Expense (Income) - 5622 18157 5714  Other Operating Expenses, Total -14777 -175217 2 1","Selling/General/Admin. Expenses, Total 231703 249555 195090 197031  Research & Development - 104700 - -  Depreciation / Amortization 107255 21434 12215 11968  Interest Expense (Income) - Net Operating -2227 -2130 - -  Unusual Expense (Income) - 5622 18157 5714  Other Operating Expenses, Total -14777 -175217 2 1"
"Selling/General/Admin. Expenses, Total",231703,249555,195090,197031
Research & Development,-,104700,-,-
Depreciation / Amortization,107255,21434,12215,11968
Interest Expense (Income) - Net Operating,-2227,-2130,-,-
Unusual Expense (Income),-,5622,18157,5714
"Other Operating Expenses, Total",-14777,-175217,2,1
Operating Income,253552,181575,77575,134868
"Interest Income (Expense), Net Non-Operating",-,24716,10086,13055
Gain (Loss) on Sale of Assets,1897,-1444,-795,-1698
"Other, Net",-18184,-566,-37,-2714
Net Income Before Taxes,269839,204281,86829,143511
Provision for Income Taxes,73240,47562,34292,41022
Net Income After Taxes,196599,156719,52537,102489
Minority Interest,201725,200324,-9828,-21256
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,151743,126193,42709,81233
Total Extraordinary Items,-,-,-,-
Net Income,151743,126193,42709,81233
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,151743,126193,42708,81232
Dilution Adjustment,-,-,-,-
Diluted Net Income,151743,126193,42708,81232
Diluted Weighted Average Shares,775.18,774.81,737.54,737.53
Diluted EPS Excluding Extraordinary Items,195.75,162.87,57.91,110.14
DPS - Common Stock Primary Issue,79,66,30,38
Diluted Normalized EPS,159.75,175.46,76.45,120.66
