Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,169830,157782,167538,159145
"Revenue 169830 157782 167538 159145  Other Revenue, Total - - - -","Revenue 169830 157782 167538 159145  Other Revenue, Total - - - -","Revenue 169830 157782 167538 159145  Other Revenue, Total - - - -","Revenue 169830 157782 167538 159145  Other Revenue, Total - - - -","Revenue 169830 157782 167538 159145  Other Revenue, Total - - - -"
Revenue,169830,157782,167538,159145
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",18818,22453,37854,24012
Gross Profit,151012,135329,129684,135133
Total Operating Expenses,157487,149643,177220,148819
"Selling/General/Admin. Expenses, Total 126529 116589 104664 112807  Research & Development - - 197 234  Depreciation / Amortization 9264 10047 10116 10439  Interest Expense (Income) - Net Operating -276 - - -  Unusual Expense (Income) - 554 24389 1326  Other Operating Expenses, Total 3152 - - 1","Selling/General/Admin. Expenses, Total 126529 116589 104664 112807  Research & Development - - 197 234  Depreciation / Amortization 9264 10047 10116 10439  Interest Expense (Income) - Net Operating -276 - - -  Unusual Expense (Income) - 554 24389 1326  Other Operating Expenses, Total 3152 - - 1","Selling/General/Admin. Expenses, Total 126529 116589 104664 112807  Research & Development - - 197 234  Depreciation / Amortization 9264 10047 10116 10439  Interest Expense (Income) - Net Operating -276 - - -  Unusual Expense (Income) - 554 24389 1326  Other Operating Expenses, Total 3152 - - 1","Selling/General/Admin. Expenses, Total 126529 116589 104664 112807  Research & Development - - 197 234  Depreciation / Amortization 9264 10047 10116 10439  Interest Expense (Income) - Net Operating -276 - - -  Unusual Expense (Income) - 554 24389 1326  Other Operating Expenses, Total 3152 - - 1","Selling/General/Admin. Expenses, Total 126529 116589 104664 112807  Research & Development - - 197 234  Depreciation / Amortization 9264 10047 10116 10439  Interest Expense (Income) - Net Operating -276 - - -  Unusual Expense (Income) - 554 24389 1326  Other Operating Expenses, Total 3152 - - 1"
"Selling/General/Admin. Expenses, Total",126529,116589,104664,112807
Research & Development,-,-,197,234
Depreciation / Amortization,9264,10047,10116,10439
Interest Expense (Income) - Net Operating,-276,-,-,-
Unusual Expense (Income),-,554,24389,1326
"Other Operating Expenses, Total",3152,-,-,1
Operating Income,12343,8139,-9682,10326
"Interest Income (Expense), Net Non-Operating",-,684,429,752
Gain (Loss) on Sale of Assets,9473,212,-1,-
"Other, Net",-19697,1745,2301,75
Net Income Before Taxes,22567,10780,-6953,11153
Provision for Income Taxes,5381,4816,3209,3763
Net Income After Taxes,17186,5964,-10162,7390
Minority Interest,-,-188,-50,-254
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,16906,5776,-10212,7136
Total Extraordinary Items,-,-,-,-
Net Income,16906,5776,-10212,7136
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,16906,5775,-10213,7135
Dilution Adjustment,-,-,-,-29
Diluted Net Income,16906,5775,-10213,7106
Diluted Weighted Average Shares,106.34,106.44,107.07,115.93
Diluted EPS Excluding Extraordinary Items,158.97,54.26,-95.39,61.29
DPS - Common Stock Primary Issue,45,30,30,40
Diluted Normalized EPS,75.22,61.6,58.23,73.96
