Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,20687,19737,19714.28,22505.78
"Revenue 20687 19737 19714.28 22505.78  Other Revenue, Total - - - -","Revenue 20687 19737 19714.28 22505.78  Other Revenue, Total - - - -","Revenue 20687 19737 19714.28 22505.78  Other Revenue, Total - - - -","Revenue 20687 19737 19714.28 22505.78  Other Revenue, Total - - - -","Revenue 20687 19737 19714.28 22505.78  Other Revenue, Total - - - -"
Revenue,20687,19737,19714.28,22505.78
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",15651,15085,14929.57,16818.83
Gross Profit,-,4652,4784.7,5686.96
Total Operating Expenses,19822,19047,19037.24,21199.02
"Selling/General/Admin. Expenses, Total 4171 3889 4061.7 4288.03  Research & Development - 203 - -  Depreciation / Amortization 360 373 105.21 122.16  Interest Expense (Income) - Net Operating -60 -64 - -  Unusual Expense (Income) - - -59.24 -30  Other Operating Expenses, Total -442 -439 - -","Selling/General/Admin. Expenses, Total 4171 3889 4061.7 4288.03  Research & Development - 203 - -  Depreciation / Amortization 360 373 105.21 122.16  Interest Expense (Income) - Net Operating -60 -64 - -  Unusual Expense (Income) - - -59.24 -30  Other Operating Expenses, Total -442 -439 - -","Selling/General/Admin. Expenses, Total 4171 3889 4061.7 4288.03  Research & Development - 203 - -  Depreciation / Amortization 360 373 105.21 122.16  Interest Expense (Income) - Net Operating -60 -64 - -  Unusual Expense (Income) - - -59.24 -30  Other Operating Expenses, Total -442 -439 - -","Selling/General/Admin. Expenses, Total 4171 3889 4061.7 4288.03  Research & Development - 203 - -  Depreciation / Amortization 360 373 105.21 122.16  Interest Expense (Income) - Net Operating -60 -64 - -  Unusual Expense (Income) - - -59.24 -30  Other Operating Expenses, Total -442 -439 - -","Selling/General/Admin. Expenses, Total 4171 3889 4061.7 4288.03  Research & Development - 203 - -  Depreciation / Amortization 360 373 105.21 122.16  Interest Expense (Income) - Net Operating -60 -64 - -  Unusual Expense (Income) - - -59.24 -30  Other Operating Expenses, Total -442 -439 - -"
"Selling/General/Admin. Expenses, Total",4171,3889,4061.7,4288.03
Research & Development,-,203,-,-
Depreciation / Amortization,360,373,105.21,122.16
Interest Expense (Income) - Net Operating,-60,-64,-,-
Unusual Expense (Income),-,-,-59.24,-30
"Other Operating Expenses, Total",-442,-439,-,-
Operating Income,865,690,677.03,1306.76
"Interest Income (Expense), Net Non-Operating",-,-46,-48.21,-47.82
Gain (Loss) on Sale of Assets,5,-,-,-
"Other, Net",47,41,8.2,-13.04
Net Income Before Taxes,813,649,637.02,1245.91
Provision for Income Taxes,254,237,216.13,457.81
Net Income After Taxes,559,412,420.88,788.09
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,412,420.88,788.09
Total Extraordinary Items,-,-,-,-
Net Income,559,412,420.88,788.09
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,559,412,420.88,788.09
Dilution Adjustment,-,-,-,-
Diluted Net Income,559,412,420.88,788.09
Diluted Weighted Average Shares,6.34,6.34,6.34,6.34
Diluted EPS Excluding Extraordinary Items,88.24,65.03,66.42,124.36
DPS - Common Stock Primary Issue,-,15,15,28
Diluted Normalized EPS,79.72,64.02,60.25,121.37
