Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,290416,233601,214544,213591
"Revenue 290416 233601 214544 213591  Other Revenue, Total - - - -","Revenue 290416 233601 214544 213591  Other Revenue, Total - - - -","Revenue 290416 233601 214544 213591  Other Revenue, Total - - - -","Revenue 290416 233601 214544 213591  Other Revenue, Total - - - -","Revenue 290416 233601 214544 213591  Other Revenue, Total - - - -"
Revenue,290416,233601,214544,213591
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",266574,212055,189440,184745
Gross Profit,23842,21546,25104,28846
Total Operating Expenses,283085,226755,203740,200539
"Selling/General/Admin. Expenses, Total 16511 13747 12997 12463  Research & Development - 1313 1359 1377  Depreciation / Amortization 27264 23725 20429 1179  Interest Expense (Income) - Net Operating -245 -268 -425 -  Unusual Expense (Income) - 19 -18 775  Other Operating Expenses, Total -27019 -23817 -20060 -","Selling/General/Admin. Expenses, Total 16511 13747 12997 12463  Research & Development - 1313 1359 1377  Depreciation / Amortization 27264 23725 20429 1179  Interest Expense (Income) - Net Operating -245 -268 -425 -  Unusual Expense (Income) - 19 -18 775  Other Operating Expenses, Total -27019 -23817 -20060 -","Selling/General/Admin. Expenses, Total 16511 13747 12997 12463  Research & Development - 1313 1359 1377  Depreciation / Amortization 27264 23725 20429 1179  Interest Expense (Income) - Net Operating -245 -268 -425 -  Unusual Expense (Income) - 19 -18 775  Other Operating Expenses, Total -27019 -23817 -20060 -","Selling/General/Admin. Expenses, Total 16511 13747 12997 12463  Research & Development - 1313 1359 1377  Depreciation / Amortization 27264 23725 20429 1179  Interest Expense (Income) - Net Operating -245 -268 -425 -  Unusual Expense (Income) - 19 -18 775  Other Operating Expenses, Total -27019 -23817 -20060 -","Selling/General/Admin. Expenses, Total 16511 13747 12997 12463  Research & Development - 1313 1359 1377  Depreciation / Amortization 27264 23725 20429 1179  Interest Expense (Income) - Net Operating -245 -268 -425 -  Unusual Expense (Income) - 19 -18 775  Other Operating Expenses, Total -27019 -23817 -20060 -"
"Selling/General/Admin. Expenses, Total",16511,13747,12997,12463
Research & Development,-,1313,1359,1377
Depreciation / Amortization,27264,23725,20429,1179
Interest Expense (Income) - Net Operating,-245,-268,-425,-
Unusual Expense (Income),-,19,-18,775
"Other Operating Expenses, Total",-27019,-23817,-20060,-
Operating Income,-,6846,10804,13052
"Interest Income (Expense), Net Non-Operating",-,10287,4502,-2918
Gain (Loss) on Sale of Assets,-1017,616,124,1197
"Other, Net",-7154,-11379,-5928,160
Net Income Before Taxes,15502,17609,16608,11491
Provision for Income Taxes,5328,6546,3729,2854
Net Income After Taxes,10174,11063,12879,8637
Minority Interest,-,3720,3489,-201
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,10009,10998,12559,8436
Total Extraordinary Items,-,-,-,-
Net Income,10009,10998,12559,8436
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,-,10998,12559,8435
Dilution Adjustment,-,-,-,-
Diluted Net Income,10009,10998,12559,8435
Diluted Weighted Average Shares,52.49,52.47,52.49,52.48
Diluted EPS Excluding Extraordinary Items,190.69,209.6,239.27,160.72
DPS - Common Stock Primary Issue,30,25,30,45
Diluted Normalized EPS,193.52,201.39,190.21,154.68
