Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,114974,109504,108209,106210
"Revenue 114636 109504 108209 106210  Other Revenue, Total 338 357 - -","Revenue 114636 109504 108209 106210  Other Revenue, Total 338 357 - -","Revenue 114636 109504 108209 106210  Other Revenue, Total 338 357 - -","Revenue 114636 109504 108209 106210  Other Revenue, Total 338 357 - -","Revenue 114636 109504 108209 106210  Other Revenue, Total 338 357 - -"
Revenue,114636,109504,108209,106210
"Other Revenue, Total",338,357,-,-
"Cost of Revenue, Total",91057,85554,86041,86069
Gross Profit,23917,23950,22168,20141
Total Operating Expenses,102188,96277,96486,96414
"Selling/General/Admin. Expenses, Total 11131 10713 10440 10266  Research & Development - - - -  Depreciation / Amortization 2441 - - -  Interest Expense (Income) - Net Operating -50 - - -  Unusual Expense (Income) - 9 4 78  Other Operating Expenses, Total -2391 1 1 1","Selling/General/Admin. Expenses, Total 11131 10713 10440 10266  Research & Development - - - -  Depreciation / Amortization 2441 - - -  Interest Expense (Income) - Net Operating -50 - - -  Unusual Expense (Income) - 9 4 78  Other Operating Expenses, Total -2391 1 1 1","Selling/General/Admin. Expenses, Total 11131 10713 10440 10266  Research & Development - - - -  Depreciation / Amortization 2441 - - -  Interest Expense (Income) - Net Operating -50 - - -  Unusual Expense (Income) - 9 4 78  Other Operating Expenses, Total -2391 1 1 1","Selling/General/Admin. Expenses, Total 11131 10713 10440 10266  Research & Development - - - -  Depreciation / Amortization 2441 - - -  Interest Expense (Income) - Net Operating -50 - - -  Unusual Expense (Income) - 9 4 78  Other Operating Expenses, Total -2391 1 1 1","Selling/General/Admin. Expenses, Total 11131 10713 10440 10266  Research & Development - - - -  Depreciation / Amortization 2441 - - -  Interest Expense (Income) - Net Operating -50 - - -  Unusual Expense (Income) - 9 4 78  Other Operating Expenses, Total -2391 1 1 1"
"Selling/General/Admin. Expenses, Total",11131,10713,10440,10266
Research & Development,-,-,-,-
Depreciation / Amortization,2441,-,-,-
Interest Expense (Income) - Net Operating,-50,-,-,-
Unusual Expense (Income),-,9,4,78
"Other Operating Expenses, Total",-2391,1,1,1
Operating Income,12786,13227,11723,9796
"Interest Income (Expense), Net Non-Operating",-,521,590,-435
Gain (Loss) on Sale of Assets,62,-696,7,-14
"Other, Net",-642,227,-66,146
Net Income Before Taxes,13366,13279,12254,9493
Provision for Income Taxes,3955,4383,3629,2434
Net Income After Taxes,9411,8896,8625,7059
Minority Interest,933,34,14,7
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9489,8930,8639,7066
Total Extraordinary Items,-,-,-,-
Net Income,9489,8930,8639,7066
Total Adjustments to Net Income,-,-,1,-
Income Available to Common Excluding Extraordinary Items,9489,8930,8640,7066
Dilution Adjustment,-,-,-,-
Diluted Net Income,9489,8930,8640,7066
Diluted Weighted Average Shares,49.79,51.29,51.87,51.88
Diluted EPS Excluding Extraordinary Items,190.58,174.11,166.58,136.2
DPS - Common Stock Primary Issue,61,54,50,41
Diluted Normalized EPS,-,183.32,166.54,137.52
