Period Ending:,202331/01,202231/07,202231/01,202131/07
Total Revenue,10194,9785,9433,10770
"Revenue 9997 9785 9433 9420  Other Revenue, Total 394 - 1350.2 4050","Revenue 9997 9785 9433 9420  Other Revenue, Total 394 - 1350.2 4050","Revenue 9997 9785 9433 9420  Other Revenue, Total 394 - 1350.2 4050","Revenue 9997 9785 9433 9420  Other Revenue, Total 394 - 1350.2 4050","Revenue 9997 9785 9433 9420  Other Revenue, Total 394 - 1350.2 4050"
Revenue,9997,9785,9433,9420
"Other Revenue, Total",394,-,1350.2,4050
"Cost of Revenue, Total",5176,5032,4851,4850
Gross Profit,5018,4753,4582,5920
Total Operating Expenses,5567,5399,5210,5180
"Selling/General/Admin. Expenses, Total 56 56 54 53  Research & Development - - - -  Depreciation / Amortization 1503 1471 1424 1421  Interest Expense (Income) - Net Operating -639 -601 -593 -578  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -319.33 -1677 -1735.55 -1698","Selling/General/Admin. Expenses, Total 56 56 54 53  Research & Development - - - -  Depreciation / Amortization 1503 1471 1424 1421  Interest Expense (Income) - Net Operating -639 -601 -593 -578  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -319.33 -1677 -1735.55 -1698","Selling/General/Admin. Expenses, Total 56 56 54 53  Research & Development - - - -  Depreciation / Amortization 1503 1471 1424 1421  Interest Expense (Income) - Net Operating -639 -601 -593 -578  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -319.33 -1677 -1735.55 -1698","Selling/General/Admin. Expenses, Total 56 56 54 53  Research & Development - - - -  Depreciation / Amortization 1503 1471 1424 1421  Interest Expense (Income) - Net Operating -639 -601 -593 -578  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -319.33 -1677 -1735.55 -1698","Selling/General/Admin. Expenses, Total 56 56 54 53  Research & Development - - - -  Depreciation / Amortization 1503 1471 1424 1421  Interest Expense (Income) - Net Operating -639 -601 -593 -578  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -319.33 -1677 -1735.55 -1698"
"Selling/General/Admin. Expenses, Total",56,56,54,53
Research & Development,-,-,-,-
Depreciation / Amortization,1503,1471,1424,1421
Interest Expense (Income) - Net Operating,-639,-601,-593,-578
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-319.33,-1677,-1735.55,-1698
Operating Income,4627,4386,4223,5590
"Interest Income (Expense), Net Non-Operating",-,-,-,-1155.62
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",1880.49,1845,1798.8,1785
Net Income Before Taxes,3994,3771,3621,4995
Provision for Income Taxes,8,67,5,45
Net Income After Taxes,3986,3704,3616,4950
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3986,3704,3616,4950
Total Extraordinary Items,-,-,-,-
Net Income,3986,3704,3616,4950
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,3986,3704,3616,4950
Dilution Adjustment,-,-,-,-
Diluted Net Income,3986,3704,3616,4950
Diluted Weighted Average Shares,0.716,0.716,0.693,0.693
Diluted EPS Excluding Extraordinary Items,10741.6,10346.67,12361.49,14287.69
DPS - Common Stock Primary Issue,10821,-,-,11282
Diluted Normalized EPS,6789.38,6604.59,7784.61,9038.05
