Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,7070,6638,6417.64,5790.01
"Revenue 7070 6638 6417.64 5790.01  Other Revenue, Total - - - -","Revenue 7070 6638 6417.64 5790.01  Other Revenue, Total - - - -","Revenue 7070 6638 6417.64 5790.01  Other Revenue, Total - - - -","Revenue 7070 6638 6417.64 5790.01  Other Revenue, Total - - - -","Revenue 7070 6638 6417.64 5790.01  Other Revenue, Total - - - -"
Revenue,7070,6638,6417.64,5790.01
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5417,4930,4673.14,4380.77
Gross Profit,1653,1708,1744.5,1409.24
Total Operating Expenses,7050,6523,6164.97,5701.58
"Selling/General/Admin. Expenses, Total - 1590 1475.3 1311.14  Research & Development - 24 - -  Depreciation / Amortization 392 384 3.65 3.65  Interest Expense (Income) - Net Operating -10 -10 - -  Unusual Expense (Income) - 14.06 12.88 6.02  Other Operating Expenses, Total -382 -395 - -","Selling/General/Admin. Expenses, Total - 1590 1475.3 1311.14  Research & Development - 24 - -  Depreciation / Amortization 392 384 3.65 3.65  Interest Expense (Income) - Net Operating -10 -10 - -  Unusual Expense (Income) - 14.06 12.88 6.02  Other Operating Expenses, Total -382 -395 - -","Selling/General/Admin. Expenses, Total - 1590 1475.3 1311.14  Research & Development - 24 - -  Depreciation / Amortization 392 384 3.65 3.65  Interest Expense (Income) - Net Operating -10 -10 - -  Unusual Expense (Income) - 14.06 12.88 6.02  Other Operating Expenses, Total -382 -395 - -","Selling/General/Admin. Expenses, Total - 1590 1475.3 1311.14  Research & Development - 24 - -  Depreciation / Amortization 392 384 3.65 3.65  Interest Expense (Income) - Net Operating -10 -10 - -  Unusual Expense (Income) - 14.06 12.88 6.02  Other Operating Expenses, Total -382 -395 - -","Selling/General/Admin. Expenses, Total - 1590 1475.3 1311.14  Research & Development - 24 - -  Depreciation / Amortization 392 384 3.65 3.65  Interest Expense (Income) - Net Operating -10 -10 - -  Unusual Expense (Income) - 14.06 12.88 6.02  Other Operating Expenses, Total -382 -395 - -"
"Selling/General/Admin. Expenses, Total",-,1590,1475.3,1311.14
Research & Development,-,24,-,-
Depreciation / Amortization,392,384,3.65,3.65
Interest Expense (Income) - Net Operating,-10,-10,-,-
Unusual Expense (Income),-,14.06,12.88,6.02
"Other Operating Expenses, Total",-382,-395,-,-
Operating Income,20,115,252.67,88.43
"Interest Income (Expense), Net Non-Operating",-,-9.43,-10.37,-11.03
Gain (Loss) on Sale of Assets,-,2,0.71,1.21
"Other, Net",-215,-111,33.18,37.78
Net Income Before Taxes,235,224,276.19,116.38
Provision for Income Taxes,79,65,105.43,44
Net Income After Taxes,156,159,170.76,72.38
Minority Interest,3,2,-0.79,-0.55
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,156,159,169.97,71.83
Total Extraordinary Items,-,-,-,-
Net Income,156,159,169.97,71.83
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,156,159,169.97,71.83
Dilution Adjustment,-,-,-,-
Diluted Net Income,156,159,169.97,71.83
Diluted Weighted Average Shares,-,4.17,4.17,4.17
Diluted EPS Excluding Extraordinary Items,37.42,38.14,40.77,17.23
DPS - Common Stock Primary Issue,10,10,10,5
Diluted Normalized EPS,36.13,35.38,43.45,18.82
