Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,20622,20019,22168.02,21908.9
"Revenue - 20019 22168.02 21908.9  Other Revenue, Total - - - -","Revenue - 20019 22168.02 21908.9  Other Revenue, Total - - - -","Revenue - 20019 22168.02 21908.9  Other Revenue, Total - - - -","Revenue - 20019 22168.02 21908.9  Other Revenue, Total - - - -","Revenue - 20019 22168.02 21908.9  Other Revenue, Total - - - -"
Revenue,-,20019,22168.02,21908.9
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,15312,16478.31,16076.93
Gross Profit,-,4707,5689.71,5831.97
Total Operating Expenses,19529,19255,20804.06,21380.01
"Selling/General/Admin. Expenses, Total 4274 3943 4317.24 4892.76  Research & Development - 111 - -  Depreciation / Amortization 2774 3253 - -  Interest Expense (Income) - Net Operating -154 -171 - -  Unusual Expense (Income) - 272.6 8.51 410.31  Other Operating Expenses, Total -2760 -3193 - -","Selling/General/Admin. Expenses, Total 4274 3943 4317.24 4892.76  Research & Development - 111 - -  Depreciation / Amortization 2774 3253 - -  Interest Expense (Income) - Net Operating -154 -171 - -  Unusual Expense (Income) - 272.6 8.51 410.31  Other Operating Expenses, Total -2760 -3193 - -","Selling/General/Admin. Expenses, Total 4274 3943 4317.24 4892.76  Research & Development - 111 - -  Depreciation / Amortization 2774 3253 - -  Interest Expense (Income) - Net Operating -154 -171 - -  Unusual Expense (Income) - 272.6 8.51 410.31  Other Operating Expenses, Total -2760 -3193 - -","Selling/General/Admin. Expenses, Total 4274 3943 4317.24 4892.76  Research & Development - 111 - -  Depreciation / Amortization 2774 3253 - -  Interest Expense (Income) - Net Operating -154 -171 - -  Unusual Expense (Income) - 272.6 8.51 410.31  Other Operating Expenses, Total -2760 -3193 - -","Selling/General/Admin. Expenses, Total 4274 3943 4317.24 4892.76  Research & Development - 111 - -  Depreciation / Amortization 2774 3253 - -  Interest Expense (Income) - Net Operating -154 -171 - -  Unusual Expense (Income) - 272.6 8.51 410.31  Other Operating Expenses, Total -2760 -3193 - -"
"Selling/General/Admin. Expenses, Total",4274,3943,4317.24,4892.76
Research & Development,-,111,-,-
Depreciation / Amortization,2774,3253,-,-
Interest Expense (Income) - Net Operating,-154,-171,-,-
Unusual Expense (Income),-,272.6,8.51,410.31
"Other Operating Expenses, Total",-2760,-3193,-,-
Operating Income,-,764,1363.96,528.89
"Interest Income (Expense), Net Non-Operating",-,-106.29,-191.93,-178.22
Gain (Loss) on Sale of Assets,-,46,-6.32,-2.53
"Other, Net",-,333,-80.86,28.66
Net Income Before Taxes,-,385,1084.86,376.8
Provision for Income Taxes,288,86,304.9,171.58
Net Income After Taxes,-,299,779.96,205.22
Minority Interest,-,132,-21.6,-45.13
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,666,275,758.36,160.09
Total Extraordinary Items,-,-,-,-
Net Income,666,275,758.36,160.09
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,666,275,758.36,160.09
Dilution Adjustment,-,-,-,-
Diluted Net Income,666,275,758.36,160.09
Diluted Weighted Average Shares,-,36.48,36.48,36.48
Diluted EPS Excluding Extraordinary Items,-,7.54,20.79,4.39
DPS - Common Stock Primary Issue,3.5,3,3,2.5
Diluted Normalized EPS,-,9.81,21.72,11.98
