Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,49864,34620,25561.98,24501.52
"Revenue 49864 34620.85 25561.98 24501.52  Other Revenue, Total - - - -","Revenue 49864 34620.85 25561.98 24501.52  Other Revenue, Total - - - -","Revenue 49864 34620.85 25561.98 24501.52  Other Revenue, Total - - - -","Revenue 49864 34620.85 25561.98 24501.52  Other Revenue, Total - - - -","Revenue 49864 34620.85 25561.98 24501.52  Other Revenue, Total - - - -"
Revenue,49864,34620.85,25561.98,24501.52
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",31433,22750.94,16881.26,16561.21
Gross Profit,18431,11869.92,8680.72,7940.31
Total Operating Expenses,36846,29150.33,21736.03,20191.05
"Selling/General/Admin. Expenses, Total 3650 3573.31 3067.8 3068.82  Research & Development 1650 1301.31 928.51 -  Depreciation / Amortization 3422 120.56 154.22 154.22  Interest Expense (Income) - Net Operating -72 - - -  Unusual Expense (Income) - 1404.22 704.24 406.8  Other Operating Expenses, Total -3237 - - -","Selling/General/Admin. Expenses, Total 3650 3573.31 3067.8 3068.82  Research & Development 1650 1301.31 928.51 -  Depreciation / Amortization 3422 120.56 154.22 154.22  Interest Expense (Income) - Net Operating -72 - - -  Unusual Expense (Income) - 1404.22 704.24 406.8  Other Operating Expenses, Total -3237 - - -","Selling/General/Admin. Expenses, Total 3650 3573.31 3067.8 3068.82  Research & Development 1650 1301.31 928.51 -  Depreciation / Amortization 3422 120.56 154.22 154.22  Interest Expense (Income) - Net Operating -72 - - -  Unusual Expense (Income) - 1404.22 704.24 406.8  Other Operating Expenses, Total -3237 - - -","Selling/General/Admin. Expenses, Total 3650 3573.31 3067.8 3068.82  Research & Development 1650 1301.31 928.51 -  Depreciation / Amortization 3422 120.56 154.22 154.22  Interest Expense (Income) - Net Operating -72 - - -  Unusual Expense (Income) - 1404.22 704.24 406.8  Other Operating Expenses, Total -3237 - - -","Selling/General/Admin. Expenses, Total 3650 3573.31 3067.8 3068.82  Research & Development 1650 1301.31 928.51 -  Depreciation / Amortization 3422 120.56 154.22 154.22  Interest Expense (Income) - Net Operating -72 - - -  Unusual Expense (Income) - 1404.22 704.24 406.8  Other Operating Expenses, Total -3237 - - -"
"Selling/General/Admin. Expenses, Total",3650,3573.31,3067.8,3068.82
Research & Development,1650,1301.31,928.51,-
Depreciation / Amortization,3422,120.56,154.22,154.22
Interest Expense (Income) - Net Operating,-72,-,-,-
Unusual Expense (Income),-,1404.22,704.24,406.8
"Other Operating Expenses, Total",-3237,-,-,-
Operating Income,13018,5470.52,3825.95,4310.47
"Interest Income (Expense), Net Non-Operating",-,122.24,-130.46,341.81
Gain (Loss) on Sale of Assets,26,-,73.94,-0.07
"Other, Net",-2168,1835.18,852.99,357.42
Net Income Before Taxes,15160,7427.94,4622.43,5009.64
Provision for Income Taxes,2424,2692.07,920.16,944.56
Net Income After Taxes,12736,4735.87,3702.27,4065.08
Minority Interest,54356,26145,-877.57,-1029.13
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7739,3303.79,2824.7,3035.95
Total Extraordinary Items,-,-,-,-
Net Income,7739,3303.79,2824.7,3035.95
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,7739,3303.79,2824.7,3035.95
Dilution Adjustment,-0.179,-,-,-
Diluted Net Income,7739.18,3303.79,2824.7,3035.95
Diluted Weighted Average Shares,26.44,26.42,26.23,26.11
Diluted EPS Excluding Extraordinary Items,292.75,125.03,107.68,116.26
DPS - Common Stock Primary Issue,15,25,10,7.5
Diluted Normalized EPS,177.4,154.72,91.7,90.2
