Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3733,3151,3275.17,3767.62
"Revenue 3733 3151.01 3275.17 3767.62  Other Revenue, Total - - - -","Revenue 3733 3151.01 3275.17 3767.62  Other Revenue, Total - - - -","Revenue 3733 3151.01 3275.17 3767.62  Other Revenue, Total - - - -","Revenue 3733 3151.01 3275.17 3767.62  Other Revenue, Total - - - -","Revenue 3733 3151.01 3275.17 3767.62  Other Revenue, Total - - - -"
Revenue,3733,3151.01,3275.17,3767.62
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2835,2432.43,2587.07,3099.2
Gross Profit,898,718.59,688.11,668.42
Total Operating Expenses,3568,3096.79,3265.5,3805.22
"Selling/General/Admin. Expenses, Total 733 661.16 666.51 693.3  Research & Development - - - -  Depreciation / Amortization 52 - 10.6 10.32  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 3.21 1.33 2.4  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 733 661.16 666.51 693.3  Research & Development - - - -  Depreciation / Amortization 52 - 10.6 10.32  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 3.21 1.33 2.4  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 733 661.16 666.51 693.3  Research & Development - - - -  Depreciation / Amortization 52 - 10.6 10.32  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 3.21 1.33 2.4  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 733 661.16 666.51 693.3  Research & Development - - - -  Depreciation / Amortization 52 - 10.6 10.32  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 3.21 1.33 2.4  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 733 661.16 666.51 693.3  Research & Development - - - -  Depreciation / Amortization 52 - 10.6 10.32  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 3.21 1.33 2.4  Other Operating Expenses, Total -43 - - -"
"Selling/General/Admin. Expenses, Total",733,661.16,666.51,693.3
Research & Development,-,-,-,-
Depreciation / Amortization,52,-,10.6,10.32
Interest Expense (Income) - Net Operating,-9,-,-,-
Unusual Expense (Income),-,3.21,1.33,2.4
"Other Operating Expenses, Total",-43,-,-,-
Operating Income,165,54.22,9.67,-37.6
"Interest Income (Expense), Net Non-Operating",-,13.77,11.54,10.71
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-12,0.09,-2.05,-5.79
Net Income Before Taxes,177,68.07,19.16,-32.68
Provision for Income Taxes,27,13.34,-32.89,25.78
Net Income After Taxes,150,54.73,52.05,-58.46
Minority Interest,867,-6.42,43.2,48.27
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,95,48.3,95.25,-10.2
Total Extraordinary Items,-,-,-,-
Net Income,95,48.3,95.25,-10.2
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,95,48.3,95.25,-10.2
Dilution Adjustment,-,-,-,-
Diluted Net Income,95,48.3,95.25,-10.2
Diluted Weighted Average Shares,3.67,3.67,3.67,3.67
Diluted EPS Excluding Extraordinary Items,25.91,13.18,25.98,-2.78
DPS - Common Stock Primary Issue,-,3,3,-
Diluted Normalized EPS,15.17,13.88,26.22,-2.35
