Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,12914,12264,10333,9504.61
"Revenue 12914 12264 10333 9504.61  Other Revenue, Total - - - -","Revenue 12914 12264 10333 9504.61  Other Revenue, Total - - - -","Revenue 12914 12264 10333 9504.61  Other Revenue, Total - - - -","Revenue 12914 12264 10333 9504.61  Other Revenue, Total - - - -","Revenue 12914 12264 10333 9504.61  Other Revenue, Total - - - -"
Revenue,12914,12264,10333,9504.61
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",9030,8995,8031,7271.66
Gross Profit,3884,3269,2302,2232.95
Total Operating Expenses,11981,11698,9968,9447.18
"Selling/General/Admin. Expenses, Total 2951 2620 2454 2130.26  Research & Development 130 83 133 54.97  Depreciation / Amortization 388 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - - -649 -9.72  Other Operating Expenses, Total -473 - -1 -","Selling/General/Admin. Expenses, Total 2951 2620 2454 2130.26  Research & Development 130 83 133 54.97  Depreciation / Amortization 388 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - - -649 -9.72  Other Operating Expenses, Total -473 - -1 -","Selling/General/Admin. Expenses, Total 2951 2620 2454 2130.26  Research & Development 130 83 133 54.97  Depreciation / Amortization 388 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - - -649 -9.72  Other Operating Expenses, Total -473 - -1 -","Selling/General/Admin. Expenses, Total 2951 2620 2454 2130.26  Research & Development 130 83 133 54.97  Depreciation / Amortization 388 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - - -649 -9.72  Other Operating Expenses, Total -473 - -1 -","Selling/General/Admin. Expenses, Total 2951 2620 2454 2130.26  Research & Development 130 83 133 54.97  Depreciation / Amortization 388 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - - -649 -9.72  Other Operating Expenses, Total -473 - -1 -"
"Selling/General/Admin. Expenses, Total",2951,2620,2454,2130.26
Research & Development,130,83,133,54.97
Depreciation / Amortization,388,-,-,-
Interest Expense (Income) - Net Operating,-45,-,-,-
Unusual Expense (Income),-,-,-649,-9.72
"Other Operating Expenses, Total",-473,-,-1,-
Operating Income,933,566,365,57.44
"Interest Income (Expense), Net Non-Operating",-,-16,-21,-2.21
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-30,23,65,32.68
Net Income Before Taxes,963,573,409,87.91
Provision for Income Taxes,286,133,243,35.39
Net Income After Taxes,677,440,166,52.53
Minority Interest,8,2,3,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,685,442,169,52.53
Total Extraordinary Items,-,-,-,-
Net Income,685,442,169,52.53
Total Adjustments to Net Income,-,-1,-,-0
Income Available to Common Excluding Extraordinary Items,685,441,169,52.53
Dilution Adjustment,-0.845,-,-,-
Diluted Net Income,685.84,441,169,52.53
Diluted Weighted Average Shares,29.77,29.66,29.36,28.43
Diluted EPS Excluding Extraordinary Items,23.04,14.87,5.76,1.85
DPS - Common Stock Primary Issue,5,5,5,5
Diluted Normalized EPS,20.49,17.13,-6.98,1.64
