Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,198380,184805,173381,175123
"Revenue 198380 184805 173381 175123  Other Revenue, Total - - - -","Revenue 198380 184805 173381 175123  Other Revenue, Total - - - -","Revenue 198380 184805 173381 175123  Other Revenue, Total - - - -","Revenue 198380 184805 173381 175123  Other Revenue, Total - - - -","Revenue 198380 184805 173381 175123  Other Revenue, Total - - - -"
Revenue,198380,184805,173381,175123
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",131627,120837,117067,117059
Gross Profit,66753,63968,56314,58064
Total Operating Expenses,176873,163753,158581,158037
"Selling/General/Admin. Expenses, Total 45246 28792 27794 28933  Research & Development - 12578 12047 10629  Depreciation / Amortization 13694 13570 1283 1025  Interest Expense (Income) - Net Operating -103 -82 - -  Unusual Expense (Income) - 619 394 399  Other Operating Expenses, Total -13591 -11942 -4 -8","Selling/General/Admin. Expenses, Total 45246 28792 27794 28933  Research & Development - 12578 12047 10629  Depreciation / Amortization 13694 13570 1283 1025  Interest Expense (Income) - Net Operating -103 -82 - -  Unusual Expense (Income) - 619 394 399  Other Operating Expenses, Total -13591 -11942 -4 -8","Selling/General/Admin. Expenses, Total 45246 28792 27794 28933  Research & Development - 12578 12047 10629  Depreciation / Amortization 13694 13570 1283 1025  Interest Expense (Income) - Net Operating -103 -82 - -  Unusual Expense (Income) - 619 394 399  Other Operating Expenses, Total -13591 -11942 -4 -8","Selling/General/Admin. Expenses, Total 45246 28792 27794 28933  Research & Development - 12578 12047 10629  Depreciation / Amortization 13694 13570 1283 1025  Interest Expense (Income) - Net Operating -103 -82 - -  Unusual Expense (Income) - 619 394 399  Other Operating Expenses, Total -13591 -11942 -4 -8","Selling/General/Admin. Expenses, Total 45246 28792 27794 28933  Research & Development - 12578 12047 10629  Depreciation / Amortization 13694 13570 1283 1025  Interest Expense (Income) - Net Operating -103 -82 - -  Unusual Expense (Income) - 619 394 399  Other Operating Expenses, Total -13591 -11942 -4 -8"
"Selling/General/Admin. Expenses, Total",45246,28792,27794,28933
Research & Development,-,12578,12047,10629
Depreciation / Amortization,13694,13570,1283,1025
Interest Expense (Income) - Net Operating,-103,-82,-,-
Unusual Expense (Income),-,619,394,399
"Other Operating Expenses, Total",-13591,-11942,-4,-8
Operating Income,21507,21052,14800,17086
"Interest Income (Expense), Net Non-Operating",-,2116,2645,1123
Gain (Loss) on Sale of Assets,30,638,-357,-162
"Other, Net",506,-3285,435,94
Net Income Before Taxes,20971,23699,17523,18141
Provision for Income Taxes,5930,6455,4932,5262
Net Income After Taxes,15041,17244,12591,12879
Minority Interest,1008,945,-16,-63
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,14984,17181,12575,12816
Total Extraordinary Items,-,-,-,-
Net Income,14984,17181,12575,12816
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,14984,17181,12574,12815
Dilution Adjustment,-,8,-1,-4
Diluted Net Income,14984,17173,12573,12811
Diluted Weighted Average Shares,167.74,168.94,170.81,172.6
Diluted EPS Excluding Extraordinary Items,89.33,101.65,73.61,74.22
DPS - Common Stock Primary Issue,45,40,30,30
Diluted Normalized EPS,85.61,85.28,80.65,76.53
