Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,6306,7591,12949.98,8988.81
"Revenue 6306 7591 12949.98 8988.81  Other Revenue, Total - - - -","Revenue 6306 7591 12949.98 8988.81  Other Revenue, Total - - - -","Revenue 6306 7591 12949.98 8988.81  Other Revenue, Total - - - -","Revenue 6306 7591 12949.98 8988.81  Other Revenue, Total - - - -","Revenue 6306 7591 12949.98 8988.81  Other Revenue, Total - - - -"
Revenue,6306,7591,12949.98,8988.81
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5590,6701,12854.84,7766.8
Gross Profit,716,890,95.14,1222.02
Total Operating Expenses,6117,7269,14178.39,9163.84
"Selling/General/Admin. Expenses, Total 513 550 645.96 1088.29  Research & Development - 18 - -  Depreciation / Amortization 95 122 19.58 28.93  Interest Expense (Income) - Net Operating -12 -14 - -  Unusual Expense (Income) - 464.25 658.01 279.83  Other Operating Expenses, Total -80 -108 - -","Selling/General/Admin. Expenses, Total 513 550 645.96 1088.29  Research & Development - 18 - -  Depreciation / Amortization 95 122 19.58 28.93  Interest Expense (Income) - Net Operating -12 -14 - -  Unusual Expense (Income) - 464.25 658.01 279.83  Other Operating Expenses, Total -80 -108 - -","Selling/General/Admin. Expenses, Total 513 550 645.96 1088.29  Research & Development - 18 - -  Depreciation / Amortization 95 122 19.58 28.93  Interest Expense (Income) - Net Operating -12 -14 - -  Unusual Expense (Income) - 464.25 658.01 279.83  Other Operating Expenses, Total -80 -108 - -","Selling/General/Admin. Expenses, Total 513 550 645.96 1088.29  Research & Development - 18 - -  Depreciation / Amortization 95 122 19.58 28.93  Interest Expense (Income) - Net Operating -12 -14 - -  Unusual Expense (Income) - 464.25 658.01 279.83  Other Operating Expenses, Total -80 -108 - -","Selling/General/Admin. Expenses, Total 513 550 645.96 1088.29  Research & Development - 18 - -  Depreciation / Amortization 95 122 19.58 28.93  Interest Expense (Income) - Net Operating -12 -14 - -  Unusual Expense (Income) - 464.25 658.01 279.83  Other Operating Expenses, Total -80 -108 - -"
"Selling/General/Admin. Expenses, Total",513,550,645.96,1088.29
Research & Development,-,18,-,-
Depreciation / Amortization,95,122,19.58,28.93
Interest Expense (Income) - Net Operating,-12,-14,-,-
Unusual Expense (Income),-,464.25,658.01,279.83
"Other Operating Expenses, Total",-80,-108,-,-
Operating Income,189,322,-1228.41,-175.02
"Interest Income (Expense), Net Non-Operating",-,2.77,1.92,-2.57
Gain (Loss) on Sale of Assets,1462,280,231.28,0.63
"Other, Net",-2961,135,2.77,3.71
Net Income Before Taxes,1688,-93,-992.45,-173.25
Provision for Income Taxes,-76,24,-35.59,94.08
Net Income After Taxes,1764,-117,-956.86,-267.33
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1764,-117,-956.86,-267.33
Total Extraordinary Items,-,-,-,-
Net Income,1764,-117,-956.86,-267.33
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1764,-117,-956.86,-267.33
Dilution Adjustment,-,-,-,-
Diluted Net Income,1764,-117,-956.86,-267.33
Diluted Weighted Average Shares,11.39,11.39,11.39,11.39
Diluted EPS Excluding Extraordinary Items,154.89,-10.27,-84.02,-23.47
DPS - Common Stock Primary Issue,2,-,-,4
Diluted Normalized EPS,12.68,4.99,-59.58,-7.45
