Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,100614,104751,99085,103347
"Revenue 100614 104751 99085 103347  Other Revenue, Total - - - -","Revenue 100614 104751 99085 103347  Other Revenue, Total - - - -","Revenue 100614 104751 99085 103347  Other Revenue, Total - - - -","Revenue 100614 104751 99085 103347  Other Revenue, Total - - - -","Revenue 100614 104751 99085 103347  Other Revenue, Total - - - -"
Revenue,100614,104751,99085,103347
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",65551,54643,52363,54658
Gross Profit,35063,50108,46722,48689
Total Operating Expenses,96279,100604,96939,102538
"Selling/General/Admin. Expenses, Total 29740 44891 43100 45609  Research & Development 494 423 414 -  Depreciation / Amortization 4309 4074 1124 1242  Interest Expense (Income) - Net Operating -8 -9 - -  Unusual Expense (Income) - 246 351 1028  Other Operating Expenses, Total -3807 -3418 1 1","Selling/General/Admin. Expenses, Total 29740 44891 43100 45609  Research & Development 494 423 414 -  Depreciation / Amortization 4309 4074 1124 1242  Interest Expense (Income) - Net Operating -8 -9 - -  Unusual Expense (Income) - 246 351 1028  Other Operating Expenses, Total -3807 -3418 1 1","Selling/General/Admin. Expenses, Total 29740 44891 43100 45609  Research & Development 494 423 414 -  Depreciation / Amortization 4309 4074 1124 1242  Interest Expense (Income) - Net Operating -8 -9 - -  Unusual Expense (Income) - 246 351 1028  Other Operating Expenses, Total -3807 -3418 1 1","Selling/General/Admin. Expenses, Total 29740 44891 43100 45609  Research & Development 494 423 414 -  Depreciation / Amortization 4309 4074 1124 1242  Interest Expense (Income) - Net Operating -8 -9 - -  Unusual Expense (Income) - 246 351 1028  Other Operating Expenses, Total -3807 -3418 1 1","Selling/General/Admin. Expenses, Total 29740 44891 43100 45609  Research & Development 494 423 414 -  Depreciation / Amortization 4309 4074 1124 1242  Interest Expense (Income) - Net Operating -8 -9 - -  Unusual Expense (Income) - 246 351 1028  Other Operating Expenses, Total -3807 -3418 1 1"
"Selling/General/Admin. Expenses, Total",29740,44891,43100,45609
Research & Development,494,423,414,-
Depreciation / Amortization,4309,4074,1124,1242
Interest Expense (Income) - Net Operating,-8,-9,-,-
Unusual Expense (Income),-,246,351,1028
"Other Operating Expenses, Total",-3807,-3418,1,1
Operating Income,4335,4147,2146,809
"Interest Income (Expense), Net Non-Operating",-,584,455,429
Gain (Loss) on Sale of Assets,-36,-5,-,-5
"Other, Net",-910,-397,86,80
Net Income Before Taxes,5281,4549,2687,1313
Provision for Income Taxes,1422,996,1250,-233
Net Income After Taxes,3859,3553,1437,1546
Minority Interest,4247,2488,-390,-339
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3376,3173,1047,1207
Total Extraordinary Items,-,-,-,-
Net Income,3376,3173,1047,1207
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,3376,3173,1046,1207
Dilution Adjustment,-,-,-,-
Diluted Net Income,3376,3173,1046,1207
Diluted Weighted Average Shares,25.78,25.78,25.77,25.77
Diluted EPS Excluding Extraordinary Items,130.97,123.1,40.58,46.83
DPS - Common Stock Primary Issue,30,25,15,15
Diluted Normalized EPS,115.66,111.76,47.86,72.88
