Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,4769,4630,4566.08,3924.99
"Revenue 4769 4630 4566.08 3924.99  Other Revenue, Total - - - -","Revenue 4769 4630 4566.08 3924.99  Other Revenue, Total - - - -","Revenue 4769 4630 4566.08 3924.99  Other Revenue, Total - - - -","Revenue 4769 4630 4566.08 3924.99  Other Revenue, Total - - - -","Revenue 4769 4630 4566.08 3924.99  Other Revenue, Total - - - -"
Revenue,4769,4630,4566.08,3924.99
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2809,2470,2501.65,2175.57
Gross Profit,1960,2160,2064.43,1749.42
Total Operating Expenses,4981,4466,4791.99,3743.4
"Selling/General/Admin. Expenses, Total 2172 1996 1939.12 1548.21  Research & Development - - - -  Depreciation / Amortization 388 - - -  Interest Expense (Income) - Net Operating -25 -29 - -  Unusual Expense (Income) - 68.34 351.22 19.62  Other Operating Expenses, Total -363 -364 - -","Selling/General/Admin. Expenses, Total 2172 1996 1939.12 1548.21  Research & Development - - - -  Depreciation / Amortization 388 - - -  Interest Expense (Income) - Net Operating -25 -29 - -  Unusual Expense (Income) - 68.34 351.22 19.62  Other Operating Expenses, Total -363 -364 - -","Selling/General/Admin. Expenses, Total 2172 1996 1939.12 1548.21  Research & Development - - - -  Depreciation / Amortization 388 - - -  Interest Expense (Income) - Net Operating -25 -29 - -  Unusual Expense (Income) - 68.34 351.22 19.62  Other Operating Expenses, Total -363 -364 - -","Selling/General/Admin. Expenses, Total 2172 1996 1939.12 1548.21  Research & Development - - - -  Depreciation / Amortization 388 - - -  Interest Expense (Income) - Net Operating -25 -29 - -  Unusual Expense (Income) - 68.34 351.22 19.62  Other Operating Expenses, Total -363 -364 - -","Selling/General/Admin. Expenses, Total 2172 1996 1939.12 1548.21  Research & Development - - - -  Depreciation / Amortization 388 - - -  Interest Expense (Income) - Net Operating -25 -29 - -  Unusual Expense (Income) - 68.34 351.22 19.62  Other Operating Expenses, Total -363 -364 - -"
"Selling/General/Admin. Expenses, Total",2172,1996,1939.12,1548.21
Research & Development,-,-,-,-
Depreciation / Amortization,388,-,-,-
Interest Expense (Income) - Net Operating,-25,-29,-,-
Unusual Expense (Income),-,68.34,351.22,19.62
"Other Operating Expenses, Total",-363,-364,-,-
Operating Income,-212,164,-225.91,181.59
"Interest Income (Expense), Net Non-Operating",-,-30.1,27.97,-42.07
Gain (Loss) on Sale of Assets,-2,-,-,-
"Other, Net",510,97,26.19,0.11
Net Income Before Taxes,-720,67,-171.75,139.63
Provision for Income Taxes,156,38,-20.38,72.59
Net Income After Taxes,-876,29,-151.37,67.04
Minority Interest,12,12,7.7,5.75
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-876,28,-143.67,72.78
Total Extraordinary Items,-,-,-,-
Net Income,-876,28,-143.67,72.78
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-876,28,-143.67,72.78
Dilution Adjustment,-,-,-,-
Diluted Net Income,-876,28,-143.67,72.78
Diluted Weighted Average Shares,5.97,5.99,6.03,6.01
Diluted EPS Excluding Extraordinary Items,-146.67,4.68,-23.83,12.1
DPS - Common Stock Primary Issue,-,-,9,12
Diluted Normalized EPS,-21.03,13.93,19.41,19.76
