Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,431205,388360,328037,381584
"Revenue 431205 388360 328037 381584  Other Revenue, Total - - - -","Revenue 431205 388360 328037 381584  Other Revenue, Total - - - -","Revenue 431205 388360 328037 381584  Other Revenue, Total - - - -","Revenue 431205 388360 328037 381584  Other Revenue, Total - - - -","Revenue 431205 388360 328037 381584  Other Revenue, Total - - - -"
Revenue,431205,388360,328037,381584
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",345957,309601,267729,310330
Gross Profit,85248,78759,60308,71254
Total Operating Expenses,399802,360835,309740,421882
"Selling/General/Admin. Expenses, Total 59748 54046 46983 53679  Research & Development - 5767 - -  Depreciation / Amortization 18652 18314 - -  Interest Expense (Income) - Net Operating -1701 -2340 -841 2544  Unusual Expense (Income) - - -4120 53096  Other Operating Expenses, Total -27354 -24553 -11 2233","Selling/General/Admin. Expenses, Total 59748 54046 46983 53679  Research & Development - 5767 - -  Depreciation / Amortization 18652 18314 - -  Interest Expense (Income) - Net Operating -1701 -2340 -841 2544  Unusual Expense (Income) - - -4120 53096  Other Operating Expenses, Total -27354 -24553 -11 2233","Selling/General/Admin. Expenses, Total 59748 54046 46983 53679  Research & Development - 5767 - -  Depreciation / Amortization 18652 18314 - -  Interest Expense (Income) - Net Operating -1701 -2340 -841 2544  Unusual Expense (Income) - - -4120 53096  Other Operating Expenses, Total -27354 -24553 -11 2233","Selling/General/Admin. Expenses, Total 59748 54046 46983 53679  Research & Development - 5767 - -  Depreciation / Amortization 18652 18314 - -  Interest Expense (Income) - Net Operating -1701 -2340 -841 2544  Unusual Expense (Income) - - -4120 53096  Other Operating Expenses, Total -27354 -24553 -11 2233","Selling/General/Admin. Expenses, Total 59748 54046 46983 53679  Research & Development - 5767 - -  Depreciation / Amortization 18652 18314 - -  Interest Expense (Income) - Net Operating -1701 -2340 -841 2544  Unusual Expense (Income) - - -4120 53096  Other Operating Expenses, Total -27354 -24553 -11 2233"
"Selling/General/Admin. Expenses, Total",59748,54046,46983,53679
Research & Development,-,5767,-,-
Depreciation / Amortization,18652,18314,-,-
Interest Expense (Income) - Net Operating,-1701,-2340,-841,2544
Unusual Expense (Income),-,-,-4120,53096
"Other Operating Expenses, Total",-27354,-24553,-11,2233
Operating Income,31403,27525,18297,-40298
"Interest Income (Expense), Net Non-Operating",-,-1185,-1958,-1121
Gain (Loss) on Sale of Assets,-,54,-,-
"Other, Net",-367,-1346,1,-
Net Income Before Taxes,31770,28817,16340,-41419
Provision for Income Taxes,3110,4917,-1318,20400
Net Income After Taxes,28660,23900,17658,-61819
Minority Interest,8206,7503,-570,-61
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,27210,22549,17088,-61880
Total Extraordinary Items,-,-,-,-
Net Income,27210,22549,17088,-61880
Total Adjustments to Net Income,-938,-,-1,1
Income Available to Common Excluding Extraordinary Items,26272,22549,17087,-61879
Dilution Adjustment,937,-,-,-
Diluted Net Income,26273,22549,17087,-61879
Diluted Weighted Average Shares,25.56,25.54,25.54,25.54
Diluted EPS Excluding Extraordinary Items,1028.06,882.81,668.95,-2422.51
DPS - Common Stock Primary Issue,200,105,75,-
Diluted Normalized EPS,720.23,656.08,564.11,-1071.38
