Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,8,-,37.79,-
"Revenue 8 - 37.79 -  Other Revenue, Total - - - -","Revenue 8 - 37.79 -  Other Revenue, Total - - - -","Revenue 8 - 37.79 -  Other Revenue, Total - - - -","Revenue 8 - 37.79 -  Other Revenue, Total - - - -","Revenue 8 - 37.79 -  Other Revenue, Total - - - -"
Revenue,8,-,37.79,-
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5,-,-,-
Gross Profit,3,-,-,-
Total Operating Expenses,2119,2584.7,2521.83,3288.41
"Selling/General/Admin. Expenses, Total 602 603.9 606.27 532.08  Research & Development 1512 2040.67 1972.84 2756.33  Depreciation / Amortization 58 - - -  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - -59.87 -57.28 -  Other Operating Expenses, Total -47 -59.87 -57.28 -","Selling/General/Admin. Expenses, Total 602 603.9 606.27 532.08  Research & Development 1512 2040.67 1972.84 2756.33  Depreciation / Amortization 58 - - -  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - -59.87 -57.28 -  Other Operating Expenses, Total -47 -59.87 -57.28 -","Selling/General/Admin. Expenses, Total 602 603.9 606.27 532.08  Research & Development 1512 2040.67 1972.84 2756.33  Depreciation / Amortization 58 - - -  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - -59.87 -57.28 -  Other Operating Expenses, Total -47 -59.87 -57.28 -","Selling/General/Admin. Expenses, Total 602 603.9 606.27 532.08  Research & Development 1512 2040.67 1972.84 2756.33  Depreciation / Amortization 58 - - -  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - -59.87 -57.28 -  Other Operating Expenses, Total -47 -59.87 -57.28 -","Selling/General/Admin. Expenses, Total 602 603.9 606.27 532.08  Research & Development 1512 2040.67 1972.84 2756.33  Depreciation / Amortization 58 - - -  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - -59.87 -57.28 -  Other Operating Expenses, Total -47 -59.87 -57.28 -"
"Selling/General/Admin. Expenses, Total",602,603.9,606.27,532.08
Research & Development,1512,2040.67,1972.84,2756.33
Depreciation / Amortization,58,-,-,-
Interest Expense (Income) - Net Operating,-11,-,-,-
Unusual Expense (Income),-,-59.87,-57.28,-
"Other Operating Expenses, Total",-47,-59.87,-57.28,-
Operating Income,-2111,-2584.7,-2484.04,-3288.41
"Interest Income (Expense), Net Non-Operating",-,-6.93,51.39,193.3
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-96,-24.82,-4.77,-10.14
Net Income Before Taxes,-2015,-2616.45,-2437.42,-3105.24
Provision for Income Taxes,-,-,-,-39.67
Net Income After Taxes,-2015,-2616.45,-2437.42,-3065.57
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-2015,-2616.45,-2437.42,-3065.57
Total Extraordinary Items,-,-,-,-
Net Income,-2015,-2616.45,-2437.42,-3065.57
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-2015,-2616.45,-2437.42,-3065.57
Dilution Adjustment,0.965,-,-,-
Diluted Net Income,-2015.96,-2616.45,-2437.42,-3065.57
Diluted Weighted Average Shares,49.27,45.54,42.84,41.96
Diluted EPS Excluding Extraordinary Items,-40.92,-57.46,-56.9,-73.06
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-25.56,-58.77,-58.24,-73.06
