Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,430163,311115,315393,385925
"Revenue 430163 311115 315393 385925  Other Revenue, Total - - - -","Revenue 430163 311115 315393 385925  Other Revenue, Total - - - -","Revenue 430163 311115 315393 385925  Other Revenue, Total - - - -","Revenue 430163 311115 315393 385925  Other Revenue, Total - - - -","Revenue 430163 311115 315393 385925  Other Revenue, Total - - - -"
Revenue,430163,311115,315393,385925
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",397454,288321,295332,343101
Gross Profit,32709,22794,20061,42824
Total Operating Expenses,412046,300570,308378,359094
"Selling/General/Admin. Expenses, Total 14592 10906 11464 14413  Research & Development - 1343 1582 1620  Depreciation / Amortization 3195 3060 3281 -  Interest Expense (Income) - Net Operating -897 -879 -889 -  Unusual Expense (Income) - 21051 - -42  Other Operating Expenses, Total -2298 -2181 -2392 2","Selling/General/Admin. Expenses, Total 14592 10906 11464 14413  Research & Development - 1343 1582 1620  Depreciation / Amortization 3195 3060 3281 -  Interest Expense (Income) - Net Operating -897 -879 -889 -  Unusual Expense (Income) - 21051 - -42  Other Operating Expenses, Total -2298 -2181 -2392 2","Selling/General/Admin. Expenses, Total 14592 10906 11464 14413  Research & Development - 1343 1582 1620  Depreciation / Amortization 3195 3060 3281 -  Interest Expense (Income) - Net Operating -897 -879 -889 -  Unusual Expense (Income) - 21051 - -42  Other Operating Expenses, Total -2298 -2181 -2392 2","Selling/General/Admin. Expenses, Total 14592 10906 11464 14413  Research & Development - 1343 1582 1620  Depreciation / Amortization 3195 3060 3281 -  Interest Expense (Income) - Net Operating -897 -879 -889 -  Unusual Expense (Income) - 21051 - -42  Other Operating Expenses, Total -2298 -2181 -2392 2","Selling/General/Admin. Expenses, Total 14592 10906 11464 14413  Research & Development - 1343 1582 1620  Depreciation / Amortization 3195 3060 3281 -  Interest Expense (Income) - Net Operating -897 -879 -889 -  Unusual Expense (Income) - 21051 - -42  Other Operating Expenses, Total -2298 -2181 -2392 2"
"Selling/General/Admin. Expenses, Total",14592,10906,11464,14413
Research & Development,-,1343,1582,1620
Depreciation / Amortization,3195,3060,3281,-
Interest Expense (Income) - Net Operating,-897,-879,-889,-
Unusual Expense (Income),-,21051,-,-42
"Other Operating Expenses, Total",-2298,-2181,-2392,2
Operating Income,18117,10545,7015,26831
"Interest Income (Expense), Net Non-Operating",-,1053,1336,-7708
Gain (Loss) on Sale of Assets,602,417,413,363
"Other, Net",-3313,19386,-2273,-436
Net Income Before Taxes,20828,-9258,8875,19050
Provision for Income Taxes,5629,3569,882,7015
Net Income After Taxes,15199,-12827,7993,12035
Minority Interest,129,106,348,142
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,15187,-12629,7993,12177
Total Extraordinary Items,-,-,-,-
Net Income,15187,-12629,7993,12177
Total Adjustments to Net Income,-2100,-2100,-2100,-1575
Income Available to Common Excluding Extraordinary Items,13087,-14729,5893,10602
Dilution Adjustment,-,2100,-,-
Diluted Net Income,15187,-14729,7993,10602
Diluted Weighted Average Shares,980.35,258.97,974.72,784.92
Diluted EPS Excluding Extraordinary Items,15.49,-56.88,8.2,13.51
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,12.94,28.36,5.43,13.23
