Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,31189,27796,20851,37698
"Revenue 31189 27796 20851 37698  Other Revenue, Total - - - -","Revenue 31189 27796 20851 37698  Other Revenue, Total - - - -","Revenue 31189 27796 20851 37698  Other Revenue, Total - - - -","Revenue 31189 27796 20851 37698  Other Revenue, Total - - - -","Revenue 31189 27796 20851 37698  Other Revenue, Total - - - -"
Revenue,31189,27796,20851,37698
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",27939,25873,20681,32510
Gross Profit,3250,1923,170,5188
Total Operating Expenses,33685,31519,25382,37926
"Selling/General/Admin. Expenses, Total 5746 5562 4654 5416  Research & Development 1399 1595 - -  Depreciation / Amortization 1256 1313 - -  Interest Expense (Income) - Net Operating -155 -122 - -  Unusual Expense (Income) - 894 47 -  Other Operating Expenses, Total -2500 -2702 - -","Selling/General/Admin. Expenses, Total 5746 5562 4654 5416  Research & Development 1399 1595 - -  Depreciation / Amortization 1256 1313 - -  Interest Expense (Income) - Net Operating -155 -122 - -  Unusual Expense (Income) - 894 47 -  Other Operating Expenses, Total -2500 -2702 - -","Selling/General/Admin. Expenses, Total 5746 5562 4654 5416  Research & Development 1399 1595 - -  Depreciation / Amortization 1256 1313 - -  Interest Expense (Income) - Net Operating -155 -122 - -  Unusual Expense (Income) - 894 47 -  Other Operating Expenses, Total -2500 -2702 - -","Selling/General/Admin. Expenses, Total 5746 5562 4654 5416  Research & Development 1399 1595 - -  Depreciation / Amortization 1256 1313 - -  Interest Expense (Income) - Net Operating -155 -122 - -  Unusual Expense (Income) - 894 47 -  Other Operating Expenses, Total -2500 -2702 - -","Selling/General/Admin. Expenses, Total 5746 5562 4654 5416  Research & Development 1399 1595 - -  Depreciation / Amortization 1256 1313 - -  Interest Expense (Income) - Net Operating -155 -122 - -  Unusual Expense (Income) - 894 47 -  Other Operating Expenses, Total -2500 -2702 - -"
"Selling/General/Admin. Expenses, Total",5746,5562,4654,5416
Research & Development,1399,1595,-,-
Depreciation / Amortization,1256,1313,-,-
Interest Expense (Income) - Net Operating,-155,-122,-,-
Unusual Expense (Income),-,894,47,-
"Other Operating Expenses, Total",-2500,-2702,-,-
Operating Income,-2496,-3723,-4531,-228
"Interest Income (Expense), Net Non-Operating",-,233,-15,-97
Gain (Loss) on Sale of Assets,315,-372,-9,-16
"Other, Net",-372,962,68,50
Net Income Before Taxes,-2439,-4313,-4487,-291
Provision for Income Taxes,124,180,55,230
Net Income After Taxes,-2563,-4493,-4542,-521
Minority Interest,116,112,22,-72
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-2567,-4495,-4520,-593
Total Extraordinary Items,-,-,-,-
Net Income,-2567,-4495,-4520,-593
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,-2567,-4495,-4520,-594
Dilution Adjustment,-,-,-,-
Diluted Net Income,-2567,-4495,-4520,-594
Diluted Weighted Average Shares,6.39,6.39,6.39,6.39
Diluted EPS Excluding Extraordinary Items,-401.82,-703.58,-707.46,-92.97
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-253.43,-353.08,-701.76,-91.34
