Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3543475,2802323,2189512,2444870
"Revenue 3543475 2802323 2189512 2444870  Other Revenue, Total - - - -","Revenue 3543475 2802323 2189512 2444870  Other Revenue, Total - - - -","Revenue 3543475 2802323 2189512 2444870  Other Revenue, Total - - - -","Revenue 3543475 2802323 2189512 2444870  Other Revenue, Total - - - -","Revenue 3543475 2802323 2189512 2444870  Other Revenue, Total - - - -"
Revenue,3543475,2802323,2189512,2444870
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2504449,2022747,1608457,1749048
Gross Profit,1039026,779576,581055,695822
Total Operating Expenses,3045935,2485308,2015758,2194066
"Selling/General/Admin. Expenses, Total 546047 462561 406739 440792  Research & Development 90628 77478 73840 -  Depreciation / Amortization - 136346 - -  Interest Expense (Income) - Net Operating -32371 -12222 -13766 -  Unusual Expense (Income) - 1372 4402 6062  Other Operating Expenses, Total -62818 -201602 -59512 -1836","Selling/General/Admin. Expenses, Total 546047 462561 406739 440792  Research & Development 90628 77478 73840 -  Depreciation / Amortization - 136346 - -  Interest Expense (Income) - Net Operating -32371 -12222 -13766 -  Unusual Expense (Income) - 1372 4402 6062  Other Operating Expenses, Total -62818 -201602 -59512 -1836","Selling/General/Admin. Expenses, Total 546047 462561 406739 440792  Research & Development 90628 77478 73840 -  Depreciation / Amortization - 136346 - -  Interest Expense (Income) - Net Operating -32371 -12222 -13766 -  Unusual Expense (Income) - 1372 4402 6062  Other Operating Expenses, Total -62818 -201602 -59512 -1836","Selling/General/Admin. Expenses, Total 546047 462561 406739 440792  Research & Development 90628 77478 73840 -  Depreciation / Amortization - 136346 - -  Interest Expense (Income) - Net Operating -32371 -12222 -13766 -  Unusual Expense (Income) - 1372 4402 6062  Other Operating Expenses, Total -62818 -201602 -59512 -1836","Selling/General/Admin. Expenses, Total 546047 462561 406739 440792  Research & Development 90628 77478 73840 -  Depreciation / Amortization - 136346 - -  Interest Expense (Income) - Net Operating -32371 -12222 -13766 -  Unusual Expense (Income) - 1372 4402 6062  Other Operating Expenses, Total -62818 -201602 -59512 -1836"
"Selling/General/Admin. Expenses, Total",546047,462561,406739,440792
Research & Development,90628,77478,73840,-
Depreciation / Amortization,-,136346,-,-
Interest Expense (Income) - Net Operating,-32371,-12222,-13766,-
Unusual Expense (Income),-,1372,4402,6062
"Other Operating Expenses, Total",-62818,-201602,-59512,-1836
Operating Income,490685,317015,173754,250804
"Interest Income (Expense), Net Non-Operating",-,-6890,-7199,-30118
Gain (Loss) on Sale of Assets,-,737,-1999,-
"Other, Net",8961,-13548,10218,2428
Net Income Before Taxes,481724,329826,165535,223114
Provision for Income Taxes,135547,92578,46919,62873
Net Income After Taxes,346177,237248,118616,160241
Minority Interest,138314,123766,99728,-9840
Equity In Affiliates,-,5258,2760,3443
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,326398,224927,106237,153844
Total Extraordinary Items,-,-,-,-
Net Income,326398,224927,106237,153844
Total Adjustments to Net Income,-285,-244,-85,-
Income Available to Common Excluding Extraordinary Items,326113,224683,106152,153844
Dilution Adjustment,282.5,244.73,82.26,-75
Diluted Net Income,326115.5,224682.27,106154.74,153769
Diluted Weighted Average Shares,944.77,944.36,944.52,944.51
Diluted EPS Excluding Extraordinary Items,345.18,237.92,112.39,162.8
DPS - Common Stock Primary Issue,139,96,45,94
Diluted Normalized EPS,297.74,204.75,99.34,167.41
