Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,398371,352246,318352,305820
"Revenue 398371 352246 318352 305820  Other Revenue, Total - - - -","Revenue 398371 352246 318352 305820  Other Revenue, Total - - - -","Revenue 398371 352246 318352 305820  Other Revenue, Total - - - -","Revenue 398371 352246 318352 305820  Other Revenue, Total - - - -","Revenue 398371 352246 318352 305820  Other Revenue, Total - - - -"
Revenue,398371,352246,318352,305820
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",86915,87849,80440,79620
Gross Profit,311456,264397,237912,226200
Total Operating Expenses,317543,292191,267589,261050
"Selling/General/Admin. Expenses, Total 156092 135105 116525 106245  Research & Development 62896 57679 52312 53511  Depreciation / Amortization 18476 10503 10085 11071  Interest Expense (Income) - Net Operating -344 -4575 -964 -3980  Unusual Expense (Income) - 5367 8437 13266  Other Operating Expenses, Total -6492 263 754 1317","Selling/General/Admin. Expenses, Total 156092 135105 116525 106245  Research & Development 62896 57679 52312 53511  Depreciation / Amortization 18476 10503 10085 11071  Interest Expense (Income) - Net Operating -344 -4575 -964 -3980  Unusual Expense (Income) - 5367 8437 13266  Other Operating Expenses, Total -6492 263 754 1317","Selling/General/Admin. Expenses, Total 156092 135105 116525 106245  Research & Development 62896 57679 52312 53511  Depreciation / Amortization 18476 10503 10085 11071  Interest Expense (Income) - Net Operating -344 -4575 -964 -3980  Unusual Expense (Income) - 5367 8437 13266  Other Operating Expenses, Total -6492 263 754 1317","Selling/General/Admin. Expenses, Total 156092 135105 116525 106245  Research & Development 62896 57679 52312 53511  Depreciation / Amortization 18476 10503 10085 11071  Interest Expense (Income) - Net Operating -344 -4575 -964 -3980  Unusual Expense (Income) - 5367 8437 13266  Other Operating Expenses, Total -6492 263 754 1317","Selling/General/Admin. Expenses, Total 156092 135105 116525 106245  Research & Development 62896 57679 52312 53511  Depreciation / Amortization 18476 10503 10085 11071  Interest Expense (Income) - Net Operating -344 -4575 -964 -3980  Unusual Expense (Income) - 5367 8437 13266  Other Operating Expenses, Total -6492 263 754 1317"
"Selling/General/Admin. Expenses, Total",156092,135105,116525,106245
Research & Development,62896,57679,52312,53511
Depreciation / Amortization,18476,10503,10085,11071
Interest Expense (Income) - Net Operating,-344,-4575,-964,-3980
Unusual Expense (Income),-,5367,8437,13266
"Other Operating Expenses, Total",-6492,263,754,1317
Operating Income,80828,60055,50763,44770
"Interest Income (Expense), Net Non-Operating",-,6,936,-279
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",13255,-11,564,1
Net Income Before Taxes,67573,60050,52263,44492
Provision for Income Taxes,14000,7703,5236,6818
Net Income After Taxes,53573,52347,47027,37674
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,53573,52347,47027,37674
Total Extraordinary Items,-,-,-,29410
Net Income,53573,52347,47027,67084
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,53573,52347,47027,37674
Dilution Adjustment,-1.25,-,-,-
Diluted Net Income,53574.25,52347,47027,67084
Diluted Weighted Average Shares,537.57,537.51,537.48,539.01
Diluted EPS Excluding Extraordinary Items,99.66,97.39,87.5,69.89
DPS - Common Stock Primary Issue,51,46,44,42
Diluted Normalized EPS,102.25,106.09,101.62,90.74
