Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,22599,24578,15920.67,12077.41
"Revenue 22599 24578 15920.67 12077.41  Other Revenue, Total - - - -","Revenue 22599 24578 15920.67 12077.41  Other Revenue, Total - - - -","Revenue 22599 24578 15920.67 12077.41  Other Revenue, Total - - - -","Revenue 22599 24578 15920.67 12077.41  Other Revenue, Total - - - -","Revenue 22599 24578 15920.67 12077.41  Other Revenue, Total - - - -"
Revenue,22599,24578,15920.67,12077.41
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",18157,20435,13254.11,10414.13
Gross Profit,4442,4143,2666.57,1663.28
Total Operating Expenses,21785,23795,15714.6,11774.75
"Selling/General/Admin. Expenses, Total 3628 3359 2396.79 1315.24  Research & Development - 35 49.72 42.41  Depreciation / Amortization 249 226 - -  Interest Expense (Income) - Net Operating -35 -34 - -  Unusual Expense (Income) - -1.45 13.99 2.98  Other Operating Expenses, Total -231 -226 - -","Selling/General/Admin. Expenses, Total 3628 3359 2396.79 1315.24  Research & Development - 35 49.72 42.41  Depreciation / Amortization 249 226 - -  Interest Expense (Income) - Net Operating -35 -34 - -  Unusual Expense (Income) - -1.45 13.99 2.98  Other Operating Expenses, Total -231 -226 - -","Selling/General/Admin. Expenses, Total 3628 3359 2396.79 1315.24  Research & Development - 35 49.72 42.41  Depreciation / Amortization 249 226 - -  Interest Expense (Income) - Net Operating -35 -34 - -  Unusual Expense (Income) - -1.45 13.99 2.98  Other Operating Expenses, Total -231 -226 - -","Selling/General/Admin. Expenses, Total 3628 3359 2396.79 1315.24  Research & Development - 35 49.72 42.41  Depreciation / Amortization 249 226 - -  Interest Expense (Income) - Net Operating -35 -34 - -  Unusual Expense (Income) - -1.45 13.99 2.98  Other Operating Expenses, Total -231 -226 - -","Selling/General/Admin. Expenses, Total 3628 3359 2396.79 1315.24  Research & Development - 35 49.72 42.41  Depreciation / Amortization 249 226 - -  Interest Expense (Income) - Net Operating -35 -34 - -  Unusual Expense (Income) - -1.45 13.99 2.98  Other Operating Expenses, Total -231 -226 - -"
"Selling/General/Admin. Expenses, Total",3628,3359,2396.79,1315.24
Research & Development,-,35,49.72,42.41
Depreciation / Amortization,249,226,-,-
Interest Expense (Income) - Net Operating,-35,-34,-,-
Unusual Expense (Income),-,-1.45,13.99,2.98
"Other Operating Expenses, Total",-231,-226,-,-
Operating Income,814,783,206.08,302.66
"Interest Income (Expense), Net Non-Operating",-,17.27,342.91,-29.67
Gain (Loss) on Sale of Assets,54,22,-,45.91
"Other, Net",-107,-39,19.29,25.11
Net Income Before Taxes,867,800,568.28,344
Provision for Income Taxes,270,102,97.36,76.81
Net Income After Taxes,597,698,470.91,267.19
Minority Interest,44,41,-3.72,12.25
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,590,673,467.19,279.44
Total Extraordinary Items,-,-,-,-
Net Income,590,673,467.19,279.44
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,590,673,467.19,279.44
Dilution Adjustment,-0.746,-0.79,-,-
Diluted Net Income,590.75,673.79,467.19,279.44
Diluted Weighted Average Shares,7.56,7.67,7.6,7.43
Diluted EPS Excluding Extraordinary Items,78.14,87.83,61.48,37.61
DPS - Common Stock Primary Issue,10,9,6,4
Diluted Normalized EPS,72.98,60.21,69.92,38.21
