Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,10599,9864,10102.41,10690.8
"Revenue 10599 9864 10102.41 10690.8  Other Revenue, Total - - - -","Revenue 10599 9864 10102.41 10690.8  Other Revenue, Total - - - -","Revenue 10599 9864 10102.41 10690.8  Other Revenue, Total - - - -","Revenue 10599 9864 10102.41 10690.8  Other Revenue, Total - - - -","Revenue 10599 9864 10102.41 10690.8  Other Revenue, Total - - - -"
Revenue,10599,9864,10102.41,10690.8
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7349,6693,6914.94,7286.38
Gross Profit,3250,3171,3187.47,3404.41
Total Operating Expenses,10168,9490,9683.72,10288.61
"Selling/General/Admin. Expenses, Total 2819 2717 2691.11 2922.18  Research & Development - 161 - -  Depreciation / Amortization 314 309 77.67 80.05  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -313 -390 - -","Selling/General/Admin. Expenses, Total 2819 2717 2691.11 2922.18  Research & Development - 161 - -  Depreciation / Amortization 314 309 77.67 80.05  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -313 -390 - -","Selling/General/Admin. Expenses, Total 2819 2717 2691.11 2922.18  Research & Development - 161 - -  Depreciation / Amortization 314 309 77.67 80.05  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -313 -390 - -","Selling/General/Admin. Expenses, Total 2819 2717 2691.11 2922.18  Research & Development - 161 - -  Depreciation / Amortization 314 309 77.67 80.05  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -313 -390 - -","Selling/General/Admin. Expenses, Total 2819 2717 2691.11 2922.18  Research & Development - 161 - -  Depreciation / Amortization 314 309 77.67 80.05  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -313 -390 - -"
"Selling/General/Admin. Expenses, Total",2819,2717,2691.11,2922.18
Research & Development,-,161,-,-
Depreciation / Amortization,314,309,77.67,80.05
Interest Expense (Income) - Net Operating,-1,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-313,-390,-,-
Operating Income,431,374,418.69,402.19
"Interest Income (Expense), Net Non-Operating",-,23.83,21.56,26.17
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-25,-14,-3.83,-7.13
Net Income Before Taxes,456,388,436.42,421.22
Provision for Income Taxes,140,131,140.26,138.97
Net Income After Taxes,316,257,296.16,282.25
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,316,257,296.16,282.25
Total Extraordinary Items,-,-,-,-
Net Income,316,257,296.16,282.25
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,316,257,296.16,282.25
Dilution Adjustment,-,-,-,-
Diluted Net Income,316,257,296.16,282.25
Diluted Weighted Average Shares,5.53,5.8,5.82,5.87
Diluted EPS Excluding Extraordinary Items,57.13,44.33,50.86,48.06
DPS - Common Stock Primary Issue,-,15,15,15
Diluted Normalized EPS,53.33,41.83,50.86,48.06
