Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,18039,17158,16298.97,15856.69
"Revenue 18039 17158 16298.97 15856.69  Other Revenue, Total - - - -","Revenue 18039 17158 16298.97 15856.69  Other Revenue, Total - - - -","Revenue 18039 17158 16298.97 15856.69  Other Revenue, Total - - - -","Revenue 18039 17158 16298.97 15856.69  Other Revenue, Total - - - -","Revenue 18039 17158 16298.97 15856.69  Other Revenue, Total - - - -"
Revenue,18039,17158,16298.97,15856.69
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",16422,15461,14517.98,14482.62
Gross Profit,1617,1697,1781,1374.07
Total Operating Expenses,17099,16051,15087.31,15097.94
"Selling/General/Admin. Expenses, Total 677 590 568.42 567.72  Research & Development - - - -  Depreciation / Amortization 71 44 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.12 0.91 47.6  Other Operating Expenses, Total -71 -44 - -","Selling/General/Admin. Expenses, Total 677 590 568.42 567.72  Research & Development - - - -  Depreciation / Amortization 71 44 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.12 0.91 47.6  Other Operating Expenses, Total -71 -44 - -","Selling/General/Admin. Expenses, Total 677 590 568.42 567.72  Research & Development - - - -  Depreciation / Amortization 71 44 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.12 0.91 47.6  Other Operating Expenses, Total -71 -44 - -","Selling/General/Admin. Expenses, Total 677 590 568.42 567.72  Research & Development - - - -  Depreciation / Amortization 71 44 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.12 0.91 47.6  Other Operating Expenses, Total -71 -44 - -","Selling/General/Admin. Expenses, Total 677 590 568.42 567.72  Research & Development - - - -  Depreciation / Amortization 71 44 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.12 0.91 47.6  Other Operating Expenses, Total -71 -44 - -"
"Selling/General/Admin. Expenses, Total",677,590,568.42,567.72
Research & Development,-,-,-,-
Depreciation / Amortization,71,44,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,0.12,0.91,47.6
"Other Operating Expenses, Total",-71,-44,-,-
Operating Income,940,1107,1211.66,758.74
"Interest Income (Expense), Net Non-Operating",-,12.46,10.26,12.34
Gain (Loss) on Sale of Assets,-,0.11,0.46,-
"Other, Net",-63,-57,46.4,45.12
Net Income Before Taxes,1003,1164,1268.79,816.2
Provision for Income Taxes,315,364,401.99,276.38
Net Income After Taxes,688,800,866.79,539.82
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,688,800,866.79,539.82
Total Extraordinary Items,-,-,-,-
Net Income,688,800,866.79,539.82
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,688,800,866.79,539.82
Dilution Adjustment,-,-,-,-
Diluted Net Income,688,800,866.79,539.82
Diluted Weighted Average Shares,7.31,7.32,7.34,7.34
Diluted EPS Excluding Extraordinary Items,94.18,109.34,118.17,73.59
DPS - Common Stock Primary Issue,-,30,30,20
Diluted Normalized EPS,85.81,99.44,118.21,77.88
