Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,41552,38945,35865.04,40866.11
"Revenue 41552 38945 35865.04 40866.11  Other Revenue, Total - - - -","Revenue 41552 38945 35865.04 40866.11  Other Revenue, Total - - - -","Revenue 41552 38945 35865.04 40866.11  Other Revenue, Total - - - -","Revenue 41552 38945 35865.04 40866.11  Other Revenue, Total - - - -","Revenue 41552 38945 35865.04 40866.11  Other Revenue, Total - - - -"
Revenue,41552,38945,35865.04,40866.11
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",34360,31545,29172.27,33307.85
Gross Profit,7192,7400,6692.77,7558.26
Total Operating Expenses,40797,37501,34991.78,40089.37
"Selling/General/Admin. Expenses, Total 6437 5575 5453.82 6117.98  Research & Development - 259 254.31 258.36  Depreciation / Amortization 1509 1454 189.42 188.84  Interest Expense (Income) - Net Operating -172 -135 - -  Unusual Expense (Income) - 102.5 -78.04 216.34  Other Operating Expenses, Total -1337 -1197 - -","Selling/General/Admin. Expenses, Total 6437 5575 5453.82 6117.98  Research & Development - 259 254.31 258.36  Depreciation / Amortization 1509 1454 189.42 188.84  Interest Expense (Income) - Net Operating -172 -135 - -  Unusual Expense (Income) - 102.5 -78.04 216.34  Other Operating Expenses, Total -1337 -1197 - -","Selling/General/Admin. Expenses, Total 6437 5575 5453.82 6117.98  Research & Development - 259 254.31 258.36  Depreciation / Amortization 1509 1454 189.42 188.84  Interest Expense (Income) - Net Operating -172 -135 - -  Unusual Expense (Income) - 102.5 -78.04 216.34  Other Operating Expenses, Total -1337 -1197 - -","Selling/General/Admin. Expenses, Total 6437 5575 5453.82 6117.98  Research & Development - 259 254.31 258.36  Depreciation / Amortization 1509 1454 189.42 188.84  Interest Expense (Income) - Net Operating -172 -135 - -  Unusual Expense (Income) - 102.5 -78.04 216.34  Other Operating Expenses, Total -1337 -1197 - -","Selling/General/Admin. Expenses, Total 6437 5575 5453.82 6117.98  Research & Development - 259 254.31 258.36  Depreciation / Amortization 1509 1454 189.42 188.84  Interest Expense (Income) - Net Operating -172 -135 - -  Unusual Expense (Income) - 102.5 -78.04 216.34  Other Operating Expenses, Total -1337 -1197 - -"
"Selling/General/Admin. Expenses, Total",6437,5575,5453.82,6117.98
Research & Development,-,259,254.31,258.36
Depreciation / Amortization,1509,1454,189.42,188.84
Interest Expense (Income) - Net Operating,-172,-135,-,-
Unusual Expense (Income),-,102.5,-78.04,216.34
"Other Operating Expenses, Total",-1337,-1197,-,-
Operating Income,755,1444,873.27,776.75
"Interest Income (Expense), Net Non-Operating",-,-26.93,-33.52,-57.65
Gain (Loss) on Sale of Assets,-21,-37,213.25,-36.79
"Other, Net",-38,5,233,217.08
Net Income Before Taxes,814,1476,1285.98,899.39
Provision for Income Taxes,338,563,395.46,182.65
Net Income After Taxes,476,913,890.52,716.74
Minority Interest,303,327,34.67,9.1
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,519,960,925.19,725.84
Total Extraordinary Items,-,-,-,-
Net Income,519,960,925.19,725.84
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,519,960,925.19,725.84
Dilution Adjustment,-,-,-,-
Diluted Net Income,519,960,925.19,725.84
Diluted Weighted Average Shares,8.39,8.47,8.47,8.47
Diluted EPS Excluding Extraordinary Items,61.85,113.28,109.17,85.65
DPS - Common Stock Primary Issue,-,25,25,25
Diluted Normalized EPS,82.74,124.58,87.15,111.23
