Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,51605,51998,51443,55292
"Revenue 51605 51998 51443 55292  Other Revenue, Total - - - -","Revenue 51605 51998 51443 55292  Other Revenue, Total - - - -","Revenue 51605 51998 51443 55292  Other Revenue, Total - - - -","Revenue 51605 51998 51443 55292  Other Revenue, Total - - - -","Revenue 51605 51998 51443 55292  Other Revenue, Total - - - -"
Revenue,51605,51998,51443,55292
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",36356,34211,34149,35415
Gross Profit,15249,17787,17294,19877
Total Operating Expenses,50997,51377,50602,53207
"Selling/General/Admin. Expenses, Total 13085 15500 14644 16029  Research & Development - - - -  Depreciation / Amortization 2103 1587 1800 1790  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 77 7 -28  Other Operating Expenses, Total -546 2 2 1","Selling/General/Admin. Expenses, Total 13085 15500 14644 16029  Research & Development - - - -  Depreciation / Amortization 2103 1587 1800 1790  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 77 7 -28  Other Operating Expenses, Total -546 2 2 1","Selling/General/Admin. Expenses, Total 13085 15500 14644 16029  Research & Development - - - -  Depreciation / Amortization 2103 1587 1800 1790  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 77 7 -28  Other Operating Expenses, Total -546 2 2 1","Selling/General/Admin. Expenses, Total 13085 15500 14644 16029  Research & Development - - - -  Depreciation / Amortization 2103 1587 1800 1790  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 77 7 -28  Other Operating Expenses, Total -546 2 2 1","Selling/General/Admin. Expenses, Total 13085 15500 14644 16029  Research & Development - - - -  Depreciation / Amortization 2103 1587 1800 1790  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 77 7 -28  Other Operating Expenses, Total -546 2 2 1"
"Selling/General/Admin. Expenses, Total",13085,15500,14644,16029
Research & Development,-,-,-,-
Depreciation / Amortization,2103,1587,1800,1790
Interest Expense (Income) - Net Operating,-1,-,-,-
Unusual Expense (Income),-,77,7,-28
"Other Operating Expenses, Total",-546,2,2,1
Operating Income,608,621,841,2085
"Interest Income (Expense), Net Non-Operating",-,15,22,17
Gain (Loss) on Sale of Assets,-31,-53,-86,-60
"Other, Net",-206,449,476,76
Net Income Before Taxes,845,1032,1253,2118
Provision for Income Taxes,289,400,413,697
Net Income After Taxes,556,632,840,1421
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,556,632,840,1421
Total Extraordinary Items,-,-,-,-
Net Income,556,632,840,1421
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,556,632,839,1420
Dilution Adjustment,-,-,-,-
Diluted Net Income,556,632,839,1420
Diluted Weighted Average Shares,13.61,14.45,14.61,14.61
Diluted EPS Excluding Extraordinary Items,40.86,43.73,57.43,97.2
DPS - Common Stock Primary Issue,30,30,30,30
Diluted Normalized EPS,39.87,50.6,57.54,91.94
