Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,34401,30950,30564,32193
"Revenue 34401 30950 30564 32193  Other Revenue, Total - - - -","Revenue 34401 30950 30564 32193  Other Revenue, Total - - - -","Revenue 34401 30950 30564 32193  Other Revenue, Total - - - -","Revenue 34401 30950 30564 32193  Other Revenue, Total - - - -","Revenue 34401 30950 30564 32193  Other Revenue, Total - - - -"
Revenue,34401,30950,30564,32193
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",18563,16627,16571,17018
Gross Profit,15838,14323,13993,15175
Total Operating Expenses,34854,31800,36306,31960
"Selling/General/Admin. Expenses, Total 14282 13118 13905 14691  Research & Development - - - 8  Depreciation / Amortization 1855 1809 2413 -  Interest Expense (Income) - Net Operating -54 - - -  Unusual Expense (Income) - 246 3417 243  Other Operating Expenses, Total 208 - - -","Selling/General/Admin. Expenses, Total 14282 13118 13905 14691  Research & Development - - - 8  Depreciation / Amortization 1855 1809 2413 -  Interest Expense (Income) - Net Operating -54 - - -  Unusual Expense (Income) - 246 3417 243  Other Operating Expenses, Total 208 - - -","Selling/General/Admin. Expenses, Total 14282 13118 13905 14691  Research & Development - - - 8  Depreciation / Amortization 1855 1809 2413 -  Interest Expense (Income) - Net Operating -54 - - -  Unusual Expense (Income) - 246 3417 243  Other Operating Expenses, Total 208 - - -","Selling/General/Admin. Expenses, Total 14282 13118 13905 14691  Research & Development - - - 8  Depreciation / Amortization 1855 1809 2413 -  Interest Expense (Income) - Net Operating -54 - - -  Unusual Expense (Income) - 246 3417 243  Other Operating Expenses, Total 208 - - -","Selling/General/Admin. Expenses, Total 14282 13118 13905 14691  Research & Development - - - 8  Depreciation / Amortization 1855 1809 2413 -  Interest Expense (Income) - Net Operating -54 - - -  Unusual Expense (Income) - 246 3417 243  Other Operating Expenses, Total 208 - - -"
"Selling/General/Admin. Expenses, Total",14282,13118,13905,14691
Research & Development,-,-,-,8
Depreciation / Amortization,1855,1809,2413,-
Interest Expense (Income) - Net Operating,-54,-,-,-
Unusual Expense (Income),-,246,3417,243
"Other Operating Expenses, Total",208,-,-,-
Operating Income,-453,-850,-5742,233
"Interest Income (Expense), Net Non-Operating",-,1444,725,-75
Gain (Loss) on Sale of Assets,48,-173,-,-
"Other, Net",189,137,17,8
Net Income Before Taxes,-690,558,-5000,166
Provision for Income Taxes,-147,169,129,697
Net Income After Taxes,-543,389,-5129,-531
Minority Interest,198,-10,109,11
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-571,379,-5020,-520
Total Extraordinary Items,-,-,-,-
Net Income,-571,379,-5020,-520
Total Adjustments to Net Income,-,-,-,1
Income Available to Common Excluding Extraordinary Items,-571,379,-5020,-519
Dilution Adjustment,-,-,-,-
Diluted Net Income,-571,379,-5020,-519
Diluted Weighted Average Shares,71.45,71.85,65.24,64.55
Diluted EPS Excluding Extraordinary Items,-7.99,5.27,-76.95,-8.04
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-5.58,10.33,-39.38,0.63
