Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5864,4683,4079.32,4720.38
"Revenue 5864 4683 4079.32 4720.38  Other Revenue, Total - - - -","Revenue 5864 4683 4079.32 4720.38  Other Revenue, Total - - - -","Revenue 5864 4683 4079.32 4720.38  Other Revenue, Total - - - -","Revenue 5864 4683 4079.32 4720.38  Other Revenue, Total - - - -","Revenue 5864 4683 4079.32 4720.38  Other Revenue, Total - - - -"
Revenue,5864,4683,4079.32,4720.38
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3547,2720,2517.5,3111.38
Gross Profit,2317,1963,1561.82,1609
Total Operating Expenses,5758,4492,3825.15,4384.63
"Selling/General/Admin. Expenses, Total 2211 1772 1244.42 1216.46  Research & Development - 12 63.23 56.79  Depreciation / Amortization 115 36 - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 137.51 - -  Other Operating Expenses, Total -112 -48 - -","Selling/General/Admin. Expenses, Total 2211 1772 1244.42 1216.46  Research & Development - 12 63.23 56.79  Depreciation / Amortization 115 36 - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 137.51 - -  Other Operating Expenses, Total -112 -48 - -","Selling/General/Admin. Expenses, Total 2211 1772 1244.42 1216.46  Research & Development - 12 63.23 56.79  Depreciation / Amortization 115 36 - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 137.51 - -  Other Operating Expenses, Total -112 -48 - -","Selling/General/Admin. Expenses, Total 2211 1772 1244.42 1216.46  Research & Development - 12 63.23 56.79  Depreciation / Amortization 115 36 - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 137.51 - -  Other Operating Expenses, Total -112 -48 - -","Selling/General/Admin. Expenses, Total 2211 1772 1244.42 1216.46  Research & Development - 12 63.23 56.79  Depreciation / Amortization 115 36 - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 137.51 - -  Other Operating Expenses, Total -112 -48 - -"
"Selling/General/Admin. Expenses, Total",2211,1772,1244.42,1216.46
Research & Development,-,12,63.23,56.79
Depreciation / Amortization,115,36,-,-
Interest Expense (Income) - Net Operating,-3,-,-,-
Unusual Expense (Income),-,137.51,-,-
"Other Operating Expenses, Total",-112,-48,-,-
Operating Income,106,191,254.16,335.75
"Interest Income (Expense), Net Non-Operating",-,-7.32,-2.8,0.12
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",19,75,24.68,-8.54
Net Income Before Taxes,87,116,276.04,327.33
Provision for Income Taxes,64,60,102.63,114.72
Net Income After Taxes,23,56,173.41,212.62
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,23,56,173.41,212.62
Total Extraordinary Items,-,-,-,-
Net Income,23,56,173.41,212.62
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,23,56,173.41,212.62
Dilution Adjustment,-0.764,-,-,-
Diluted Net Income,23.76,56,173.41,212.62
Diluted Weighted Average Shares,3.83,3.77,3.77,3.16
Diluted EPS Excluding Extraordinary Items,6.1,14.85,45.99,67.36
DPS - Common Stock Primary Issue,10,10,10,1.75
Diluted Normalized EPS,17.94,41.93,45.99,67.36
