Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1686796,1812521,1630193,1534045
"Revenue 1686796 1812521 1630193 1534045  Other Revenue, Total - - - -","Revenue 1686796 1812521 1630193 1534045  Other Revenue, Total - - - -","Revenue 1686796 1812521 1630193 1534045  Other Revenue, Total - - - -","Revenue 1686796 1812521 1630193 1534045  Other Revenue, Total - - - -","Revenue 1686796 1812521 1630193 1534045  Other Revenue, Total - - - -"
Revenue,1686796,1812521,1630193,1534045
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1010948,1044292,1007992,952583
Gross Profit,675848,768229,622201,581462
Total Operating Expenses,1388909,1388461,1316953,1280798
"Selling/General/Admin. Expenses, Total 253722 232872 207234 205832  Research & Development 124239 111297 101727 102486  Depreciation / Amortization 161276 155583 143074 -  Interest Expense (Income) - Net Operating -335 -318 -384 -  Unusual Expense (Income) - - 5085 23755  Other Operating Expenses, Total -160941 -155265 -142690 -3858","Selling/General/Admin. Expenses, Total 253722 232872 207234 205832  Research & Development 124239 111297 101727 102486  Depreciation / Amortization 161276 155583 143074 -  Interest Expense (Income) - Net Operating -335 -318 -384 -  Unusual Expense (Income) - - 5085 23755  Other Operating Expenses, Total -160941 -155265 -142690 -3858","Selling/General/Admin. Expenses, Total 253722 232872 207234 205832  Research & Development 124239 111297 101727 102486  Depreciation / Amortization 161276 155583 143074 -  Interest Expense (Income) - Net Operating -335 -318 -384 -  Unusual Expense (Income) - - 5085 23755  Other Operating Expenses, Total -160941 -155265 -142690 -3858","Selling/General/Admin. Expenses, Total 253722 232872 207234 205832  Research & Development 124239 111297 101727 102486  Depreciation / Amortization 161276 155583 143074 -  Interest Expense (Income) - Net Operating -335 -318 -384 -  Unusual Expense (Income) - - 5085 23755  Other Operating Expenses, Total -160941 -155265 -142690 -3858","Selling/General/Admin. Expenses, Total 253722 232872 207234 205832  Research & Development 124239 111297 101727 102486  Depreciation / Amortization 161276 155583 143074 -  Interest Expense (Income) - Net Operating -335 -318 -384 -  Unusual Expense (Income) - - 5085 23755  Other Operating Expenses, Total -160941 -155265 -142690 -3858"
"Selling/General/Admin. Expenses, Total",253722,232872,207234,205832
Research & Development,124239,111297,101727,102486
Depreciation / Amortization,161276,155583,143074,-
Interest Expense (Income) - Net Operating,-335,-318,-384,-
Unusual Expense (Income),-,-,5085,23755
"Other Operating Expenses, Total",-160941,-155265,-142690,-3858
Operating Income,297887,424060,313240,253247
"Interest Income (Expense), Net Non-Operating",-,1138,-8954,-109
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-17008,-8642,-3177,894
Net Income Before Taxes,314895,432702,316417,254032
Provision for Income Taxes,61500,118823,79392,71050
Net Income After Taxes,253395,313879,237025,182982
Minority Interest,-35,316,840,30
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,253690,314124,237057,183012
Total Extraordinary Items,-,-,-,-
Net Income,253690,314124,237057,183012
Total Adjustments to Net Income,-5,-5,-4,-4
Income Available to Common Excluding Extraordinary Items,253685,314119,237053,183008
Dilution Adjustment,5,5,4,-
Diluted Net Income,253685,314119,237053,183008
Diluted Weighted Average Shares,632.12,639.82,639.8,639.78
Diluted EPS Excluding Extraordinary Items,401.33,490.95,370.51,286.05
DPS - Common Stock Primary Issue,150,130,115,97
Diluted Normalized EPS,311.82,423.06,309.15,312.79
