Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,938098,865166,747559,831034
"Revenue 938098 865166 747559 831034  Other Revenue, Total - - - -","Revenue 938098 865166 747559 831034  Other Revenue, Total - - - -","Revenue 938098 865166 747559 831034  Other Revenue, Total - - - -","Revenue 938098 865166 747559 831034  Other Revenue, Total - - - -","Revenue 938098 865166 747559 831034  Other Revenue, Total - - - -"
Revenue,938098,865166,747559,831034
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",747033,695440,621318,677511
Gross Profit,191065,169726,126241,153523
Total Operating Expenses,908357,840392,744721,807430
"Selling/General/Admin. Expenses, Total 159319 120139 103391 107121  Research & Development - 14583 13110 14383  Depreciation / Amortization 58376 56558 54527 8734  Interest Expense (Income) - Net Operating -3380 -2573 -2739 -1011  Unusual Expense (Income) - - -2151 -  Other Operating Expenses, Total -44703 -43755 -44886 692","Selling/General/Admin. Expenses, Total 159319 120139 103391 107121  Research & Development - 14583 13110 14383  Depreciation / Amortization 58376 56558 54527 8734  Interest Expense (Income) - Net Operating -3380 -2573 -2739 -1011  Unusual Expense (Income) - - -2151 -  Other Operating Expenses, Total -44703 -43755 -44886 692","Selling/General/Admin. Expenses, Total 159319 120139 103391 107121  Research & Development - 14583 13110 14383  Depreciation / Amortization 58376 56558 54527 8734  Interest Expense (Income) - Net Operating -3380 -2573 -2739 -1011  Unusual Expense (Income) - - -2151 -  Other Operating Expenses, Total -44703 -43755 -44886 692","Selling/General/Admin. Expenses, Total 159319 120139 103391 107121  Research & Development - 14583 13110 14383  Depreciation / Amortization 58376 56558 54527 8734  Interest Expense (Income) - Net Operating -3380 -2573 -2739 -1011  Unusual Expense (Income) - - -2151 -  Other Operating Expenses, Total -44703 -43755 -44886 692","Selling/General/Admin. Expenses, Total 159319 120139 103391 107121  Research & Development - 14583 13110 14383  Depreciation / Amortization 58376 56558 54527 8734  Interest Expense (Income) - Net Operating -3380 -2573 -2739 -1011  Unusual Expense (Income) - - -2151 -  Other Operating Expenses, Total -44703 -43755 -44886 692"
"Selling/General/Admin. Expenses, Total",159319,120139,103391,107121
Research & Development,-,14583,13110,14383
Depreciation / Amortization,58376,56558,54527,8734
Interest Expense (Income) - Net Operating,-3380,-2573,-2739,-1011
Unusual Expense (Income),-,-,-2151,-
"Other Operating Expenses, Total",-44703,-43755,-44886,692
Operating Income,29741,24774,2838,23604
"Interest Income (Expense), Net Non-Operating",-,86,-975,461
Gain (Loss) on Sale of Assets,-,9802,-,-
"Other, Net",-2184,-14543,-3051,-
Net Income Before Taxes,31925,29515,5889,24065
Provision for Income Taxes,13264,11851,6637,5956
Net Income After Taxes,18661,17664,-748,18109
Minority Interest,18511,19659,19052,-696
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,18412,16587,355,17413
Total Extraordinary Items,-,-,-,-
Net Income,18412,16587,355,17413
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,18412,16587,355,17412
Dilution Adjustment,-1.64,-,0.303,-
Diluted Net Income,18413.64,16587,354.7,17412
Diluted Weighted Average Shares,514.78,514.17,514.05,513.53
Diluted EPS Excluding Extraordinary Items,35.77,32.26,0.69,33.91
DPS - Common Stock Primary Issue,30,25,20,30
Diluted Normalized EPS,38.28,32.86,9.31,33.91
