Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,284135,253781,182857,141083
"Revenue 284135 253781 182857 141083  Other Revenue, Total - - - -","Revenue 284135 253781 182857 141083  Other Revenue, Total - - - -","Revenue 284135 253781 182857 141083  Other Revenue, Total - - - -","Revenue 284135 253781 182857 141083  Other Revenue, Total - - - -","Revenue 284135 253781 182857 141083  Other Revenue, Total - - - -"
Revenue,284135,253781,182857,141083
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",99629,99769,75973,56290
Gross Profit,184506,154012,106884,84793
Total Operating Expenses,173757,162313,129966,104914
"Selling/General/Admin. Expenses, Total 74093 42609 36196 32350  Research & Development - 19889 17580 15991  Depreciation / Amortization 10371 8551 54 46  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 124 161 236  Other Operating Expenses, Total -10336 -8505 2 1","Selling/General/Admin. Expenses, Total 74093 42609 36196 32350  Research & Development - 19889 17580 15991  Depreciation / Amortization 10371 8551 54 46  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 124 161 236  Other Operating Expenses, Total -10336 -8505 2 1","Selling/General/Admin. Expenses, Total 74093 42609 36196 32350  Research & Development - 19889 17580 15991  Depreciation / Amortization 10371 8551 54 46  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 124 161 236  Other Operating Expenses, Total -10336 -8505 2 1","Selling/General/Admin. Expenses, Total 74093 42609 36196 32350  Research & Development - 19889 17580 15991  Depreciation / Amortization 10371 8551 54 46  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 124 161 236  Other Operating Expenses, Total -10336 -8505 2 1","Selling/General/Admin. Expenses, Total 74093 42609 36196 32350  Research & Development - 19889 17580 15991  Depreciation / Amortization 10371 8551 54 46  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 124 161 236  Other Operating Expenses, Total -10336 -8505 2 1"
"Selling/General/Admin. Expenses, Total",74093,42609,36196,32350
Research & Development,-,19889,17580,15991
Depreciation / Amortization,10371,8551,54,46
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,124,161,236
"Other Operating Expenses, Total",-10336,-8505,2,1
Operating Income,110378,91468,52891,36169
"Interest Income (Expense), Net Non-Operating",-,-563,-112,1299
Gain (Loss) on Sale of Assets,575,-74,-34,199
"Other, Net",-2981,-708,689,610
Net Income Before Taxes,112784,92250,53434,38277
Provision for Income Taxes,29871,25997,14286,10572
Net Income After Taxes,82913,66253,39148,27705
Minority Interest,245,269,-56,-50
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,82891,66206,39092,27655
Total Extraordinary Items,-,-,-,-
Net Income,82891,66206,39092,27655
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,82891,66206,39091,27653
Dilution Adjustment,0.09,1.56,0.987,-
Diluted Net Income,82890.91,66204.44,39090.01,27653
Diluted Weighted Average Shares,108.64,108.61,108.5,108.36
Diluted EPS Excluding Extraordinary Items,762.98,609.55,360.27,255.19
DPS - Common Stock Primary Issue,305.33,269.33,225.67,146
Diluted Normalized EPS,646.07,531.55,1084.8,766.32
