Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,243476,193392,181356,183428
"Revenue - 193392 181356 183428  Other Revenue, Total - - - -","Revenue - 193392 181356 183428  Other Revenue, Total - - - -","Revenue - 193392 181356 183428  Other Revenue, Total - - - -","Revenue - 193392 181356 183428  Other Revenue, Total - - - -","Revenue - 193392 181356 183428  Other Revenue, Total - - - -"
Revenue,-,193392,181356,183428
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,179693,167776,167044
Gross Profit,13161,13699,13580,16384
Total Operating Expenses,241805,189253,175968,177397
"Selling/General/Admin. Expenses, Total - 9167 7789 9969  Research & Development - 716 730 -  Depreciation / Amortization 3021 3073 3213 393  Interest Expense (Income) - Net Operating - -21 -29 -  Unusual Expense (Income) - 96 -144 -11  Other Operating Expenses, Total -3307 -3375 -3511 2","Selling/General/Admin. Expenses, Total - 9167 7789 9969  Research & Development - 716 730 -  Depreciation / Amortization 3021 3073 3213 393  Interest Expense (Income) - Net Operating - -21 -29 -  Unusual Expense (Income) - 96 -144 -11  Other Operating Expenses, Total -3307 -3375 -3511 2","Selling/General/Admin. Expenses, Total - 9167 7789 9969  Research & Development - 716 730 -  Depreciation / Amortization 3021 3073 3213 393  Interest Expense (Income) - Net Operating - -21 -29 -  Unusual Expense (Income) - 96 -144 -11  Other Operating Expenses, Total -3307 -3375 -3511 2","Selling/General/Admin. Expenses, Total - 9167 7789 9969  Research & Development - 716 730 -  Depreciation / Amortization 3021 3073 3213 393  Interest Expense (Income) - Net Operating - -21 -29 -  Unusual Expense (Income) - 96 -144 -11  Other Operating Expenses, Total -3307 -3375 -3511 2","Selling/General/Admin. Expenses, Total - 9167 7789 9969  Research & Development - 716 730 -  Depreciation / Amortization 3021 3073 3213 393  Interest Expense (Income) - Net Operating - -21 -29 -  Unusual Expense (Income) - 96 -144 -11  Other Operating Expenses, Total -3307 -3375 -3511 2"
"Selling/General/Admin. Expenses, Total",-,9167,7789,9969
Research & Development,-,716,730,-
Depreciation / Amortization,3021,3073,3213,393
Interest Expense (Income) - Net Operating,-,-21,-29,-
Unusual Expense (Income),-,96,-144,-11
"Other Operating Expenses, Total",-3307,-3375,-3511,2
Operating Income,1671,4139,5388,6031
"Interest Income (Expense), Net Non-Operating",-,357,215,369
Gain (Loss) on Sale of Assets,55,109,4,27
"Other, Net",532,-545,-128,233
Net Income Before Taxes,1084,4575,5512,6660
Provision for Income Taxes,250,1360,1723,1916
Net Income After Taxes,-,3215,3789,4744
Minority Interest,-,220,660,-12
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,3211,3782,4732
Total Extraordinary Items,-,-,-,-
Net Income,827,3211,3782,4732
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-,3211,3782,4732
Dilution Adjustment,-,-,-,-
Diluted Net Income,827,3211,3782,4732
Diluted Weighted Average Shares,-,30,30.02,30.25
Diluted EPS Excluding Extraordinary Items,-,107.04,126,156.42
DPS - Common Stock Primary Issue,-,32,28,26
Diluted Normalized EPS,43.48,94.92,119.37,155.53
