Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3713767,3586839,3589702,3857797
"Revenue 3713767 3586839 3589702 3857797  Other Revenue, Total - - - -","Revenue 3713767 3586839 3589702 3857797  Other Revenue, Total - - - -","Revenue 3713767 3586839 3589702 3857797  Other Revenue, Total - - - -","Revenue 3713767 3586839 3589702 3857797  Other Revenue, Total - - - -","Revenue 3713767 3586839 3589702 3857797  Other Revenue, Total - - - -"
Revenue,3713767,3586839,3589702,3857797
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2569685,2468188,2509454,2748479
Gross Profit,1144082,1118651,1080248,1109318
Total Operating Expenses,3378153,3326832,3323378,3646314
"Selling/General/Admin. Expenses, Total 852974 852775 834519 864685  Research & Development - 105300 - -  Depreciation / Amortization 179228 186376 - -  Interest Expense (Income) - Net Operating -6862 -2955 - -  Unusual Expense (Income) - - -19567 25453  Other Operating Expenses, Total -272009 -282852 -1028 7697","Selling/General/Admin. Expenses, Total 852974 852775 834519 864685  Research & Development - 105300 - -  Depreciation / Amortization 179228 186376 - -  Interest Expense (Income) - Net Operating -6862 -2955 - -  Unusual Expense (Income) - - -19567 25453  Other Operating Expenses, Total -272009 -282852 -1028 7697","Selling/General/Admin. Expenses, Total 852974 852775 834519 864685  Research & Development - 105300 - -  Depreciation / Amortization 179228 186376 - -  Interest Expense (Income) - Net Operating -6862 -2955 - -  Unusual Expense (Income) - - -19567 25453  Other Operating Expenses, Total -272009 -282852 -1028 7697","Selling/General/Admin. Expenses, Total 852974 852775 834519 864685  Research & Development - 105300 - -  Depreciation / Amortization 179228 186376 - -  Interest Expense (Income) - Net Operating -6862 -2955 - -  Unusual Expense (Income) - - -19567 25453  Other Operating Expenses, Total -272009 -282852 -1028 7697","Selling/General/Admin. Expenses, Total 852974 852775 834519 864685  Research & Development - 105300 - -  Depreciation / Amortization 179228 186376 - -  Interest Expense (Income) - Net Operating -6862 -2955 - -  Unusual Expense (Income) - - -19567 25453  Other Operating Expenses, Total -272009 -282852 -1028 7697"
"Selling/General/Admin. Expenses, Total",852974,852775,834519,864685
Research & Development,-,105300,-,-
Depreciation / Amortization,179228,186376,-,-
Interest Expense (Income) - Net Operating,-6862,-2955,-,-
Unusual Expense (Income),-,-,-19567,25453
"Other Operating Expenses, Total",-272009,-282852,-1028,7697
Operating Income,335614,260007,266324,211483
"Interest Income (Expense), Net Non-Operating",-,20785,17437,15850
Gain (Loss) on Sale of Assets,-,15720,-,-
"Other, Net",-36262,4301,8094,1231
Net Income Before Taxes,371876,239986,291855,228564
Provision for Income Taxes,127011,26845,78332,68238
Net Income After Taxes,244865,213141,213523,160326
Minority Interest,149988,125036,-10823,-284
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,215182,182691,202700,160042
Total Extraordinary Items,-,-,-,-
Net Income,215182,182691,202700,160042
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,215182,182691,202700,160042
Dilution Adjustment,0.679,1.09,-,-
Diluted Net Income,215181.32,182689.91,202700,160042
Diluted Weighted Average Shares,194.66,197.94,200.17,202.39
Diluted EPS Excluding Extraordinary Items,1105.41,922.97,1012.63,790.76
DPS - Common Stock Primary Issue,240,220,200,180
Diluted Normalized EPS,1041.5,771.34,941.12,878.97
