Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,242055,214514,174628,191501
"Revenue 242055 214514 174628 191501  Other Revenue, Total - - - -","Revenue 242055 214514 174628 191501  Other Revenue, Total - - - -","Revenue 242055 214514 174628 191501  Other Revenue, Total - - - -","Revenue 242055 214514 174628 191501  Other Revenue, Total - - - -","Revenue 242055 214514 174628 191501  Other Revenue, Total - - - -"
Revenue,242055,214514,174628,191501
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",185257,160429,125095,139564
Gross Profit,56798,54085,49533,51937
Total Operating Expenses,221498,194165,156916,170629
"Selling/General/Admin. Expenses, Total 33795 31684 29748 29983  Research & Development - 3453 - -  Depreciation / Amortization 7149 6487 1793 1102  Interest Expense (Income) - Net Operating -275 -185 - -  Unusual Expense (Income) - 224 279 -22  Other Operating Expenses, Total -8425 -7703 1 2","Selling/General/Admin. Expenses, Total 33795 31684 29748 29983  Research & Development - 3453 - -  Depreciation / Amortization 7149 6487 1793 1102  Interest Expense (Income) - Net Operating -275 -185 - -  Unusual Expense (Income) - 224 279 -22  Other Operating Expenses, Total -8425 -7703 1 2","Selling/General/Admin. Expenses, Total 33795 31684 29748 29983  Research & Development - 3453 - -  Depreciation / Amortization 7149 6487 1793 1102  Interest Expense (Income) - Net Operating -275 -185 - -  Unusual Expense (Income) - 224 279 -22  Other Operating Expenses, Total -8425 -7703 1 2","Selling/General/Admin. Expenses, Total 33795 31684 29748 29983  Research & Development - 3453 - -  Depreciation / Amortization 7149 6487 1793 1102  Interest Expense (Income) - Net Operating -275 -185 - -  Unusual Expense (Income) - 224 279 -22  Other Operating Expenses, Total -8425 -7703 1 2","Selling/General/Admin. Expenses, Total 33795 31684 29748 29983  Research & Development - 3453 - -  Depreciation / Amortization 7149 6487 1793 1102  Interest Expense (Income) - Net Operating -275 -185 - -  Unusual Expense (Income) - 224 279 -22  Other Operating Expenses, Total -8425 -7703 1 2"
"Selling/General/Admin. Expenses, Total",33795,31684,29748,29983
Research & Development,-,3453,-,-
Depreciation / Amortization,7149,6487,1793,1102
Interest Expense (Income) - Net Operating,-275,-185,-,-
Unusual Expense (Income),-,224,279,-22
"Other Operating Expenses, Total",-8425,-7703,1,2
Operating Income,20557,20349,17712,20872
"Interest Income (Expense), Net Non-Operating",-,889,788,634
Gain (Loss) on Sale of Assets,230,517,-,-93
"Other, Net",1771,-1782,-341,-58
Net Income Before Taxes,18556,21614,18159,21355
Provision for Income Taxes,7630,7226,6171,7187
Net Income After Taxes,10926,14388,11988,14168
Minority Interest,12848,17489,-1228,-1434
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,10059,13117,10760,12734
Total Extraordinary Items,-,-,-,-
Net Income,10059,13117,10760,12734
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,10059,13117,10759,12732
Dilution Adjustment,0.075,-0.562,-,-
Diluted Net Income,10058.92,13117.56,10759,12732
Diluted Weighted Average Shares,63.98,65.32,65.32,65.32
Diluted EPS Excluding Extraordinary Items,157.21,200.82,164.72,194.92
DPS - Common Stock Primary Issue,-,108,107,106
Diluted Normalized EPS,199.95,184.55,167.54,195.64
