Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,4110070,3246057,2695224,3507243
"Revenue 4110070 3246057 2695224 3507243  Other Revenue, Total - - - -","Revenue 4110070 3246057 2695224 3507243  Other Revenue, Total - - - -","Revenue 4110070 3246057 2695224 3507243  Other Revenue, Total - - - -","Revenue 4110070 3246057 2695224 3507243  Other Revenue, Total - - - -","Revenue 4110070 3246057 2695224 3507243  Other Revenue, Total - - - -"
Revenue,4110070,3246057,2695224,3507243
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2516821,1929612,1681514,2182554
Gross Profit,1593249,1316445,1013710,1324689
Total Operating Expenses,3668771,2869258,2650932,3157907
"Selling/General/Admin. Expenses, Total 944925 743355 673466 802624  Research & Development 112192 95480 87287 106202  Depreciation / Amortization 282108 89785 86652 89534  Interest Expense (Income) - Net Operating -17163 - - -  Unusual Expense (Income) - 15490 120570 -17261  Other Operating Expenses, Total -183369 -4464 1443 -5746","Selling/General/Admin. Expenses, Total 944925 743355 673466 802624  Research & Development 112192 95480 87287 106202  Depreciation / Amortization 282108 89785 86652 89534  Interest Expense (Income) - Net Operating -17163 - - -  Unusual Expense (Income) - 15490 120570 -17261  Other Operating Expenses, Total -183369 -4464 1443 -5746","Selling/General/Admin. Expenses, Total 944925 743355 673466 802624  Research & Development 112192 95480 87287 106202  Depreciation / Amortization 282108 89785 86652 89534  Interest Expense (Income) - Net Operating -17163 - - -  Unusual Expense (Income) - 15490 120570 -17261  Other Operating Expenses, Total -183369 -4464 1443 -5746","Selling/General/Admin. Expenses, Total 944925 743355 673466 802624  Research & Development 112192 95480 87287 106202  Depreciation / Amortization 282108 89785 86652 89534  Interest Expense (Income) - Net Operating -17163 - - -  Unusual Expense (Income) - 15490 120570 -17261  Other Operating Expenses, Total -183369 -4464 1443 -5746","Selling/General/Admin. Expenses, Total 944925 743355 673466 802624  Research & Development 112192 95480 87287 106202  Depreciation / Amortization 282108 89785 86652 89534  Interest Expense (Income) - Net Operating -17163 - - -  Unusual Expense (Income) - 15490 120570 -17261  Other Operating Expenses, Total -183369 -4464 1443 -5746"
"Selling/General/Admin. Expenses, Total",944925,743355,673466,802624
Research & Development,112192,95480,87287,106202
Depreciation / Amortization,282108,89785,86652,89534
Interest Expense (Income) - Net Operating,-17163,-,-,-
Unusual Expense (Income),-,15490,120570,-17261
"Other Operating Expenses, Total",-183369,-4464,1443,-5746
Operating Income,454556,376799,44292,349336
"Interest Income (Expense), Net Non-Operating",-,4732,-10888,-6418
Gain (Loss) on Sale of Assets,11670,-,-,30608
"Other, Net",19429,-3937,-5992,-7408
Net Income Before Taxes,423457,377594,27412,335510
Provision for Income Taxes,112452,63234,43631,89219
Net Income After Taxes,311005,314360,-16219,246291
Minority Interest,46651,-6491,-3571,-6179
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,305508,307869,-19790,240112
Total Extraordinary Items,-5141,86168,-3511,-
Net Income,300367,394037,-23301,240112
Total Adjustments to Net Income,5141,-,1,-1
Income Available to Common Excluding Extraordinary Items,305508,307869,-19790,240111
Dilution Adjustment,-5141.28,-,-,-
Diluted Net Income,305508.28,394037,-23301,240111
Diluted Weighted Average Shares,707.69,705.26,704.11,723.75
Diluted EPS Excluding Extraordinary Items,431.7,436.53,-28.11,331.76
DPS - Common Stock Primary Issue,175,170,110,160
Diluted Normalized EPS,384.39,454.82,83.2,314.25
