Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,7545,7426,7251,11115
"Revenue 7545 7426 7251 11115  Other Revenue, Total - - - -","Revenue 7545 7426 7251 11115  Other Revenue, Total - - - -","Revenue 7545 7426 7251 11115  Other Revenue, Total - - - -","Revenue 7545 7426 7251 11115  Other Revenue, Total - - - -","Revenue 7545 7426 7251 11115  Other Revenue, Total - - - -"
Revenue,7545,7426,7251,11115
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5268,5298,5499,8264
Gross Profit,2277,2128,1752,2851
Total Operating Expenses,7143,7129,7541,10818
"Selling/General/Admin. Expenses, Total 1875 1794 1995 2323  Research & Development - - - -  Depreciation / Amortization 44 46 47 67  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 4 - 163  Other Operating Expenses, Total -41 -6 - 1","Selling/General/Admin. Expenses, Total 1875 1794 1995 2323  Research & Development - - - -  Depreciation / Amortization 44 46 47 67  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 4 - 163  Other Operating Expenses, Total -41 -6 - 1","Selling/General/Admin. Expenses, Total 1875 1794 1995 2323  Research & Development - - - -  Depreciation / Amortization 44 46 47 67  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 4 - 163  Other Operating Expenses, Total -41 -6 - 1","Selling/General/Admin. Expenses, Total 1875 1794 1995 2323  Research & Development - - - -  Depreciation / Amortization 44 46 47 67  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 4 - 163  Other Operating Expenses, Total -41 -6 - 1","Selling/General/Admin. Expenses, Total 1875 1794 1995 2323  Research & Development - - - -  Depreciation / Amortization 44 46 47 67  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 4 - 163  Other Operating Expenses, Total -41 -6 - 1"
"Selling/General/Admin. Expenses, Total",1875,1794,1995,2323
Research & Development,-,-,-,-
Depreciation / Amortization,44,46,47,67
Interest Expense (Income) - Net Operating,-3,-3,-,-
Unusual Expense (Income),-,4,-,163
"Other Operating Expenses, Total",-41,-6,-,1
Operating Income,402,297,-290,297
"Interest Income (Expense), Net Non-Operating",-,16,-2,-30
Gain (Loss) on Sale of Assets,-5,-4,-,-144
"Other, Net",-7,-7,24,4
Net Income Before Taxes,414,308,-268,127
Provision for Income Taxes,45,61,43,155
Net Income After Taxes,369,247,-311,-28
Minority Interest,-,-,-,59
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,369,247,-311,31
Total Extraordinary Items,-,-,-,-
Net Income,369,247,-311,31
Total Adjustments to Net Income,-,-,1,-
Income Available to Common Excluding Extraordinary Items,369,247,-310,31
Dilution Adjustment,-,-,-,-
Diluted Net Income,369,247,-310,31
Diluted Weighted Average Shares,13.28,14.64,15.05,15.05
Diluted EPS Excluding Extraordinary Items,27.8,16.87,-20.6,2.06
DPS - Common Stock Primary Issue,-,7,-,25
Diluted Normalized EPS,19.73,13.32,-20.6,15.32
