Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,6930,6491,6233.73,6146.96
"Revenue 6930 6491 6233.73 6146.96  Other Revenue, Total - - - -","Revenue 6930 6491 6233.73 6146.96  Other Revenue, Total - - - -","Revenue 6930 6491 6233.73 6146.96  Other Revenue, Total - - - -","Revenue 6930 6491 6233.73 6146.96  Other Revenue, Total - - - -","Revenue 6930 6491 6233.73 6146.96  Other Revenue, Total - - - -"
Revenue,6930,6491,6233.73,6146.96
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5255,4982,4844.1,4806.25
Gross Profit,1675,1509,1389.63,1340.71
Total Operating Expenses,6457,5997,5848.66,5819.48
"Selling/General/Admin. Expenses, Total 1202 1015 1004.57 1013.23  Research & Development - - - -  Depreciation / Amortization 21 13 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -21 -13 - -","Selling/General/Admin. Expenses, Total 1202 1015 1004.57 1013.23  Research & Development - - - -  Depreciation / Amortization 21 13 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -21 -13 - -","Selling/General/Admin. Expenses, Total 1202 1015 1004.57 1013.23  Research & Development - - - -  Depreciation / Amortization 21 13 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -21 -13 - -","Selling/General/Admin. Expenses, Total 1202 1015 1004.57 1013.23  Research & Development - - - -  Depreciation / Amortization 21 13 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -21 -13 - -","Selling/General/Admin. Expenses, Total 1202 1015 1004.57 1013.23  Research & Development - - - -  Depreciation / Amortization 21 13 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -21 -13 - -"
"Selling/General/Admin. Expenses, Total",1202,1015,1004.57,1013.23
Research & Development,-,-,-,-
Depreciation / Amortization,21,13,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-21,-13,-,-
Operating Income,473,494,385.06,327.48
"Interest Income (Expense), Net Non-Operating",-,1.78,3.56,0.73
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-4,-4,10.61,2.68
Net Income Before Taxes,477,498,399.23,330.89
Provision for Income Taxes,140,145,113.74,113.68
Net Income After Taxes,337,353,285.49,217.21
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,337,353,285.49,217.21
Total Extraordinary Items,-,-,-,-
Net Income,337,353,285.49,217.21
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,337,353,285.49,217.21
Dilution Adjustment,-0.665,-0.218,-,-
Diluted Net Income,337.67,353.22,285.49,217.21
Diluted Weighted Average Shares,2.05,2.05,2.05,1.58
Diluted EPS Excluding Extraordinary Items,164.6,172.12,139.37,137.14
DPS - Common Stock Primary Issue,35,30,25,20
Diluted Normalized EPS,145.33,151.67,121.13,130.22
