Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,340371,258874,201542,262028
"Revenue 340371 258874 201542 262028  Other Revenue, Total - - - -","Revenue 340371 258874 201542 262028  Other Revenue, Total - - - -","Revenue 340371 258874 201542 262028  Other Revenue, Total - - - -","Revenue 340371 258874 201542 262028  Other Revenue, Total - - - -","Revenue 340371 258874 201542 262028  Other Revenue, Total - - - -"
Revenue,340371,258874,201542,262028
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",246318,188142,151987,169188
Gross Profit,94053,70732,49555,92840
Total Operating Expenses,299781,234227,194599,209498
"Selling/General/Admin. Expenses, Total 37663 31397 25320 27425  Research & Development 3171 2823 2660 2425  Depreciation / Amortization 27460 22900 13716 8645  Interest Expense (Income) - Net Operating -1042 -1043 - -  Unusual Expense (Income) - 536 915 1814  Other Operating Expenses, Total -13789 -9992 1 1","Selling/General/Admin. Expenses, Total 37663 31397 25320 27425  Research & Development 3171 2823 2660 2425  Depreciation / Amortization 27460 22900 13716 8645  Interest Expense (Income) - Net Operating -1042 -1043 - -  Unusual Expense (Income) - 536 915 1814  Other Operating Expenses, Total -13789 -9992 1 1","Selling/General/Admin. Expenses, Total 37663 31397 25320 27425  Research & Development 3171 2823 2660 2425  Depreciation / Amortization 27460 22900 13716 8645  Interest Expense (Income) - Net Operating -1042 -1043 - -  Unusual Expense (Income) - 536 915 1814  Other Operating Expenses, Total -13789 -9992 1 1","Selling/General/Admin. Expenses, Total 37663 31397 25320 27425  Research & Development 3171 2823 2660 2425  Depreciation / Amortization 27460 22900 13716 8645  Interest Expense (Income) - Net Operating -1042 -1043 - -  Unusual Expense (Income) - 536 915 1814  Other Operating Expenses, Total -13789 -9992 1 1","Selling/General/Admin. Expenses, Total 37663 31397 25320 27425  Research & Development 3171 2823 2660 2425  Depreciation / Amortization 27460 22900 13716 8645  Interest Expense (Income) - Net Operating -1042 -1043 - -  Unusual Expense (Income) - 536 915 1814  Other Operating Expenses, Total -13789 -9992 1 1"
"Selling/General/Admin. Expenses, Total",37663,31397,25320,27425
Research & Development,3171,2823,2660,2425
Depreciation / Amortization,27460,22900,13716,8645
Interest Expense (Income) - Net Operating,-1042,-1043,-,-
Unusual Expense (Income),-,536,915,1814
"Other Operating Expenses, Total",-13789,-9992,1,1
Operating Income,40590,24647,6943,52530
"Interest Income (Expense), Net Non-Operating",-,-490,-382,90
Gain (Loss) on Sale of Assets,356,240,768,53
"Other, Net",-1876,1054,-1213,-1447
Net Income Before Taxes,42110,23353,6116,51226
Provision for Income Taxes,14782,3248,2283,17175
Net Income After Taxes,27328,20105,3833,34051
Minority Interest,32041,27360,-2813,-2056
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,22418,16105,1020,31995
Total Extraordinary Items,-,-,-,-
Net Income,22418,16105,1020,31995
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,22418,16105,1019,31994
Dilution Adjustment,-,-,-,-
Diluted Net Income,22418,16105,1019,31994
Diluted Weighted Average Shares,213.19,213.18,213.17,213.15
Diluted EPS Excluding Extraordinary Items,105.16,75.55,4.78,150.1
DPS - Common Stock Primary Issue,-,30,30,48
Diluted Normalized EPS,101.62,53.85,35.76,175.32
