Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,48896,46987,41700,42998
"Revenue 48562 46290 41700 42998  Other Revenue, Total 334 697 - -","Revenue 48562 46290 41700 42998  Other Revenue, Total 334 697 - -","Revenue 48562 46290 41700 42998  Other Revenue, Total 334 697 - -","Revenue 48562 46290 41700 42998  Other Revenue, Total 334 697 - -","Revenue 48562 46290 41700 42998  Other Revenue, Total 334 697 - -"
Revenue,48562,46290,41700,42998
"Other Revenue, Total",334,697,-,-
"Cost of Revenue, Total",25516,22649,19962,20702
Gross Profit,23380,24338,21738,22296
Total Operating Expenses,43355,42331,37708,5560
"Selling/General/Admin. Expenses, Total 15944 18591 16165 17599  Research & Development 1661 832 596 2956  Depreciation / Amortization 454 413 238 309  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 40 746 -36008  Other Operating Expenses, Total -220 -154 1 2","Selling/General/Admin. Expenses, Total 15944 18591 16165 17599  Research & Development 1661 832 596 2956  Depreciation / Amortization 454 413 238 309  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 40 746 -36008  Other Operating Expenses, Total -220 -154 1 2","Selling/General/Admin. Expenses, Total 15944 18591 16165 17599  Research & Development 1661 832 596 2956  Depreciation / Amortization 454 413 238 309  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 40 746 -36008  Other Operating Expenses, Total -220 -154 1 2","Selling/General/Admin. Expenses, Total 15944 18591 16165 17599  Research & Development 1661 832 596 2956  Depreciation / Amortization 454 413 238 309  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 40 746 -36008  Other Operating Expenses, Total -220 -154 1 2","Selling/General/Admin. Expenses, Total 15944 18591 16165 17599  Research & Development 1661 832 596 2956  Depreciation / Amortization 454 413 238 309  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 40 746 -36008  Other Operating Expenses, Total -220 -154 1 2"
"Selling/General/Admin. Expenses, Total",15944,18591,16165,17599
Research & Development,1661,832,596,2956
Depreciation / Amortization,454,413,238,309
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,40,746,-36008
"Other Operating Expenses, Total",-220,-154,1,2
Operating Income,5541,4656,3992,37438
"Interest Income (Expense), Net Non-Operating",-,121,198,215
Gain (Loss) on Sale of Assets,187,-40,-,-
"Other, Net",-368,-70,35,47
Net Income Before Taxes,5722,4766,4225,37700
Provision for Income Taxes,1778,1392,729,10333
Net Income After Taxes,3944,3374,3496,27367
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3944,3374,3496,27367
Total Extraordinary Items,-,-,-,-
Net Income,3944,3374,3496,27367
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,3944,3374,3495,27367
Dilution Adjustment,-,-,-,-
Diluted Net Income,3944,3374,3495,27367
Diluted Weighted Average Shares,28.1,28.09,28.08,28.07
Diluted EPS Excluding Extraordinary Items,140.38,120.11,124.46,974.99
DPS - Common Stock Primary Issue,-,48,48,48
Diluted Normalized EPS,123.17,107.82,146.44,43.76
