Period Ending:,202220/12,202120/12,202020/12,201920/12
Total Revenue,2488,2172,1911.08,2467.73
"Revenue 2488 2172 1911.08 2467.73  Other Revenue, Total - - - -","Revenue 2488 2172 1911.08 2467.73  Other Revenue, Total - - - -","Revenue 2488 2172 1911.08 2467.73  Other Revenue, Total - - - -","Revenue 2488 2172 1911.08 2467.73  Other Revenue, Total - - - -","Revenue 2488 2172 1911.08 2467.73  Other Revenue, Total - - - -"
Revenue,2488,2172,1911.08,2467.73
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1902,1827,1962.69,2334.4
Gross Profit,586,345,-51.62,133.33
Total Operating Expenses,2230,2139,2330.73,2788.78
"Selling/General/Admin. Expenses, Total 325 309 307.57 347.89  Research & Development - - - -  Depreciation / Amortization 50 63 8.47 14.07  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 52 92.43  Other Operating Expenses, Total -47 -60 - -","Selling/General/Admin. Expenses, Total 325 309 307.57 347.89  Research & Development - - - -  Depreciation / Amortization 50 63 8.47 14.07  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 52 92.43  Other Operating Expenses, Total -47 -60 - -","Selling/General/Admin. Expenses, Total 325 309 307.57 347.89  Research & Development - - - -  Depreciation / Amortization 50 63 8.47 14.07  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 52 92.43  Other Operating Expenses, Total -47 -60 - -","Selling/General/Admin. Expenses, Total 325 309 307.57 347.89  Research & Development - - - -  Depreciation / Amortization 50 63 8.47 14.07  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 52 92.43  Other Operating Expenses, Total -47 -60 - -","Selling/General/Admin. Expenses, Total 325 309 307.57 347.89  Research & Development - - - -  Depreciation / Amortization 50 63 8.47 14.07  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 52 92.43  Other Operating Expenses, Total -47 -60 - -"
"Selling/General/Admin. Expenses, Total",325,309,307.57,347.89
Research & Development,-,-,-,-
Depreciation / Amortization,50,63,8.47,14.07
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,52,92.43
"Other Operating Expenses, Total",-47,-60,-,-
Operating Income,258,33,-419.66,-321.05
"Interest Income (Expense), Net Non-Operating",-,1.7,2.33,2.52
Gain (Loss) on Sale of Assets,144,66,28.6,5.23
"Other, Net",-294,-130,16.2,11
Net Income Before Taxes,408,97,-372.53,-302.31
Provision for Income Taxes,71,25,12.93,15.17
Net Income After Taxes,337,72,-385.46,-317.48
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,337,72,-385.46,-317.48
Total Extraordinary Items,-,-,-,-
Net Income,337,72,-385.46,-317.48
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,337,72,-385.46,-317.48
Dilution Adjustment,-,-,-,-
Diluted Net Income,337,72,-385.46,-317.48
Diluted Weighted Average Shares,7.23,7.23,7.23,7.23
Diluted EPS Excluding Extraordinary Items,46.59,9.95,-53.29,-43.89
DPS - Common Stock Primary Issue,11.7,10,10,10
Diluted Normalized EPS,22.99,2.68,-51.19,-36.06
