Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1642712,1543240,1480141,1751330
"Revenue 1642712 1543240 1480141 1751330  Other Revenue, Total - 1 - -","Revenue 1642712 1543240 1480141 1751330  Other Revenue, Total - 1 - -","Revenue 1642712 1543240 1480141 1751330  Other Revenue, Total - 1 - -","Revenue 1642712 1543240 1480141 1751330  Other Revenue, Total - 1 - -","Revenue 1642712 1543240 1480141 1751330  Other Revenue, Total - 1 - -"
Revenue,1642712,1543240,1480141,1751330
"Other Revenue, Total",-,1,-,-
"Cost of Revenue, Total",1494939,1355503,1261343,1492653
Gross Profit,147773,187737,218798,258677
Total Operating Expenses,1587971,1448667,1351923,1583820
"Selling/General/Admin. Expenses, Total 93032 91659 79381 90921  Research & Development 16862 - 8900 -  Depreciation / Amortization 11478 - - -  Interest Expense (Income) - Net Operating -861 - - -  Unusual Expense (Income) - 1504 2298 245  Other Operating Expenses, Total -27479 -9997 1 1","Selling/General/Admin. Expenses, Total 93032 91659 79381 90921  Research & Development 16862 - 8900 -  Depreciation / Amortization 11478 - - -  Interest Expense (Income) - Net Operating -861 - - -  Unusual Expense (Income) - 1504 2298 245  Other Operating Expenses, Total -27479 -9997 1 1","Selling/General/Admin. Expenses, Total 93032 91659 79381 90921  Research & Development 16862 - 8900 -  Depreciation / Amortization 11478 - - -  Interest Expense (Income) - Net Operating -861 - - -  Unusual Expense (Income) - 1504 2298 245  Other Operating Expenses, Total -27479 -9997 1 1","Selling/General/Admin. Expenses, Total 93032 91659 79381 90921  Research & Development 16862 - 8900 -  Depreciation / Amortization 11478 - - -  Interest Expense (Income) - Net Operating -861 - - -  Unusual Expense (Income) - 1504 2298 245  Other Operating Expenses, Total -27479 -9997 1 1","Selling/General/Admin. Expenses, Total 93032 91659 79381 90921  Research & Development 16862 - 8900 -  Depreciation / Amortization 11478 - - -  Interest Expense (Income) - Net Operating -861 - - -  Unusual Expense (Income) - 1504 2298 245  Other Operating Expenses, Total -27479 -9997 1 1"
"Selling/General/Admin. Expenses, Total",93032,91659,79381,90921
Research & Development,16862,-,8900,-
Depreciation / Amortization,11478,-,-,-
Interest Expense (Income) - Net Operating,-861,-,-,-
Unusual Expense (Income),-,1504,2298,245
"Other Operating Expenses, Total",-27479,-9997,1,1
Operating Income,54741,94573,128218,167510
"Interest Income (Expense), Net Non-Operating",-,8552,6864,5675
Gain (Loss) on Sale of Assets,5647,1708,7,1186
"Other, Net",-18999,-9142,327,414
Net Income Before Taxes,68093,103503,135416,174785
Provision for Income Taxes,20738,31935,42819,52600
Net Income After Taxes,47355,71568,92597,122185
Minority Interest,4756,3948,-43,-96
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,47124,71437,92554,122089
Total Extraordinary Items,-,-,-,-
Net Income,47124,71436,92554,122089
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,47124,71436,92554,122087
Dilution Adjustment,-,-,-,-
Diluted Net Income,47124,71436,92554,122087
Diluted Weighted Average Shares,195.35,203.59,209.09,213.02
Diluted EPS Excluding Extraordinary Items,241.23,350.88,442.66,573.14
DPS - Common Stock Primary Issue,-,130,130,130
Diluted Normalized EPS,200.78,355.99,450.35,570.05
