Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1092,559,454,1310
"Revenue 1092 559 454 1310  Other Revenue, Total - - - -","Revenue 1092 559 454 1310  Other Revenue, Total - - - -","Revenue 1092 559 454 1310  Other Revenue, Total - - - -","Revenue 1092 559 454 1310  Other Revenue, Total - - - -","Revenue 1092 559 454 1310  Other Revenue, Total - - - -"
Revenue,1092,559,454,1310
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",430,185,209,65
Gross Profit,662,374,245,1245
Total Operating Expenses,3563,2978,4570,3072
"Selling/General/Admin. Expenses, Total 2250 1948 1182 1437  Research & Development 883 845 1928 1138  Depreciation / Amortization 534 495 450 431  Interest Expense (Income) - Net Operating -18 -23 - -  Unusual Expense (Income) - - 800 -  Other Operating Expenses, Total -516 -472 1 1","Selling/General/Admin. Expenses, Total 2250 1948 1182 1437  Research & Development 883 845 1928 1138  Depreciation / Amortization 534 495 450 431  Interest Expense (Income) - Net Operating -18 -23 - -  Unusual Expense (Income) - - 800 -  Other Operating Expenses, Total -516 -472 1 1","Selling/General/Admin. Expenses, Total 2250 1948 1182 1437  Research & Development 883 845 1928 1138  Depreciation / Amortization 534 495 450 431  Interest Expense (Income) - Net Operating -18 -23 - -  Unusual Expense (Income) - - 800 -  Other Operating Expenses, Total -516 -472 1 1","Selling/General/Admin. Expenses, Total 2250 1948 1182 1437  Research & Development 883 845 1928 1138  Depreciation / Amortization 534 495 450 431  Interest Expense (Income) - Net Operating -18 -23 - -  Unusual Expense (Income) - - 800 -  Other Operating Expenses, Total -516 -472 1 1","Selling/General/Admin. Expenses, Total 2250 1948 1182 1437  Research & Development 883 845 1928 1138  Depreciation / Amortization 534 495 450 431  Interest Expense (Income) - Net Operating -18 -23 - -  Unusual Expense (Income) - - 800 -  Other Operating Expenses, Total -516 -472 1 1"
"Selling/General/Admin. Expenses, Total",2250,1948,1182,1437
Research & Development,883,845,1928,1138
Depreciation / Amortization,534,495,450,431
Interest Expense (Income) - Net Operating,-18,-23,-,-
Unusual Expense (Income),-,-,800,-
"Other Operating Expenses, Total",-516,-472,1,1
Operating Income,-2471,-2419,-4116,-1762
"Interest Income (Expense), Net Non-Operating",-,-23,-43,-35
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",21,24,-,-
Net Income Before Taxes,-2492,-2443,-4159,-1797
Provision for Income Taxes,56,35,-32,70
Net Income After Taxes,-2548,-2478,-4127,-1867
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-2548,-2478,-4127,-1867
Total Extraordinary Items,-,-,-,-
Net Income,-2548,-2478,-4127,-1867
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-2548,-2478,-4127,-1867
Dilution Adjustment,0.82,0.042,-,-
Diluted Net Income,-2548.82,-2478.04,-4127,-1867
Diluted Weighted Average Shares,151.99,130.15,117.38,105.2
Diluted EPS Excluding Extraordinary Items,-16.77,-19.04,-35.16,-17.75
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-10.25,-11.73,-30.73,-17.75
