Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,523424,447077,339645,357272
"Revenue 523424 447077 339645 357272  Other Revenue, Total - - - -","Revenue 523424 447077 339645 357272  Other Revenue, Total - - - -","Revenue 523424 447077 339645 357272  Other Revenue, Total - - - -","Revenue 523424 447077 339645 357272  Other Revenue, Total - - - -","Revenue 523424 447077 339645 357272  Other Revenue, Total - - - -"
Revenue,523424,447077,339645,357272
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",350854,291668,199765,237882
Gross Profit,172570,155409,139880,119390
Total Operating Expenses,397276,336899,243424,270773
"Selling/General/Admin. Expenses, Total 42402 40902 39283 31037  Research & Development - - - -  Depreciation / Amortization 16253 - - -  Interest Expense (Income) - Net Operating -10415 - - -  Unusual Expense (Income) - 4329 4375 1854  Other Operating Expenses, Total -1818 - 1 -","Selling/General/Admin. Expenses, Total 42402 40902 39283 31037  Research & Development - - - -  Depreciation / Amortization 16253 - - -  Interest Expense (Income) - Net Operating -10415 - - -  Unusual Expense (Income) - 4329 4375 1854  Other Operating Expenses, Total -1818 - 1 -","Selling/General/Admin. Expenses, Total 42402 40902 39283 31037  Research & Development - - - -  Depreciation / Amortization 16253 - - -  Interest Expense (Income) - Net Operating -10415 - - -  Unusual Expense (Income) - 4329 4375 1854  Other Operating Expenses, Total -1818 - 1 -","Selling/General/Admin. Expenses, Total 42402 40902 39283 31037  Research & Development - - - -  Depreciation / Amortization 16253 - - -  Interest Expense (Income) - Net Operating -10415 - - -  Unusual Expense (Income) - 4329 4375 1854  Other Operating Expenses, Total -1818 - 1 -","Selling/General/Admin. Expenses, Total 42402 40902 39283 31037  Research & Development - - - -  Depreciation / Amortization 16253 - - -  Interest Expense (Income) - Net Operating -10415 - - -  Unusual Expense (Income) - 4329 4375 1854  Other Operating Expenses, Total -1818 - 1 -"
"Selling/General/Admin. Expenses, Total",42402,40902,39283,31037
Research & Development,-,-,-,-
Depreciation / Amortization,16253,-,-,-
Interest Expense (Income) - Net Operating,-10415,-,-,-
Unusual Expense (Income),-,4329,4375,1854
"Other Operating Expenses, Total",-1818,-,1,-
Operating Income,126148,110178,96221,86499
"Interest Income (Expense), Net Non-Operating",-,-6773,-5832,-2813
Gain (Loss) on Sale of Assets,2368,-,562,-
"Other, Net",6302,2257,329,612
Net Income Before Taxes,117478,105662,91280,84298
Provision for Income Taxes,38328,35204,27540,25288
Net Income After Taxes,79150,70458,63740,59010
Minority Interest,424,-893,-120,-204
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,79150,69565,63620,58806
Total Extraordinary Items,-,-,-,-
Net Income,79150,69565,63620,58806
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,79150,69564,63619,58805
Dilution Adjustment,23,-,-,-
Diluted Net Income,79127,69564,63619,58805
Diluted Weighted Average Shares,761.06,688.1,668.02,661.19
Diluted EPS Excluding Extraordinary Items,103.97,101.1,95.23,88.94
DPS - Common Stock Primary Issue,42,39,36,31.5
Diluted Normalized EPS,101.19,105.29,99.22,90.9
