Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,9064,10142,9438.11,11517.98
"Revenue 9064 10142 9438.11 11517.98  Other Revenue, Total - - - -","Revenue 9064 10142 9438.11 11517.98  Other Revenue, Total - - - -","Revenue 9064 10142 9438.11 11517.98  Other Revenue, Total - - - -","Revenue 9064 10142 9438.11 11517.98  Other Revenue, Total - - - -","Revenue 9064 10142 9438.11 11517.98  Other Revenue, Total - - - -"
Revenue,9064,10142,9438.11,11517.98
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6884,7938,6856.64,8196.2
Gross Profit,2180,2204,2581.47,3321.78
Total Operating Expenses,8514,9592,8966.56,10574.5
"Selling/General/Admin. Expenses, Total 1630 1625 2011.9 2272.98  Research & Development - 58 62.56 85.09  Depreciation / Amortization 303 275 34.19 26.62  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 1.26 -6.4  Other Operating Expenses, Total -303 -304 - -","Selling/General/Admin. Expenses, Total 1630 1625 2011.9 2272.98  Research & Development - 58 62.56 85.09  Depreciation / Amortization 303 275 34.19 26.62  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 1.26 -6.4  Other Operating Expenses, Total -303 -304 - -","Selling/General/Admin. Expenses, Total 1630 1625 2011.9 2272.98  Research & Development - 58 62.56 85.09  Depreciation / Amortization 303 275 34.19 26.62  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 1.26 -6.4  Other Operating Expenses, Total -303 -304 - -","Selling/General/Admin. Expenses, Total 1630 1625 2011.9 2272.98  Research & Development - 58 62.56 85.09  Depreciation / Amortization 303 275 34.19 26.62  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 1.26 -6.4  Other Operating Expenses, Total -303 -304 - -","Selling/General/Admin. Expenses, Total 1630 1625 2011.9 2272.98  Research & Development - 58 62.56 85.09  Depreciation / Amortization 303 275 34.19 26.62  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 1.26 -6.4  Other Operating Expenses, Total -303 -304 - -"
"Selling/General/Admin. Expenses, Total",1630,1625,2011.9,2272.98
Research & Development,-,58,62.56,85.09
Depreciation / Amortization,303,275,34.19,26.62
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,1.26,-6.4
"Other Operating Expenses, Total",-303,-304,-,-
Operating Income,550,550,471.55,943.48
"Interest Income (Expense), Net Non-Operating",-,33.12,19.5,21.79
Gain (Loss) on Sale of Assets,-2,-1,-1.21,-3.96
"Other, Net",-33,-42,18.81,10.49
Net Income Before Taxes,585,593,508.65,971.79
Provision for Income Taxes,179,199,150.09,296.62
Net Income After Taxes,406,394,358.56,675.18
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,406,394,358.56,675.18
Total Extraordinary Items,-,-,-,-
Net Income,406,394,358.56,675.18
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,406,394,358.56,675.18
Dilution Adjustment,-,-,-,-
Diluted Net Income,406,394,358.56,675.18
Diluted Weighted Average Shares,3.24,3.24,3.24,3.23
Diluted EPS Excluding Extraordinary Items,125.29,121.57,110.77,208.9
DPS - Common Stock Primary Issue,-,40,35,60
Diluted Normalized EPS,116.11,114.55,111.31,208.38
