Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,234848,227935,211702,213810
"Revenue 234848 227935 211702 213810  Other Revenue, Total - - - -","Revenue 234848 227935 211702 213810  Other Revenue, Total - - - -","Revenue 234848 227935 211702 213810  Other Revenue, Total - - - -","Revenue 234848 227935 211702 213810  Other Revenue, Total - - - -","Revenue 234848 227935 211702 213810  Other Revenue, Total - - - -"
Revenue,234848,227935,211702,213810
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",177251,169565,155011,158516
Gross Profit,57597,58370,56691,55294
Total Operating Expenses,227956,221342,206572,207094
"Selling/General/Admin. Expenses, Total 45177 46293 44889 43944  Research & Development - - - -  Depreciation / Amortization 6827 6871 5861 5792  Interest Expense (Income) - Net Operating -143 -150 - -  Unusual Expense (Income) - -259 810 -1159  Other Operating Expenses, Total -1156 -1237 1 1","Selling/General/Admin. Expenses, Total 45177 46293 44889 43944  Research & Development - - - -  Depreciation / Amortization 6827 6871 5861 5792  Interest Expense (Income) - Net Operating -143 -150 - -  Unusual Expense (Income) - -259 810 -1159  Other Operating Expenses, Total -1156 -1237 1 1","Selling/General/Admin. Expenses, Total 45177 46293 44889 43944  Research & Development - - - -  Depreciation / Amortization 6827 6871 5861 5792  Interest Expense (Income) - Net Operating -143 -150 - -  Unusual Expense (Income) - -259 810 -1159  Other Operating Expenses, Total -1156 -1237 1 1","Selling/General/Admin. Expenses, Total 45177 46293 44889 43944  Research & Development - - - -  Depreciation / Amortization 6827 6871 5861 5792  Interest Expense (Income) - Net Operating -143 -150 - -  Unusual Expense (Income) - -259 810 -1159  Other Operating Expenses, Total -1156 -1237 1 1","Selling/General/Admin. Expenses, Total 45177 46293 44889 43944  Research & Development - - - -  Depreciation / Amortization 6827 6871 5861 5792  Interest Expense (Income) - Net Operating -143 -150 - -  Unusual Expense (Income) - -259 810 -1159  Other Operating Expenses, Total -1156 -1237 1 1"
"Selling/General/Admin. Expenses, Total",45177,46293,44889,43944
Research & Development,-,-,-,-
Depreciation / Amortization,6827,6871,5861,5792
Interest Expense (Income) - Net Operating,-143,-150,-,-
Unusual Expense (Income),-,-259,810,-1159
"Other Operating Expenses, Total",-1156,-1237,1,1
Operating Income,6892,6593,5130,6716
"Interest Income (Expense), Net Non-Operating",-,532,371,30
Gain (Loss) on Sale of Assets,287,121,-16,-9
"Other, Net",-1742,-1592,438,722
Net Income Before Taxes,8421,8064,5923,7459
Provision for Income Taxes,2658,2642,2307,2539
Net Income After Taxes,5763,5422,3616,4920
Minority Interest,1342,1273,-122,-36
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5682,5262,3494,4884
Total Extraordinary Items,-,-,-,-
Net Income,5682,5262,3494,4884
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,5682,5262,3493,4883
Dilution Adjustment,-,-,-,-
Diluted Net Income,5682,5262,3493,4883
Diluted Weighted Average Shares,63.76,63.3,62.54,61.86
Diluted EPS Excluding Extraordinary Items,89.12,83.12,55.85,78.94
DPS - Common Stock Primary Issue,24,23,20,19
Diluted Normalized EPS,83.04,73.34,67.08,69.86
