Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,4044,3622,3100,4550.25
"Revenue 4044 3622 3100 4550.25  Other Revenue, Total - - - -","Revenue 4044 3622 3100 4550.25  Other Revenue, Total - - - -","Revenue 4044 3622 3100 4550.25  Other Revenue, Total - - - -","Revenue 4044 3622 3100 4550.25  Other Revenue, Total - - - -","Revenue 4044 3622 3100 4550.25  Other Revenue, Total - - - -"
Revenue,4044,3622,3100,4550.25
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1193,1141,1157,1480.58
Gross Profit,2851,2481,1943,3069.67
Total Operating Expenses,3989,3622,3645,4372.24
"Selling/General/Admin. Expenses, Total 2796 2481 2488 2865.39  Research & Development - 3 34 14.18  Depreciation / Amortization 32 34 36 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.87 44.57 12.09  Other Operating Expenses, Total -32 -37 -70 -","Selling/General/Admin. Expenses, Total 2796 2481 2488 2865.39  Research & Development - 3 34 14.18  Depreciation / Amortization 32 34 36 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.87 44.57 12.09  Other Operating Expenses, Total -32 -37 -70 -","Selling/General/Admin. Expenses, Total 2796 2481 2488 2865.39  Research & Development - 3 34 14.18  Depreciation / Amortization 32 34 36 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.87 44.57 12.09  Other Operating Expenses, Total -32 -37 -70 -","Selling/General/Admin. Expenses, Total 2796 2481 2488 2865.39  Research & Development - 3 34 14.18  Depreciation / Amortization 32 34 36 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.87 44.57 12.09  Other Operating Expenses, Total -32 -37 -70 -","Selling/General/Admin. Expenses, Total 2796 2481 2488 2865.39  Research & Development - 3 34 14.18  Depreciation / Amortization 32 34 36 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.87 44.57 12.09  Other Operating Expenses, Total -32 -37 -70 -"
"Selling/General/Admin. Expenses, Total",2796,2481,2488,2865.39
Research & Development,-,3,34,14.18
Depreciation / Amortization,32,34,36,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,1.87,44.57,12.09
"Other Operating Expenses, Total",-32,-37,-70,-
Operating Income,55,-,-545,178.01
"Interest Income (Expense), Net Non-Operating",-,19.07,6.92,33.99
Gain (Loss) on Sale of Assets,-27,-1,-,-
"Other, Net",41,-11,17,0.52
Net Income Before Taxes,41,12,-562,212.51
Provision for Income Taxes,-3,-27,-62,37.38
Net Income After Taxes,44,39,-500,175.14
Minority Interest,-,-,-,-0.32
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,44,39,-500,174.82
Total Extraordinary Items,-,-,-,-
Net Income,44,39,-500,174.82
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,44,39,-500,174.82
Dilution Adjustment,-,-,-,-
Diluted Net Income,44,39,-500,174.82
Diluted Weighted Average Shares,25.84,26.39,26.39,26.39
Diluted EPS Excluding Extraordinary Items,1.7,1.48,-18.94,6.62
DPS - Common Stock Primary Issue,3,3,-,7
Diluted Normalized EPS,1.64,0.308,-12.27,7
