Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,25670,23903,21872.22,21366.51
"Revenue 25670 23903.42 21872.22 21366.51  Other Revenue, Total - - - -","Revenue 25670 23903.42 21872.22 21366.51  Other Revenue, Total - - - -","Revenue 25670 23903.42 21872.22 21366.51  Other Revenue, Total - - - -","Revenue 25670 23903.42 21872.22 21366.51  Other Revenue, Total - - - -","Revenue 25670 23903.42 21872.22 21366.51  Other Revenue, Total - - - -"
Revenue,25670,23903.42,21872.22,21366.51
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",19886,19163.53,16562.14,15962.85
Gross Profit,5784,4739.89,5310.07,5403.65
Total Operating Expenses,23341,22492.5,19987.26,19459.04
"Selling/General/Admin. Expenses, Total 3265 3148.82 3282.14 3385.64  Research & Development 16 - - -  Depreciation / Amortization 221 178.99 131.56 108.04  Interest Expense (Income) - Net Operating -12 - - -  Unusual Expense (Income) - 1.17 11.41 2.51  Other Operating Expenses, Total -35 - - -","Selling/General/Admin. Expenses, Total 3265 3148.82 3282.14 3385.64  Research & Development 16 - - -  Depreciation / Amortization 221 178.99 131.56 108.04  Interest Expense (Income) - Net Operating -12 - - -  Unusual Expense (Income) - 1.17 11.41 2.51  Other Operating Expenses, Total -35 - - -","Selling/General/Admin. Expenses, Total 3265 3148.82 3282.14 3385.64  Research & Development 16 - - -  Depreciation / Amortization 221 178.99 131.56 108.04  Interest Expense (Income) - Net Operating -12 - - -  Unusual Expense (Income) - 1.17 11.41 2.51  Other Operating Expenses, Total -35 - - -","Selling/General/Admin. Expenses, Total 3265 3148.82 3282.14 3385.64  Research & Development 16 - - -  Depreciation / Amortization 221 178.99 131.56 108.04  Interest Expense (Income) - Net Operating -12 - - -  Unusual Expense (Income) - 1.17 11.41 2.51  Other Operating Expenses, Total -35 - - -","Selling/General/Admin. Expenses, Total 3265 3148.82 3282.14 3385.64  Research & Development 16 - - -  Depreciation / Amortization 221 178.99 131.56 108.04  Interest Expense (Income) - Net Operating -12 - - -  Unusual Expense (Income) - 1.17 11.41 2.51  Other Operating Expenses, Total -35 - - -"
"Selling/General/Admin. Expenses, Total",3265,3148.82,3282.14,3385.64
Research & Development,16,-,-,-
Depreciation / Amortization,221,178.99,131.56,108.04
Interest Expense (Income) - Net Operating,-12,-,-,-
Unusual Expense (Income),-,1.17,11.41,2.51
"Other Operating Expenses, Total",-35,-,-,-
Operating Income,2329,1410.92,1884.96,1907.46
"Interest Income (Expense), Net Non-Operating",-,10.93,-0.08,-3.39
Gain (Loss) on Sale of Assets,4,0.1,4.62,1.83
"Other, Net",-35,6.21,15.64,2.85
Net Income Before Taxes,2360,1428.16,1905.15,1908.75
Provision for Income Taxes,811,474.36,562.45,633.73
Net Income After Taxes,1549,953.8,1342.69,1275.02
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1549,953.8,1342.69,1275.02
Total Extraordinary Items,-,-,-,-
Net Income,1549,953.8,1342.69,1275.02
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1549,953.8,1342.69,1275.02
Dilution Adjustment,-,-,-,-
Diluted Net Income,1549,953.8,1342.69,1275.02
Diluted Weighted Average Shares,32.28,32.31,32.3,32.29
Diluted EPS Excluding Extraordinary Items,47.99,29.52,41.57,39.48
DPS - Common Stock Primary Issue,-,20,20,17
Diluted Normalized EPS,45.68,29.54,41.72,39.5
