Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,2159,1841,3769.29,2735.68
"Revenue 2159 1841.4 3769.29 2735.68  Other Revenue, Total - - - -","Revenue 2159 1841.4 3769.29 2735.68  Other Revenue, Total - - - -","Revenue 2159 1841.4 3769.29 2735.68  Other Revenue, Total - - - -","Revenue 2159 1841.4 3769.29 2735.68  Other Revenue, Total - - - -","Revenue 2159 1841.4 3769.29 2735.68  Other Revenue, Total - - - -"
Revenue,2159,1841.4,3769.29,2735.68
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1340,1000.23,2632.94,1644.23
Gross Profit,819,841.17,1136.35,1091.45
Total Operating Expenses,1933,1535.66,3158.88,2136.09
"Selling/General/Admin. Expenses, Total 563 515.57 490.77 467.67  Research & Development - - - -  Depreciation / Amortization 206 31.86 34.13 22.8  Interest Expense (Income) - Net Operating -84 - - -  Unusual Expense (Income) - -12 1.03 1.39  Other Operating Expenses, Total -92 - - -","Selling/General/Admin. Expenses, Total 563 515.57 490.77 467.67  Research & Development - - - -  Depreciation / Amortization 206 31.86 34.13 22.8  Interest Expense (Income) - Net Operating -84 - - -  Unusual Expense (Income) - -12 1.03 1.39  Other Operating Expenses, Total -92 - - -","Selling/General/Admin. Expenses, Total 563 515.57 490.77 467.67  Research & Development - - - -  Depreciation / Amortization 206 31.86 34.13 22.8  Interest Expense (Income) - Net Operating -84 - - -  Unusual Expense (Income) - -12 1.03 1.39  Other Operating Expenses, Total -92 - - -","Selling/General/Admin. Expenses, Total 563 515.57 490.77 467.67  Research & Development - - - -  Depreciation / Amortization 206 31.86 34.13 22.8  Interest Expense (Income) - Net Operating -84 - - -  Unusual Expense (Income) - -12 1.03 1.39  Other Operating Expenses, Total -92 - - -","Selling/General/Admin. Expenses, Total 563 515.57 490.77 467.67  Research & Development - - - -  Depreciation / Amortization 206 31.86 34.13 22.8  Interest Expense (Income) - Net Operating -84 - - -  Unusual Expense (Income) - -12 1.03 1.39  Other Operating Expenses, Total -92 - - -"
"Selling/General/Admin. Expenses, Total",563,515.57,490.77,467.67
Research & Development,-,-,-,-
Depreciation / Amortization,206,31.86,34.13,22.8
Interest Expense (Income) - Net Operating,-84,-,-,-
Unusual Expense (Income),-,-12,1.03,1.39
"Other Operating Expenses, Total",-92,-,-,-
Operating Income,226,305.74,610.42,599.59
"Interest Income (Expense), Net Non-Operating",-,-178.12,-228.43,-291.89
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",136,2.24,3.02,12.28
Net Income Before Taxes,90,129.86,385,319.99
Provision for Income Taxes,30,42.3,126.85,98.67
Net Income After Taxes,60,87.55,258.16,221.32
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,60,87.55,258.16,221.32
Total Extraordinary Items,-,-,-,-
Net Income,60,87.55,258.16,221.32
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,60,87.55,258.16,221.32
Dilution Adjustment,-,-,-,-
Diluted Net Income,60,87.55,258.16,221.32
Diluted Weighted Average Shares,1.57,1.57,1.57,1.57
Diluted EPS Excluding Extraordinary Items,38.33,55.92,164.9,141.36
DPS - Common Stock Primary Issue,-,9,30,30
Diluted Normalized EPS,35.53,50.76,165.34,141.98
